,player,year,mp,fga,fg_perc,threepoint_att,threepoint_perc,twopoint_att,twopoint_perc,efg_perc,ft_perc,pts,class
1937,Landry Shamet,2019-20,27.4,7.4,0.404,5.6,0.375,1.8,0.495,0.546,0.855,9.3,great
1945,Marcus Smart,2019-20,32,11.4,0.375,6.6,0.347,4.8,0.415,0.476,0.836,12.9,great
1947,Ish Smith,2019-20,26.3,10.1,0.447,2.5,0.367,7.6,0.473,0.492,0.721,10.9,great
1955,Jeff Teague,2019-20,24.8,8.3,0.436,2,0.368,6.3,0.457,0.48,0.873,10.9,great
1956,Garrett Temple,2019-20,27.9,9.5,0.378,6.2,0.329,3.2,0.473,0.486,0.805,10.3,great
1958,Isaiah Thomas,2019-20,23.1,10.7,0.408,4.7,0.413,5.9,0.405,0.5,0.816,12.2,great
1977,Fred VanVleet,2019-20,35.7,14.3,0.413,6.9,0.39,7.4,0.434,0.507,0.848,17.6,great
1983,Dion Waiters,2019-20,20.7,9.9,0.414,4.7,0.319,5.2,0.5,0.49,0.824,11.1,great
1990,P.J. Washington,2019-20,30.3,10.2,0.455,4,0.374,6.2,0.507,0.528,0.647,12.2,great
1996,Coby White,2019-20,25.8,12.2,0.394,5.8,0.354,6.4,0.43,0.478,0.791,13.2,great
2003,Lou Williams,2019-20,28.7,14.4,0.418,4.8,0.352,9.6,0.451,0.477,0.861,18.2,great
2009,Justise Winslow,2019-20,32,11.7,0.388,2.5,0.222,9.3,0.431,0.411,0.667,11.3,great
2013,Thaddeus Young,2019-20,24.9,9.4,0.448,3.5,0.356,5.9,0.501,0.513,0.583,10.3,great
2024,Nickeil Alexander-Walker,2020-21,21.9,10,0.419,4.8,0.347,5.2,0.485,0.502,0.727,11,great
