,player,year,mp,fga,fg_perc,threepoint_att,threepoint_perc,twopoint_att,twopoint_perc,efg_perc,ft_perc,pts,class
2108,Vernon Carey Jr.,2020-21,6.1,1.9,0.5,0.4,0.143,1.5,0.586,0.514,0.818,2.4,average
2113,Willie Cauley-Stein,2020-21,17.1,3.4,0.632,0.2,0.091,3.2,0.667,0.635,0.628,5.3,average
2116,Brandon Clarke,2020-21,24,8.4,0.517,1.3,0.26,7.1,0.565,0.537,0.69,10.3,average
2118,Nic Claxton,2020-21,18.6,4.5,0.621,0.2,0.2,4.4,0.636,0.624,0.484,6.6,average
2124,Tyler Cook,2020-21,13.7,3.2,0.67,0.1,0.5,3.2,0.673,0.675,0.486,4.9,average
2127,Torrey Craig,2020-21,16.1,4.5,0.48,2.1,0.368,2.4,0.579,0.566,0.773,5.5,average
2136,Gabriel Deck,2020-21,21.2,6.7,0.478,1.5,0.133,5.2,0.577,0.493,0.818,8.4,average
2137,Dewayne Dedmon,2020-21,13.1,4.1,0.708,0.3,0.2,3.8,0.75,0.715,0.741,7.1,average
2142,Gorgui Dieng,2020-21,14.5,4.3,0.521,1.8,0.429,2.4,0.591,0.613,0.866,6.8,average
2148,Devon Dotson,2020-21,4.5,1.9,0.524,0.6,0.143,1.3,0.714,0.548,0,2.1,average
2164,Tacko Fall,2020-21,7.2,1.5,0.724,0,0,1.5,0.724,0.724,0.333,2.5,average
2165,Derrick Favors,2020-21,15.3,3.6,0.638,0,0,3.5,0.643,0.638,0.738,5.4,average
2166,Cristiano Felício,2020-21,4.7,0.7,0.538,0.1,0,0.6,0.636,0.538,0.563,1.3,average
2179,Enes Freedom,2020-21,24.4,7.8,0.604,0.1,0.25,7.7,0.607,0.605,0.774,11.2,average
2182,Daniel Gafford,2020-21,14.6,4.2,0.684,0,0,4.2,0.684,0.684,0.667,7,average
2189,Taj Gibson,2020-21,20.8,3.5,0.627,0.3,0.2,3.2,0.671,0.636,0.727,5.4,average
2192,Anthony Gill,2020-21,8.4,2.3,0.5,0.9,0.292,1.4,0.639,0.558,0.813,3.1,average
2193,Freddie Gillespie,2020-21,19.6,4.2,0.524,0,0,4.2,0.524,0.524,0.697,5.6,average
2194,Rudy Gobert,2020-21,30.8,8.2,0.675,0.1,0,8.1,0.68,0.675,0.623,14.3,average
2203,Javonte Green,2020-21,11.5,2.5,0.52,0.7,0.333,1.8,0.597,0.569,0.75,3.6,average
2210,Donta Hall,2020-21,13.8,2.7,0.714,0,0,2.7,0.714,0.714,0.676,5.6,average
2217,Montrezl Harrell,2020-21,22.9,8.7,0.622,0.1,0,8.6,0.632,0.622,0.707,13.5,average
2224,Isaiah Hartenstein,2020-21,12.2,3.7,0.55,0.1,0.333,3.6,0.558,0.556,0.648,5.1,average
2225,Jaxson Hayes,2020-21,16.1,4.7,0.625,0.2,0.429,4.4,0.635,0.636,0.775,7.5,average
2229,Willy Hernangómez,2020-21,18,5.7,0.563,0.2,0.1,5.5,0.581,0.565,0.667,7.8,average
2235,Jaylen Hoard,2020-21,16.8,4.6,0.5,0.6,0,4.1,0.571,0.5,0.683,6.1,average
2239,Rondae Hollis-Jefferson,2020-21,9.7,1.6,0.5,0.1,0,1.5,0.529,0.5,0.563,2.5,average
2240,Richaun Holmes,2020-21,29.2,9.4,0.637,0.2,0.182,9.2,0.645,0.638,0.794,14.2,average
2245,Dwight Howard,2020-21,17.3,4.4,0.587,0.3,0.25,4.1,0.611,0.596,0.576,7,average
2269,Alize Johnson,2020-21,10.5,3.8,0.588,0.3,0.167,3.4,0.629,0.596,1,5.2,average
2276,Damian Jones,2020-21,14,2.6,0.68,0.1,0.2,2.5,0.704,0.684,0.724,4.7,average
2277,Derrick Jones Jr.,2020-21,22.7,5.2,0.484,2.3,0.316,2.9,0.619,0.554,0.648,6.8,average
2281,DeAndre Jordan,2020-21,21.9,4.4,0.763,0,0,4.4,0.766,0.763,0.5,7.5,average
2290,John Konchar,2020-21,13.4,3.2,0.5,1.3,0.375,1.9,0.585,0.576,0.833,4.3,average
2292,Luke Kornet,2020-21,11.2,3.3,0.436,1.9,0.254,1.4,0.69,0.51,0.5,3.4,average
2299,Jake Layman,2020-21,13.9,4.1,0.495,1.7,0.295,2.4,0.642,0.557,0.703,5.1,average
2302,Damion Lee,2020-21,18.9,4.8,0.467,3.4,0.397,1.4,0.638,0.608,0.909,6.5,average
2304,Alex Len,2020-21,15.3,4.3,0.615,0.4,0.32,4,0.644,0.629,0.629,6.6,average
2311,Kevon Looney,2020-21,19,3.2,0.548,0.3,0.235,3,0.578,0.558,0.646,4.1,average
2313,Robin Lopez,2020-21,19.1,6,0.633,0.3,0.278,5.7,0.649,0.639,0.723,9,average
2318,Trey Lyles,2020-21,15.6,3.9,0.478,1.7,0.35,2.2,0.58,0.556,0.652,5,average
2319,Thon Maker,2020-21,9.5,2.3,0.556,0.3,0,2,0.625,0.556,0.909,3.8,average
2324,Boban Marjanović,2020-21,8.2,3.7,0.508,0.2,0.125,3.5,0.535,0.512,0.816,4.7,average
2331,Kenyon Martin Jr.,2020-21,23.7,7.1,0.509,2.1,0.365,4.9,0.572,0.564,0.714,9.3,average
2340,T.J. McConnell,2020-21,26,7.1,0.559,0.7,0.313,6.4,0.586,0.574,0.688,8.6,average
2345,JaVale McGee,2020-21,14.7,6.1,0.511,0.5,0.208,5.6,0.539,0.52,0.657,7.3,average
2346,Rodney McGruder,2020-21,12.1,4.4,0.529,1.5,0.458,2.9,0.565,0.607,0.75,5.7,average
2347,Alfonzo McKinnie,2020-21,6.6,2.4,0.516,1,0.41,1.4,0.593,0.602,0.556,3.1,average
2353,Chimezie Metu,2020-21,13.6,5,0.508,1,0.351,3.9,0.549,0.545,0.721,6.3,average
2355,Darius Miller,2020-21,10.9,2.7,0.458,2.3,0.405,0.3,0.833,0.635,1,4.1,average
2360,Adam Mokoka,2020-21,4,1.4,0.368,0.7,0.1,0.6,0.667,0.395,0,1.1,average
2364,Juwan Morgan,2020-21,5.1,1,0.467,0.4,0.308,0.6,0.588,0.533,0.429,1.2,average
2368,Mychal Mulder,2020-21,12.8,4.4,0.449,3.6,0.397,0.9,0.667,0.609,0.636,5.6,average
2378,Zeke Nnaji,2020-21,9.5,2.5,0.481,1.4,0.407,1.1,0.578,0.596,0.8,3.2,average
2379,Nerlens Noel,2020-21,24.2,3.5,0.614,0,0,3.4,0.623,0.614,0.714,5.1,average
2383,James Nunnally,2020-21,5.3,1.4,0.385,1.3,0.333,0.1,1,0.538,0.5,1.7,average
2385,David Nwaba,2020-21,22.6,7.3,0.486,2.1,0.27,5.2,0.574,0.525,0.691,9.2,average
2389,Jahlil Okafor,2020-21,12.9,3.8,0.618,0.3,0.222,3.4,0.656,0.627,0.708,5.4,average
2392,Onyeka Okongwu,2020-21,12,3,0.644,0.1,0,2.9,0.658,0.644,0.632,4.6,average
2402,Jabari Parker,2020-21,12.7,4.2,0.545,0.8,0.182,3.4,0.636,0.564,0.769,5.5,average
2403,Eric Paschall,2020-21,17.4,7.5,0.497,1.4,0.333,6.1,0.533,0.527,0.713,9.5,average
2409,Gary Payton II,2020-21,4,1.3,0.769,0.4,0.5,0.9,0.889,0.846,0.75,2.5,average
2410,Norvel Pelle,2020-21,6.5,1.2,0.533,0,0,1.2,0.533,0.533,0.667,1.5,average
2413,Mason Plumlee,2020-21,26.8,6.8,0.614,0.1,0,6.7,0.626,0.614,0.669,10.4,average
2414,Jakob Poeltl,2020-21,26.7,6.2,0.616,0,0,6.2,0.616,0.616,0.508,8.6,average
2418,Jontay Porter,2020-21,4.9,1.4,0.533,0.7,0.375,0.6,0.714,0.633,0.6,2,average
2424,Dwight Powell,2020-21,16.7,3.3,0.619,0.4,0.238,3,0.665,0.631,0.782,5.9,average
2434,Paul Reed,2020-21,6.8,3,0.538,0.2,0,2.8,0.583,0.538,0.5,3.4,average
2435,Naz Reid,2020-21,19.2,8.3,0.523,2.5,0.351,5.8,0.597,0.576,0.693,11.2,average
2439,Grant Riller,2020-21,3.9,1.7,0.667,0.6,0.5,1.1,0.75,0.75,0,2.6,average
2446,Mitchell Robinson,2020-21,27.5,5.7,0.653,0,0,5.7,0.653,0.653,0.491,8.3,average
2447,Isaiah Roby,2020-21,23.4,7,0.483,1.8,0.294,5.2,0.547,0.52,0.744,8.7,average
2456,JaKarr Sampson,2020-21,10.9,3.9,0.496,0.5,0.2,3.4,0.541,0.509,0.655,4.6,average
2458,Tomáš Satoranský,2020-21,22.5,5.7,0.514,2,0.356,3.6,0.602,0.578,0.848,7.7,average
2465,Chris Silva,2020-21,6.1,1.1,0.625,0.1,1,1,0.6,0.656,0.733,2.1,average
2477,Isaiah Stewart,2020-21,21.4,6,0.553,0.9,0.333,5.1,0.592,0.578,0.696,7.9,average
2478,Max Strus,2020-21,13,4.8,0.455,3.8,0.338,1,0.897,0.588,0.667,6.1,average
2479,Edmond Sumner,2020-21,16.2,5.3,0.525,1.7,0.398,3.7,0.582,0.587,0.819,7.5,average
2485,Daniel Theis,2020-21,24.6,7.2,0.541,2.3,0.322,4.8,0.646,0.593,0.673,9.6,average
2490,Tristan Thompson,2020-21,23.8,6,0.518,0.1,0,6,0.523,0.518,0.592,7.6,average
2494,Xavier Tillman Sr.,2020-21,18.4,5.1,0.559,1.1,0.338,4,0.62,0.595,0.642,6.6,average
2496,Obi Toppin,2020-21,11,3.4,0.498,1.4,0.306,2,0.629,0.56,0.731,4.1,average
2497,Juan Toscano-Anderson,2020-21,20.9,3.9,0.579,1.7,0.402,2.2,0.718,0.667,0.71,5.7,average
2502,Rayjon Tucker,2020-21,4.9,1.3,0.5,0.5,0.286,0.8,0.636,0.556,0.737,2.4,average
2506,Jarred Vanderbilt,2020-21,17.8,3.7,0.606,0.1,0.2,3.6,0.615,0.608,0.559,5.4,average
2528,Hassan Whiteside,2020-21,15.2,6.2,0.563,0,0,6.2,0.565,0.563,0.519,8.1,average
2532,Kenrich Williams,2020-21,21.6,6.2,0.533,1.8,0.444,4.5,0.568,0.596,0.571,8,average
2535,Robert Williams,2020-21,18.9,5,0.721,0,0,4.9,0.727,0.721,0.616,8,average
2541,James Wiseman,2020-21,21.4,9.4,0.519,1,0.316,8.5,0.542,0.535,0.628,11.5,average
2545,Thaddeus Young,2020-21,24.3,9.7,0.559,0.7,0.267,9.1,0.58,0.568,0.628,12.1,average
2547,Cody Zeller,2020-21,20.9,6.8,0.559,0.6,0.143,6.2,0.598,0.565,0.714,9.4,average
2548,Ivica Zubac,2020-21,22.3,5.5,0.652,0.1,0.25,5.4,0.656,0.654,0.789,9,average
8,Lavoy Allen,2016-17,14.3,2.8,0.458,0,0,2.7,0.461,0.458,0.697,2.9,below average
11,Chris Andersen,2016-17,9.5,1.8,0.409,0.3,0,1.6,0.474,0.409,0.714,2.3,below average
12,Alan Anderson,2016-17,10.3,2.7,0.375,1.5,0.318,1.2,0.444,0.463,0.75,2.9,below average
14,Kyle Anderson,2016-17,14.2,2.9,0.445,0.6,0.375,2.3,0.462,0.481,0.789,3.4,below average
24,Ron Baker,2016-17,16.5,4.2,0.378,1.7,0.267,2.5,0.45,0.431,0.651,4.1,below average
25,Wade Baldwin,2016-17,12.3,3.5,0.313,0.7,0.136,2.8,0.355,0.326,0.838,3.2,below average
37,Malik Beasley,2016-17,7.5,3.3,0.452,1.3,0.321,2,0.533,0.514,0.8,3.8,below average
41,Dragan Bender,2016-17,13.3,3.7,0.354,2.3,0.277,1.4,0.483,0.441,0.364,3.4,below average
59,Anthony Brown,2016-17,14.5,4.5,0.36,2.5,0.259,2.1,0.478,0.43,0,3.9,below average
60,Bobby Brown,2016-17,4.9,2.4,0.383,1.4,0.4,1,0.36,0.5,1,2.5,below average
62,Nicolás Brussino,2016-17,9.6,2.6,0.369,1.8,0.305,0.9,0.5,0.472,0.773,2.8,below average
67,Bruno Caboclo,2016-17,4.4,1.8,0.375,0.7,0.333,1.1,0.4,0.438,0,1.6,below average
68,José Calderón,2016-17,13.1,3.3,0.41,1.6,0.313,1.7,0.5,0.485,0.917,3.4,below average
70,Isaiah Canaan,2016-17,15.2,4.4,0.364,2.4,0.266,2,0.481,0.436,0.909,4.6,below average
80,Rakeem Christmas,2016-17,7.6,1.5,0.442,0,0,1.5,0.442,0.442,0.724,2,below average
81,Semaj Christon,2016-17,15.2,3.5,0.345,1,0.19,2.5,0.406,0.372,0.548,2.9,below average
84,Norris Cole,2016-17,9.6,4,0.308,1,0.231,3,0.333,0.337,0.8,3.3,below average
88,Pat Connaughton,2016-17,8.1,1.8,0.514,0.8,0.515,1,0.513,0.632,0.778,2.5,below average
113,Toney Douglas,2016-17,16.4,4.9,0.368,1.8,0.167,3.1,0.48,0.397,0.828,4.9,below average
118,Kris Dunn,2016-17,17.1,4,0.377,0.9,0.288,3.1,0.404,0.411,0.61,3.8,below average
121,Henry Ellenson,2016-17,7.7,3.4,0.359,1.8,0.286,1.5,0.448,0.438,0.5,3.2,below average
131,Kay Felder,2016-17,9.2,3.8,0.392,0.5,0.318,3.2,0.404,0.415,0.714,4,below average
136,Bryn Forbes,2016-17,7.9,2.8,0.364,1.5,0.321,1.3,0.413,0.449,0.833,2.6,below average
148,Michael Gbinije,2016-17,3.6,1.1,0.1,0.4,0,0.7,0.167,0.1,1,0.4,below average
149,Alonzo Gee,2016-17,6.8,1.1,0.214,0.2,0,0.8,0.273,0.214,0.556,0.8,below average
160,Treveon Graham,2016-17,7,1.5,0.475,0.6,0.6,0.9,0.4,0.588,0.667,2.1,below average
170,A.J. Hammons,2016-17,7.4,1.9,0.405,0.5,0.5,1.5,0.375,0.464,0.45,2.2,below average
190,Mario Hezonja,2016-17,14.8,5.1,0.355,2.2,0.299,2.9,0.398,0.42,0.8,4.9,below average
195,Jordan Hill,2016-17,6.7,1.9,0.385,0,0,1.9,0.385,0.385,1,1.7,below average
197,Darrun Hilliard,2016-17,9.8,3.2,0.373,1.2,0.261,2.1,0.438,0.421,0.75,3.3,below average
205,Marcelo Huertas,2016-17,10.3,3,0.368,0.8,0.211,2.1,0.429,0.397,0.529,2.7,below average
206,Kris Humphries,2016-17,12.3,3.8,0.407,1,0.352,2.9,0.425,0.451,0.78,4.6,below average
215,Pierre Jackson,2016-17,10.5,4.9,0.333,1.4,0.273,3.5,0.357,0.372,0.857,4.4,below average
227,Stanley Johnson,2016-17,17.8,4.7,0.353,2,0.292,2.7,0.398,0.415,0.679,4.4,below average
229,Wesley Johnson,2016-17,11.9,2.9,0.365,1.7,0.246,1.2,0.537,0.438,0.647,2.7,below average
233,James Jones,2016-17,7.9,1.9,0.478,1.4,0.47,0.5,0.5,0.647,0.65,2.8,below average
235,Tyus Jones,2016-17,12.9,3,0.414,1.2,0.356,1.8,0.454,0.486,0.767,3.5,below average
239,Ryan Kelly,2016-17,6.9,1.8,0.286,0.6,0.4,1.1,0.222,0.357,0.833,1.6,below average
248,Nicolás Laprovíttola,2016-17,9.7,2.6,0.426,1.5,0.37,1.1,0.5,0.532,1,3.3,below average
252,Jake Layman,2016-17,7.1,2.5,0.292,1.5,0.255,1.1,0.342,0.365,0.765,2.2,below average
260,DeAndre Liggins,2016-17,12.5,2.3,0.387,0.7,0.37,1.5,0.396,0.447,0.625,2.5,below average
273,Sheldon Mac,2016-17,9.6,2.5,0.4,1,0.233,1.5,0.511,0.447,0.852,3,below average
276,Thon Maker,2016-17,9.9,3.2,0.459,1.3,0.378,1.9,0.514,0.536,0.653,4,below average
278,Jarell Martin,2016-17,13.3,3.6,0.384,0.6,0.36,3,0.389,0.414,0.8,3.9,below average
286,K.J. McDaniels,2016-17,10.3,3.4,0.456,1.3,0.303,2.1,0.553,0.515,0.842,4.2,below average
291,Jordan McRae,2016-17,10.4,4.1,0.387,1.4,0.353,2.7,0.404,0.447,0.794,4.4,below average
295,Jordan Mickey,2016-17,5.6,1.4,0.441,0,0,1.3,0.455,0.441,0.571,1.5,below average
298,Mike Miller,2016-17,7.6,1.2,0.391,1,0.4,0.2,0.333,0.565,1,1.4,below average
307,Donatas Motiejūnas,2016-17,14.1,4.1,0.413,1.4,0.234,2.7,0.505,0.453,0.51,4.4,below average
311,Dejounte Murray,2016-17,8.5,3.1,0.431,0.6,0.391,2.4,0.441,0.47,0.7,3.4,below average
315,Shabazz Napier,2016-17,9.7,3.5,0.399,1.7,0.37,1.7,0.429,0.492,0.776,4.1,below average
316,Maurice Ndour,2016-17,10.3,2.7,0.453,0.2,0.143,2.5,0.481,0.459,0.731,3.1,below average
318,Raul Neto,2016-17,8.7,2.3,0.451,0.8,0.323,1.5,0.517,0.505,0.889,2.5,below average
319,Georges Niang,2016-17,4,1.6,0.25,0.5,0.083,1,0.333,0.264,1,0.9,below average
320,Andrew Nicholson,2016-17,9,2.9,0.387,0.7,0.185,2.2,0.452,0.41,0.643,2.6,below average
328,Johnny O'Bryant,2016-17,7.3,2.7,0.5,0.5,0.5,2.2,0.5,0.55,0.833,3.5,below average
345,Adreian Payne,2016-17,7.5,3,0.426,0.8,0.2,2.2,0.513,0.454,0.737,3.5,below average
349,Paul Pierce*,2016-17,11.1,2.8,0.4,1.7,0.349,1.1,0.481,0.507,0.769,3.2,below average
360,Ronnie Price,2016-17,9.6,1.7,0.167,1.2,0.176,0.5,0.143,0.229,0.75,1,below average
362,Tim Quarterman,2016-17,5,1.8,0.448,0.8,0.385,1,0.5,0.534,0,1.9,below average
369,Malachi Richardson,2016-17,9,3.1,0.412,1.3,0.286,1.8,0.5,0.471,0.789,3.6,below average
372,Brian Roberts,2016-17,10.1,3,0.377,1.1,0.386,1.9,0.372,0.447,0.846,3.5,below average
381,Damjan Rudež,2016-17,7,2,0.352,1.4,0.313,0.5,0.458,0.466,0,1.8,below average
387,Tomáš Satoranský,2016-17,12.6,2.6,0.415,0.6,0.243,1.9,0.473,0.446,0.697,2.7,below average
390,Mike Scott,2016-17,10.8,3.3,0.288,1.5,0.148,1.8,0.406,0.322,0.875,2.5,below average
398,Kyle Singler,2016-17,12,2.6,0.41,1.2,0.189,1.4,0.587,0.452,0.765,2.8,below average
405,Tiago Splitter,2016-17,9.5,3.9,0.452,0.8,0.333,3.1,0.48,0.484,0.818,4.9,below average
408,Diamond Stone,2016-17,3.4,1.9,0.231,0,0,1.9,0.231,0.231,1,1.4,below average
410,Jared Sullinger,2016-17,10.7,4.3,0.319,1.6,0.167,2.6,0.414,0.351,0.5,3.4,below average
430,Jarrod Uthoff,2016-17,12.8,4.2,0.421,1,0.333,3.2,0.448,0.461,0.714,4.4,below average
433,Fred VanVleet,2016-17,7.9,3,0.351,0.8,0.379,2.2,0.341,0.401,0.818,2.9,below average
434,Anderson Varejão,2016-17,6.6,1,0.357,0,0,1,0.357,0.357,0.727,1.3,below average
436,Rashad Vaughn,2016-17,11.2,3.8,0.365,2,0.321,1.8,0.413,0.449,0.4,3.5,below average
439,Sasha Vujačić,2016-17,9.7,3.2,0.309,1.8,0.311,1.5,0.306,0.393,0.708,3,below average
445,C.J. Watson,2016-17,16.3,4,0.387,1.7,0.305,2.3,0.448,0.452,0.864,4.5,below average
446,Briante Weber,2016-17,10.3,3,0.417,0.5,0.1,2.5,0.48,0.425,0.688,3.1,below average
449,Okaro White,2016-17,13.5,2.5,0.379,1,0.353,1.5,0.396,0.448,0.909,2.8,below average
453,C.J. Wilcox,2016-17,4.9,1.4,0.258,0.7,0.2,0.7,0.313,0.306,1,1,below average
461,Kyle Wiltjer,2016-17,3.1,1,0.286,0.9,0.308,0.1,0,0.429,0.5,0.9,below average
465,Metta World Peace,2016-17,6.4,2.7,0.279,1.5,0.237,1.2,0.333,0.346,0.625,2.3,below average
468,James Young,2016-17,7.6,2,0.431,1.2,0.343,0.8,0.565,0.534,0.667,2.3,below average
469,Joe Young,2016-17,4.1,2.2,0.361,0.7,0.217,1.5,0.429,0.396,0.733,2.1,below average
474,Stephen Zimmerman,2016-17,5.7,1.6,0.323,0,0,1.6,0.323,0.323,0.6,1.2,below average
481,Arron Afflalo,2017-18,12.9,3.1,0.401,1.3,0.386,1.7,0.413,0.485,0.846,3.4,below average
485,Kadeem Allen,2017-18,5.9,1.2,0.273,0.6,0,0.6,0.545,0.273,0.778,1.1,below average
499,Ömer Aşık,2017-18,10.1,1.2,0.409,0,0,1.2,0.409,0.409,0.308,1.2,below average
502,Dwayne Bacon,2017-18,13.5,3.6,0.375,0.8,0.256,2.8,0.409,0.404,0.8,3.3,below average
503,Ron Baker,2017-18,13.3,2,0.339,1.1,0.333,0.9,0.346,0.432,0.769,2.4,below average
514,Malik Beasley,2017-18,9.4,2.9,0.41,1.3,0.341,1.5,0.469,0.489,0.667,3.2,below average
537,Tony Bradley,2017-18,3.2,1.2,0.273,0.1,0,1.1,0.3,0.273,1,0.9,below average
540,Aaron Brooks,2017-18,5.9,2.2,0.406,1,0.355,1.2,0.447,0.486,0.727,2.3,below average
543,Bobby Brown,2017-18,5.8,2.9,0.328,2,0.275,0.9,0.444,0.422,0.5,2.5,below average
545,Lorenzo Brown,2017-18,9.9,2.4,0.412,0.9,0.167,1.6,0.545,0.441,1,2.3,below average
547,Sterling Brown,2017-18,14.4,3.8,0.4,1.7,0.352,2.1,0.439,0.478,0.875,4,below average
549,Thomas Bryant,2017-18,4.8,1.4,0.381,0.7,0.1,0.7,0.636,0.405,0.556,1.5,below average
555,Bruno Caboclo,2017-18,8.9,2.6,0.29,1.4,0.176,1.2,0.429,0.339,0.833,2.2,below average
562,Michael Carter-Williams,2017-18,16.1,4.4,0.332,1.1,0.237,3.3,0.365,0.362,0.82,4.6,below average
563,Alex Caruso,2017-18,15.2,3.1,0.431,1.2,0.302,2,0.507,0.487,0.7,3.6,below average
573,Gian Clavell,2017-18,9.1,2.6,0.333,2.1,0.4,0.4,0,0.5,1,2.9,below average
574,Antonius Cleveland,2017-18,7.2,1.2,0.381,0.2,0.75,1,0.294,0.452,0.667,1.4,below average
576,Zach Collins,2017-18,15.8,4.4,0.398,1.7,0.31,2.7,0.455,0.458,0.643,4.4,below average
577,Kyle Collinsworth,2017-18,15,3.1,0.384,0.5,0.235,2.6,0.415,0.404,0.525,3.2,below average
602,Matthew Dellavedova,2017-18,18.7,4,0.362,2.1,0.372,1.9,0.351,0.457,0.926,4.3,below average
608,Damyean Dotson,2017-18,10.8,3.7,0.447,1.5,0.324,2.1,0.538,0.516,0.696,4.1,below average
609,Milton Doyle,2017-18,12.5,4.7,0.277,2.3,0.174,2.4,0.375,0.319,0.5,3.4,below average
611,Larry Drew II,2017-18,7,2.4,0.292,0.9,0.333,1.5,0.267,0.354,0,1.7,below average
613,Jared Dudley,2017-18,14.3,2.5,0.393,1.7,0.363,0.9,0.452,0.512,0.771,3.2,below average
617,Henry Ellenson,2017-18,8.7,3.8,0.363,1.6,0.333,2.3,0.384,0.432,0.862,4,below average
621,Tyler Ennis,2017-18,12.6,4.1,0.42,1,0.25,3.1,0.476,0.451,0.759,4.1,below average
622,Jawun Evans,2017-18,16.2,5.3,0.352,1.1,0.278,4.1,0.372,0.381,0.776,4.8,below average
627,Kay Felder,2017-18,8.8,4.4,0.3,1.2,0.211,3.2,0.333,0.329,0.917,3.6,below average
630,Terrance Ferguson,2017-18,12.5,2.8,0.414,2,0.333,0.8,0.612,0.533,0.9,3.1,below average
636,Tim Frazier,2017-18,14.2,2.9,0.395,0.9,0.304,2,0.44,0.445,0.767,3,below average
646,Marcus Georges-Hunt,2017-18,5.3,1.1,0.438,0.4,0.267,0.8,0.515,0.479,0.619,1.4,below average
677,Udonis Haslem,2017-18,5.1,1.1,0.2,0.6,0.125,0.5,0.286,0.233,0.5,0.6,below average
678,Nigel Hayes,2017-18,13.6,3.7,0.333,1.8,0.25,1.9,0.412,0.394,0.333,3,below average
682,Juancho Hernangómez,2017-18,11.1,3,0.387,2,0.28,1,0.6,0.48,0.833,3.3,below average
685,Isaiah Hicks,2017-18,13.3,4,0.458,0.5,0.222,3.5,0.492,0.472,0.667,4.4,below average
689,Solomon Hill,2017-18,15.6,3.4,0.268,1.8,0.19,1.7,0.35,0.317,0.5,2.4,below average
690,Darrun Hilliard,2017-18,6.8,1.4,0.263,0.4,0,0.9,0.385,0.263,0.857,1.1,below average
693,John Holland,2017-18,7.3,2.5,0.288,1.5,0.306,1,0.261,0.381,0.692,2.3,below average
700,Josh Huestis,2017-18,14.2,2.6,0.33,1.7,0.287,1,0.403,0.42,0.3,2.3,below average
710,Wes Iwundu,2017-18,16.5,3.5,0.427,0.7,0.196,2.8,0.488,0.447,0.723,3.7,below average
712,Demetrius Jackson,2017-18,5.3,1.2,0.389,0.5,0.143,0.7,0.545,0.417,0.5,1.1,below average
719,Richard Jefferson,2017-18,8.2,1.4,0.444,0.4,0.286,1,0.5,0.481,0.571,1.5,below average
733,Derrick Jones Jr.,2017-18,12.3,2.7,0.396,0.9,0.167,1.8,0.514,0.425,0.667,3.1,below average
734,Jalen Jones,2017-18,11.3,4.3,0.382,1.6,0.385,2.6,0.381,0.456,0.632,4.6,below average
743,Furkan Korkmaz,2017-18,5.7,2,0.286,1.2,0.294,0.8,0.273,0.375,0.5,1.6,below average
750,Shane Larkin,2017-18,14.4,4.1,0.384,1.6,0.36,2.5,0.398,0.454,0.865,4.3,below average
753,Jake Layman,2017-18,4.6,1.3,0.298,0.6,0.2,0.8,0.37,0.34,0.667,1,below average
754,T.J. Leaf,2017-18,8.7,2.6,0.471,0.8,0.429,1.8,0.489,0.537,0.625,2.9,below average
761,Jon Leuer,2017-18,17,4.5,0.417,0.4,0,4.1,0.455,0.417,0.867,5.4,below average
763,DeAndre Liggins,2017-18,12.5,1.8,0.377,0.9,0.358,0.9,0.396,0.467,0.4,1.7,below average
774,Josh Magette,2017-18,12,2.6,0.326,1.2,0.364,1.3,0.292,0.413,1,2.6,below average
785,Patrick McCaw,2017-18,16.9,3.9,0.409,1.4,0.238,2.5,0.503,0.451,0.765,4,below average
789,Chris McCullough,2017-18,4.7,2.2,0.429,0.4,0.125,1.8,0.5,0.44,0.643,2.4,below average
817,Shabazz Muhammad,2017-18,9.7,4.4,0.447,0.6,0.259,3.7,0.478,0.465,0.78,5,below average
822,Abdel Nader,2017-18,10.9,3.1,0.336,1.4,0.354,1.8,0.321,0.413,0.59,3,below average
827,Georges Niang,2017-18,3.6,1.2,0.364,0.4,0,0.8,0.571,0.364,0.5,1,below average
835,Johnny O'Bryant,2017-18,10.5,4.8,0.398,1.2,0.326,3.6,0.422,0.439,0.84,4.8,below average
838,Semi Ojeleye,2017-18,15.8,2.6,0.346,1.7,0.32,0.9,0.397,0.452,0.61,2.7,below average
847,Georgios Papagiannis,2017-18,7.2,2.5,0.429,0,0,2.5,0.429,0.429,0,2.1,below average
851,Patrick Patterson,2017-18,15.5,3.2,0.398,2.1,0.386,1.2,0.421,0.523,0.87,3.9,below average
852,Brandon Paul,2017-18,9,2,0.433,0.8,0.278,1.1,0.548,0.492,0.512,2.3,below average
857,Gary Payton II,2017-18,9.6,3.2,0.405,1.1,0.24,2.1,0.49,0.446,0.333,3,below average
858,London Perrantes,2017-18,4.7,0.9,0.154,0.2,0,0.7,0.2,0.154,0.6,0.5,below average
859,Alec Peters,2017-18,11.3,3.7,0.378,2.9,0.31,0.8,0.625,0.5,0.8,4.1,below average
860,Marshall Plumlee,2017-18,6.5,0.4,0.333,0,0,0.4,0.333,0.333,0.75,1.8,below average
864,Quincy Pondexter,2017-18,8.5,2.1,0.286,1,0.136,1.2,0.407,0.316,0.824,2,below average
870,Alex Poythress,2017-18,4.2,1,0.423,0.4,0.364,0.6,0.467,0.5,0,1,below average
874,Zhou Qi,2017-18,6.9,1.8,0.188,1.1,0.105,0.7,0.308,0.219,0.667,1.2,below average
881,Davon Reed,2017-18,11.5,3.6,0.289,1.8,0.289,1.8,0.289,0.362,0.667,3,below average
