,player,year,mp,fga,fg_perc,threepoint_att,threepoint_perc,twopoint_att,twopoint_perc,efg_perc,ft_perc,pts,class
298,Patty Mills,2016-17,21.9,7.8,0.44,4.4,0.414,3.3,0.474,0.558,0.825,9.5,poor
305,Anthony Morrow,2016-17,14.6,5.1,0.389,2.7,0.308,2.4,0.479,0.47,0.919,5.5,poor
309,Shabazz Muhammad,2016-17,19.4,7.7,0.482,1.9,0.338,5.8,0.528,0.523,0.774,9.9,poor
311,Jamal Murray,2016-17,21.5,8.9,0.404,4.2,0.334,4.7,0.466,0.483,0.883,9.9,poor
335,Kelly Oubre Jr.,2016-17,20.3,5.6,0.421,2.4,0.287,3.2,0.52,0.482,0.758,6.3,poor
340,Chandler Parsons,2016-17,19.9,6.5,0.338,2.7,0.269,3.8,0.388,0.394,0.814,6.2,poor
342,Patrick Patterson,2016-17,24.6,5.9,0.401,3.9,0.372,2.0,0.458,0.523,0.717,6.8,poor
345,Cameron Payne,2016-17,14.9,6.2,0.332,2.8,0.314,3.5,0.346,0.402,0.625,5.2,poor
357,Norman Powell,2016-17,18.0,6.7,0.449,2.3,0.324,4.4,0.514,0.504,0.792,8.4,poor
360,Taurean Prince,2016-17,16.6,4.8,0.4,1.7,0.324,3.1,0.443,0.458,0.787,5.7,poor
362,Chasson Randle,2016-17,11.5,3.8,0.408,1.8,0.34,2.0,0.471,0.49,0.953,5.3,poor
372,Glenn Robinson III,2016-17,20.7,4.9,0.467,1.8,0.392,3.1,0.512,0.54,0.711,6.1,poor
374,Sergio Rodríguez,2016-17,22.3,7.9,0.392,3.7,0.365,4.2,0.415,0.478,0.667,7.8,poor
375,Rajon Rondo,2016-17,26.7,8.1,0.408,1.9,0.376,6.2,0.418,0.453,0.6,7.8,poor
378,Terry Rozier,2016-17,17.1,5.6,0.367,2.4,0.318,3.1,0.405,0.437,0.773,5.5,poor
381,Brandon Rush,2016-17,21.9,4.0,0.374,2.4,0.386,1.6,0.356,0.492,0.722,4.2,poor
383,Domantas Sabonis,2016-17,20.1,5.9,0.399,2.0,0.321,4.0,0.438,0.452,0.657,5.9,poor
388,Luis Scola,2016-17,12.8,4.2,0.47,1.4,0.34,2.8,0.535,0.526,0.676,5.1,poor
390,Thabo Sefolosha,2016-17,25.7,6.4,0.441,1.9,0.342,4.4,0.484,0.492,0.733,7.2,poor
391,Wayne Selden,2016-17,16.9,4.1,0.431,2.0,0.25,2.1,0.6,0.491,0.636,5.1,poor
393,Ramon Sessions,2016-17,16.2,5.3,0.38,1.2,0.339,4.0,0.393,0.42,0.771,6.2,poor
394,Iman Shumpert,2016-17,25.5,6.4,0.411,3.4,0.36,3.0,0.469,0.507,0.789,7.5,poor
396,Jonathon Simmons,2016-17,17.8,5.4,0.42,1.3,0.294,4.1,0.461,0.456,0.75,6.2,poor
399,Ish Smith,2016-17,24.1,9.2,0.439,1.3,0.267,8.0,0.467,0.458,0.706,9.4,poor
400,J.R. Smith,2016-17,29.0,8.7,0.346,6.6,0.351,2.1,0.329,0.479,0.667,8.6,poor
403,Marreese Speights,2016-17,15.7,6.7,0.445,3.4,0.372,3.3,0.52,0.539,0.876,8.7,poor
405,Nik Stauskas,2016-17,27.4,7.9,0.396,4.5,0.368,3.4,0.433,0.5,0.813,9.5,poor
406,Lance Stephenson,2016-17,20.1,6.7,0.45,1.1,0.3,5.6,0.48,0.475,0.615,6.8,poor
408,Rodney Stuckey,2016-17,17.8,6.3,0.373,1.5,0.317,4.7,0.391,0.412,0.748,7.2,poor
412,Mirza Teletović,2016-17,16.2,6.0,0.373,4.4,0.341,1.6,0.46,0.498,0.778,6.4,poor
413,Garrett Temple,2016-17,26.6,6.6,0.424,3.4,0.373,3.3,0.476,0.519,0.784,7.8,poor
414,Jason Terry,2016-17,18.4,3.3,0.432,2.3,0.427,1.0,0.444,0.582,0.828,4.1,poor
416,Lance Thomas,2016-17,21.0,5.3,0.398,1.8,0.447,3.5,0.371,0.475,0.843,6.0,poor
417,Hollis Thompson,2016-17,18.8,5.0,0.385,2.4,0.337,2.6,0.429,0.465,0.655,5.1,poor
420,Marcus Thornton,2016-17,17.4,6.4,0.4,2.4,0.35,3.9,0.431,0.467,0.852,6.6,poor
421,Anthony Tolliver,2016-17,22.7,5.4,0.442,3.5,0.391,1.9,0.537,0.57,0.744,7.1,poor
424,P.J. Tucker,2016-17,27.6,6.0,0.413,2.4,0.357,3.5,0.451,0.485,0.774,6.7,poor
425,Evan Turner,2016-17,25.5,8.5,0.426,1.8,0.263,6.7,0.47,0.454,0.825,9.0,poor
427,Beno Udrih,2016-17,14.4,5.1,0.467,0.8,0.344,4.2,0.491,0.495,0.941,5.8,poor
428,Tyler Ulis,2016-17,18.4,7.2,0.421,1.3,0.266,5.9,0.455,0.445,0.775,7.3,poor
431,Denzel Valentine,2016-17,17.1,5.1,0.354,3.6,0.351,1.4,0.363,0.481,0.778,5.1,poor
436,Noah Vonleh,2016-17,17.1,3.6,0.481,0.3,0.35,3.4,0.492,0.494,0.638,4.4,poor
449,Isaiah Whitehead,2016-17,22.5,7.0,0.402,2.0,0.295,4.9,0.446,0.445,0.805,7.4,poor
455,Derrick Williams,2016-17,16.1,4.9,0.443,1.9,0.309,2.9,0.531,0.504,0.652,6.1,poor
459,Troy Williams,2016-17,18.6,5.6,0.437,2.1,0.29,3.5,0.524,0.491,0.656,6.2,poor
466,Delon Wright,2016-17,16.5,4.3,0.422,1.1,0.333,3.2,0.453,0.466,0.764,5.6,poor
474,Paul Zipser,2016-17,19.2,5.0,0.398,2.3,0.333,2.8,0.451,0.473,0.775,5.5,poor
476,Álex Abrines,2017-18,15.1,3.9,0.395,2.9,0.38,0.9,0.443,0.54,0.848,4.7,poor
477,Quincy Acy,2017-18,19.4,5.2,0.356,4.2,0.349,1.0,0.384,0.496,0.817,5.9,poor
485,Tony Allen,2017-18,12.4,4.1,0.484,0.5,0.333,3.6,0.506,0.505,0.524,4.7,poor
487,Justin Anderson,2017-18,13.7,5.3,0.431,2.7,0.33,2.6,0.535,0.515,0.737,6.2,poor
497,Jamel Artis,2017-18,18.6,5.3,0.392,1.9,0.276,3.3,0.46,0.443,0.583,5.1,poor
500,Luke Babbitt,2017-18,14.3,4.3,0.423,3.1,0.385,1.2,0.525,0.563,0.773,5.2,poor
509,Jerryd Bayless,2017-18,23.7,6.7,0.416,3.7,0.37,3.0,0.474,0.519,0.795,7.9,poor
510,Aron Baynes,2017-18,18.3,5.5,0.471,0.3,0.143,5.2,0.487,0.474,0.756,6.0,poor
517,DeAndre' Bembry,2017-18,17.5,4.9,0.414,1.2,0.367,3.8,0.429,0.457,0.576,5.2,poor
518,Dragan Bender,2017-18,25.2,5.9,0.386,3.9,0.366,2.0,0.426,0.508,0.765,6.5,poor
519,Dāvis Bertāns,2017-18,14.1,4.8,0.44,3.3,0.373,1.5,0.588,0.568,0.816,5.9,poor
524,Nemanja Bjelica,2017-18,20.5,5.5,0.461,2.7,0.415,2.8,0.505,0.563,0.8,6.8,poor
526,Antonio Blakeney,2017-18,16.5,7.5,0.371,2.7,0.288,4.8,0.418,0.423,0.769,7.9,poor
537,Corey Brewer,2017-18,16.8,4.4,0.449,1.5,0.282,2.9,0.539,0.498,0.722,5.3,poor
551,Alec Burks,2017-18,16.5,6.5,0.411,2.2,0.331,4.3,0.452,0.467,0.863,7.7,poor
553,Dwight Buycks,2017-18,14.7,6.8,0.414,1.6,0.333,5.3,0.438,0.452,0.878,7.4,poor
557,Isaiah Canaan,2017-18,21.1,6.9,0.38,3.3,0.333,3.6,0.423,0.46,0.902,8.6,poor
560,Vince Carter,2017-18,17.7,4.9,0.403,2.8,0.345,2.0,0.483,0.504,0.757,5.4,poor
565,Tyler Cavanaugh,2017-18,13.3,3.9,0.441,2.3,0.36,1.6,0.556,0.546,0.81,4.7,poor
566,Mario Chalmers,2017-18,21.5,6.7,0.379,2.9,0.277,3.8,0.456,0.439,0.855,7.7,poor
569,Marquese Chriss,2017-18,21.2,6.6,0.423,2.6,0.295,4.0,0.509,0.482,0.608,7.7,poor
570,Ian Clark,2017-18,19.7,6.7,0.448,2.6,0.318,4.1,0.533,0.511,0.763,7.4,poor
580,Pat Connaughton,2017-18,18.1,4.8,0.423,2.6,0.352,2.2,0.506,0.518,0.841,5.4,poor
588,Torrey Craig,2017-18,16.1,3.5,0.453,1.5,0.293,2.0,0.57,0.515,0.629,4.2,poor
592,Dante Cunningham,2017-18,21.4,5.0,0.451,2.3,0.345,2.7,0.541,0.53,0.596,5.7,poor
594,Troy Daniels,2017-18,20.5,7.3,0.403,5.8,0.4,1.5,0.419,0.563,0.875,8.9,poor
600,Malcolm Delaney,2017-18,18.8,5.3,0.382,2.3,0.371,3.0,0.391,0.463,0.804,6.3,poor
604,Gorgui Dieng,2017-18,16.9,4.9,0.479,0.8,0.311,4.1,0.511,0.504,0.775,5.9,poor
606,Tyler Dorsey,2017-18,17.4,6.8,0.377,3.6,0.362,3.3,0.393,0.471,0.714,7.2,poor
619,James Ennis III,2017-18,22.3,5.3,0.474,2.1,0.333,3.2,0.567,0.54,0.836,7.1,poor
623,Dante Exum,2017-18,16.8,6.2,0.483,1.3,0.278,4.9,0.536,0.511,0.806,8.1,poor
628,Raymond Felton,2017-18,16.6,6.7,0.406,2.8,0.352,3.9,0.444,0.479,0.818,6.9,poor
631,Dorian Finney-Smith,2017-18,21.3,5.8,0.38,3.2,0.299,2.6,0.481,0.463,0.733,5.9,poor
632,Bryn Forbes,2017-18,19.0,6.2,0.421,2.9,0.39,3.4,0.446,0.51,0.667,6.9,poor
638,Markelle Fultz,2017-18,18.1,7.9,0.405,0.1,0.0,7.9,0.409,0.405,0.476,7.1,poor
640,Langston Galloway,2017-18,14.9,5.9,0.371,3.8,0.344,2.1,0.418,0.481,0.805,6.2,poor
642,Pau Gasol,2017-18,23.5,8.1,0.458,1.6,0.358,6.6,0.481,0.492,0.756,10.1,poor
648,Manu Ginóbili,2017-18,20.0,7.1,0.434,3.0,0.333,4.2,0.506,0.503,0.84,8.9,poor
653,Treveon Graham,2017-18,16.7,3.5,0.434,1.5,0.412,2.0,0.452,0.525,0.695,4.3,poor
655,Jerian Grant,2017-18,22.8,6.8,0.416,2.5,0.326,4.3,0.468,0.476,0.745,8.4,poor
657,Danny Green,2017-18,25.6,8.0,0.387,4.6,0.363,3.4,0.419,0.49,0.769,8.6,poor
668,Devin Harris,2017-18,18.9,6.4,0.412,3.2,0.348,3.2,0.476,0.499,0.835,8.4,poor
672,Aaron Harrison,2017-18,25.9,7.7,0.275,4.8,0.209,2.9,0.385,0.341,0.765,6.7,poor
673,Andrew Harrison,2017-18,23.7,7.7,0.422,2.5,0.331,5.1,0.467,0.477,0.78,9.5,poor
674,Shaquille Harrison,2017-18,16.7,5.4,0.476,1.1,0.231,4.3,0.541,0.5,0.737,6.6,poor
675,Josh Hart,2017-18,23.2,6.0,0.469,3.1,0.396,2.8,0.551,0.573,0.702,7.9,poor
679,Myke Henry,2017-18,18.9,5.5,0.376,2.9,0.328,2.6,0.431,0.463,0.6,5.4,poor
683,Mario Hezonja,2017-18,22.1,8.2,0.442,3.6,0.337,4.7,0.523,0.515,0.819,9.6,poor
697,Danuel House Jr.,2017-18,17.5,5.6,0.434,2.5,0.259,3.1,0.577,0.492,0.806,6.6,poor
708,Jonathan Isaac,2017-18,19.9,5.4,0.379,1.7,0.348,3.7,0.394,0.434,0.76,5.4,poor
710,Jarrett Jack,2017-18,25.0,7.1,0.427,1.4,0.291,5.8,0.459,0.455,0.84,7.5,poor
713,Justin Jackson,2017-18,22.1,6.2,0.442,2.7,0.308,3.4,0.547,0.51,0.722,6.7,poor
716,Mike James,2017-18,19.1,8.9,0.383,2.7,0.265,6.2,0.435,0.424,0.762,9.3,poor
719,Brandon Jennings,2017-18,14.6,5.1,0.375,2.4,0.273,2.8,0.462,0.438,1.0,5.2,poor
720,Jonas Jerebko,2017-18,15.3,4.6,0.466,2.1,0.414,2.5,0.511,0.562,0.807,5.8,poor
725,Joe Johnson,2017-18,21.9,6.5,0.406,2.6,0.276,3.9,0.493,0.461,0.889,6.8,poor
727,Stanley Johnson,2017-18,27.4,8.1,0.375,3.4,0.286,4.7,0.439,0.435,0.772,8.7,poor
729,Wesley Johnson,2017-18,20.1,5.0,0.408,2.4,0.339,2.6,0.471,0.489,0.741,5.4,poor
734,Tyus Jones,2017-18,17.9,4.0,0.457,1.6,0.349,2.4,0.528,0.526,0.877,5.1,poor
736,Cory Joseph,2017-18,27.0,7.4,0.424,2.3,0.353,5.0,0.457,0.479,0.745,7.9,poor
738,Luke Kennard,2017-18,20.0,6.4,0.443,2.7,0.415,3.7,0.463,0.53,0.855,7.6,poor
740,Sean Kilpatrick,2017-18,12.3,5.7,0.374,2.8,0.319,2.9,0.427,0.452,0.889,6.3,poor
743,Luke Kornet,2017-18,16.3,6.3,0.392,4.0,0.354,2.3,0.457,0.504,0.727,6.7,poor
747,Skal Labissière,2017-18,20.7,7.6,0.448,0.9,0.353,6.8,0.459,0.467,0.805,8.7,poor
770,Timothé Luwawu-Cabarrot,2017-18,15.5,5.1,0.375,3.0,0.335,2.1,0.431,0.474,0.793,5.8,poor
772,Shelvin Mack,2017-18,19.8,6.0,0.43,2.0,0.345,4.0,0.473,0.488,0.711,6.9,poor
775,Thon Maker,2017-18,16.7,4.3,0.411,1.4,0.298,2.9,0.467,0.46,0.699,4.8,poor
778,Jarell Martin,2017-18,22.8,6.8,0.446,1.3,0.347,5.5,0.47,0.48,0.767,7.7,poor
779,Frank Mason III,2017-18,18.9,7.3,0.379,1.7,0.36,5.7,0.384,0.42,0.817,7.9,poor
786,T.J. McConnell,2017-18,22.4,5.5,0.499,0.8,0.435,4.7,0.51,0.531,0.795,6.3,poor
789,Doug McDermott,2017-18,21.8,6.3,0.467,2.7,0.426,3.6,0.497,0.557,0.79,7.8,poor
793,Ben McLemore,2017-18,19.5,6.7,0.421,2.8,0.346,3.8,0.477,0.495,0.828,7.5,poor
794,Jodie Meeks,2017-18,14.5,5.1,0.399,2.7,0.343,2.4,0.464,0.491,0.863,6.3,poor
798,C.J. Miles,2017-18,19.1,8.6,0.379,6.5,0.361,2.1,0.434,0.516,0.835,10.0,poor
799,Darius Miller,2017-18,23.7,5.9,0.444,4.4,0.411,1.6,0.535,0.594,0.866,7.8,poor
805,Malik Monk,2017-18,13.6,6.7,0.36,3.9,0.342,2.9,0.385,0.458,0.842,6.7,poor
815,Emmanuel Mudiay,2017-18,19.5,8.2,0.388,2.3,0.318,5.9,0.415,0.433,0.76,8.6,poor
818,Dejounte Murray,2017-18,21.5,7.5,0.443,0.4,0.265,7.1,0.454,0.451,0.709,8.1,poor
820,Mike Muscala,2017-18,20.0,5.9,0.458,3.2,0.371,2.7,0.559,0.558,0.919,7.6,poor
823,Shabazz Napier,2017-18,20.7,7.2,0.42,2.9,0.376,4.2,0.45,0.497,0.841,8.7,poor
824,Jameer Nelson,2017-18,20.3,4.9,0.389,2.5,0.331,2.4,0.45,0.473,0.8,4.9,poor
825,Raul Neto,2017-18,12.1,3.7,0.457,1.1,0.404,2.5,0.481,0.52,0.743,4.5,poor
831,Frank Ntilikina,2017-18,21.9,6.4,0.364,2.0,0.318,4.4,0.385,0.414,0.721,5.9,poor
833,David Nwaba,2017-18,23.5,6.0,0.478,0.7,0.346,5.3,0.496,0.499,0.655,7.9,poor
835,Royce O'Neale,2017-18,16.7,4.1,0.423,1.7,0.356,2.4,0.47,0.496,0.803,5.0,poor
848,Tony Parker,2017-18,19.5,7.1,0.459,0.7,0.27,6.4,0.479,0.472,0.705,7.7,poor
849,Chandler Parsons,2017-18,19.2,6.5,0.462,3.4,0.421,3.1,0.504,0.571,0.63,7.9,poor
854,Cameron Payne,2017-18,23.3,8.6,0.405,3.6,0.385,5.0,0.419,0.486,0.75,8.8,poor
868,Norman Powell,2017-18,15.2,5.3,0.401,2.7,0.285,2.7,0.516,0.472,0.821,5.5,poor
872,Rodney Purvis,2017-18,18.1,6.7,0.327,3.3,0.25,3.4,0.4,0.388,0.867,6.0,poor
886,Glenn Robinson III,2017-18,14.7,3.7,0.424,1.5,0.412,2.2,0.431,0.506,0.818,4.1,poor
887,Rajon Rondo,2017-18,26.2,7.6,0.468,2.3,0.333,5.3,0.526,0.518,0.543,8.3,poor
888,Derrick Rose,2017-18,16.8,7.4,0.435,1.2,0.233,6.2,0.474,0.454,0.87,8.4,poor
889,Terrence Ross,2017-18,25.0,8.0,0.398,3.9,0.323,4.1,0.469,0.476,0.75,8.7,poor
899,Thabo Sefolosha,2017-18,21.2,6.3,0.492,2.2,0.381,4.1,0.551,0.558,0.815,8.2,poor
900,Wayne Selden,2017-18,19.8,7.7,0.431,3.5,0.402,4.2,0.456,0.522,0.746,9.3,poor
906,Kobi Simmons,2017-18,20.1,5.9,0.423,1.2,0.282,4.7,0.46,0.452,1.0,6.1,poor
911,J.R. Smith,2017-18,28.1,7.4,0.403,4.8,0.375,2.7,0.453,0.524,0.696,8.3,poor
914,Tony Snell,2017-18,27.4,5.7,0.435,3.6,0.403,2.1,0.49,0.562,0.792,6.9,poor
915,Marreese Speights,2017-18,13.0,6.7,0.395,4.5,0.369,2.2,0.448,0.519,0.727,7.7,poor
917,Lance Stephenson,2017-18,22.6,8.6,0.427,2.8,0.289,5.8,0.495,0.475,0.661,9.2,poor
922,Isaiah Taylor,2017-18,17.4,5.8,0.418,1.2,0.25,4.6,0.461,0.444,0.702,6.6,poor
925,Mirza Teletović,2017-18,15.9,5.7,0.439,4.5,0.467,1.2,0.333,0.623,0.0,7.1,poor
926,Garrett Temple,2017-18,24.8,7.3,0.418,3.5,0.392,3.8,0.442,0.512,0.769,8.4,poor
935,Anthony Tolliver,2017-18,22.2,6.0,0.464,4.6,0.436,1.4,0.561,0.632,0.797,8.9,poor
937,P.J. Tucker,2017-18,27.8,5.4,0.39,3.8,0.371,1.6,0.435,0.52,0.717,6.1,poor
938,Evan Turner,2017-18,25.7,7.3,0.447,1.7,0.318,5.6,0.485,0.484,0.85,8.2,poor
941,Tyler Ulis,2017-18,23.4,7.8,0.388,2.1,0.288,5.7,0.425,0.426,0.832,7.8,poor
944,Fred VanVleet,2017-18,20.0,7.2,0.426,3.4,0.414,3.7,0.437,0.525,0.832,8.6,poor
946,Noah Vonleh,2017-18,16.2,4.3,0.444,1.2,0.303,3.1,0.5,0.487,0.621,4.9,poor
952,Tyrone Wallace,2017-18,28.4,8.2,0.445,1.3,0.25,6.9,0.483,0.466,0.782,9.7,poor
964,Isaiah Whitehead,2017-18,11.3,5.4,0.465,1.1,0.389,4.3,0.485,0.506,0.684,6.3,poor
970,C.J. Williams,2017-18,18.6,5.2,0.442,2.1,0.282,3.1,0.546,0.497,0.813,5.5,poor
974,Troy Williams,2017-18,14.6,5.2,0.468,1.8,0.289,3.4,0.563,0.518,0.667,6.3,poor
977,Justise Winslow,2017-18,24.7,7.2,0.424,1.9,0.38,5.3,0.44,0.474,0.635,7.8,poor
981,Delon Wright,2017-18,20.8,6.3,0.465,2.2,0.366,4.0,0.52,0.53,0.829,8.0,poor
985,Nick Young,2017-18,17.4,6.1,0.412,4.1,0.377,2.0,0.481,0.538,0.862,7.3,poor
987,Cody Zeller,2017-18,19.0,4.7,0.545,0.1,0.667,4.6,0.542,0.551,0.718,7.1,poor
992,Álex Abrines,2018-19,19.0,5.1,0.357,4.1,0.323,1.0,0.5,0.487,0.923,5.3,poor
1001,Grayson Allen,2018-19,10.9,4.7,0.376,2.6,0.323,2.1,0.443,0.466,0.75,5.6,poor
1003,Kadeem Allen,2018-19,21.9,7.4,0.461,1.9,0.472,5.5,0.457,0.521,0.778,9.9,poor
1011,OG Anunoby,2018-19,20.2,6.0,0.453,3.0,0.332,3.0,0.574,0.536,0.581,7.0,poor
1012,Ryan Arcidiacono,2018-19,24.2,5.2,0.447,2.7,0.373,2.5,0.527,0.544,0.873,6.7,poor
1016,Dwayne Bacon,2018-19,17.7,6.0,0.475,2.0,0.437,4.0,0.494,0.549,0.739,7.3,poor
1025,Keita Bates-Diop,2018-19,16.8,4.7,0.423,1.7,0.25,3.0,0.522,0.468,0.643,5.0,poor
1027,Jerryd Bayless,2018-19,19.3,6.8,0.357,2.9,0.296,3.9,0.402,0.42,0.571,6.1,poor
1028,Aron Baynes,2018-19,16.1,4.4,0.471,1.2,0.344,3.2,0.519,0.518,0.855,5.6,poor
1035,DeAndre' Bembry,2018-19,23.5,7.5,0.446,2.1,0.289,5.4,0.508,0.487,0.64,8.4,poor
1038,Dāvis Bertāns,2018-19,21.5,6.0,0.45,4.4,0.429,1.5,0.513,0.61,0.883,8.0,poor
1039,Patrick Beverley,2018-19,27.4,6.1,0.407,3.6,0.397,2.5,0.421,0.524,0.78,7.6,poor
1043,Antonio Blakeney,2018-19,14.5,6.9,0.419,1.6,0.396,5.4,0.426,0.465,0.658,7.3,poor
1045,Jaron Blossomgame,2018-19,16.3,3.9,0.443,1.4,0.256,2.5,0.552,0.491,0.769,4.2,poor
1055,Corey Brewer,2018-19,15.9,4.0,0.431,1.4,0.318,2.5,0.494,0.488,0.721,4.9,poor
1056,Mikal Bridges,2018-19,29.5,6.9,0.43,3.8,0.335,3.0,0.548,0.523,0.805,8.3,poor
1057,Miles Bridges,2018-19,21.2,6.4,0.464,2.5,0.325,3.9,0.553,0.527,0.753,7.5,poor
1059,Ryan Broekhoff,2018-19,10.8,3.0,0.452,2.2,0.409,0.8,0.576,0.603,0.789,4.0,poor
1061,Dillon Brooks,2018-19,18.3,6.8,0.402,2.2,0.375,4.6,0.415,0.463,0.733,7.5,poor
1062,MarShon Brooks,2018-19,13.3,5.8,0.45,1.9,0.278,4.0,0.53,0.494,0.697,6.6,poor
1063,Bruce Brown,2018-19,19.6,4.2,0.398,1.3,0.258,3.0,0.457,0.436,0.75,4.3,poor
1066,Sterling Brown,2018-19,17.8,5.4,0.465,2.5,0.361,2.8,0.558,0.55,0.69,6.4,poor
1067,Troy Brown Jr.,2018-19,14.0,4.5,0.415,1.3,0.319,3.2,0.455,0.462,0.681,4.8,poor
1068,Jalen Brunson,2018-19,21.8,7.7,0.467,2.5,0.348,5.3,0.523,0.523,0.725,9.3,poor
1071,Trey Burke,2018-19,19.4,9.4,0.431,2.7,0.352,6.7,0.463,0.482,0.831,10.9,poor
1072,Alec Burks,2018-19,21.5,7.4,0.405,2.6,0.363,4.8,0.428,0.469,0.823,8.8,poor
1075,Bruno Caboclo,2018-19,23.5,6.6,0.427,3.8,0.369,2.8,0.505,0.533,0.84,8.3,poor
1078,Isaiah Canaan,2018-19,21.0,5.5,0.39,3.2,0.354,2.3,0.441,0.494,0.792,6.0,poor
1082,Vince Carter,2018-19,17.5,6.2,0.419,4.2,0.389,2.0,0.48,0.55,0.712,7.4,poor
1085,Alex Caruso,2018-19,21.2,6.9,0.445,2.0,0.48,4.9,0.431,0.514,0.797,9.2,poor
1091,Wilson Chandler,2018-19,23.1,5.4,0.418,3.1,0.373,2.3,0.478,0.526,0.72,6.0,poor
1095,Ian Clark,2018-19,16.2,6.4,0.394,3.4,0.327,3.0,0.47,0.48,0.892,6.7,poor
1098,Zach Collins,2018-19,17.6,5.2,0.473,1.6,0.331,3.6,0.534,0.523,0.746,6.6,poor
1103,Quinn Cook,2018-19,14.3,5.9,0.465,2.7,0.405,3.2,0.515,0.557,0.769,6.9,poor
1106,Allen Crabbe,2018-19,26.3,8.7,0.367,6.0,0.378,2.7,0.342,0.499,0.732,9.6,poor
1107,Torrey Craig,2018-19,20.0,4.8,0.442,2.5,0.324,2.3,0.569,0.526,0.7,5.7,poor
1108,Jamal Crawford,2018-19,18.9,6.8,0.397,3.2,0.332,3.7,0.453,0.474,0.845,7.9,poor
1111,Dante Cunningham,2018-19,14.5,2.5,0.475,1.0,0.462,1.5,0.484,0.57,0.778,3.0,poor
1112,Seth Curry,2018-19,18.9,6.3,0.456,3.4,0.45,2.9,0.463,0.577,0.846,7.9,poor
1114,Troy Daniels,2018-19,14.9,5.4,0.411,3.8,0.381,1.6,0.481,0.545,0.783,6.2,poor
1119,Sam Dekker,2018-19,16.8,5.4,0.469,1.3,0.306,4.1,0.521,0.506,0.609,6.1,poor
1120,Matthew Dellavedova,2018-19,16.9,5.0,0.405,2.7,0.338,2.3,0.482,0.496,0.808,5.9,poor
1123,Marcus Derrickson,2018-19,6.1,3.0,0.485,1.8,0.5,1.2,0.462,0.636,0.8,4.2,poor
1126,Gorgui Dieng,2018-19,13.6,5.0,0.501,0.7,0.339,4.2,0.53,0.527,0.83,6.4,poor
1128,Donte DiVincenzo,2018-19,15.2,4.6,0.403,3.1,0.265,1.5,0.683,0.492,0.75,4.9,poor
1130,Tyler Dorsey,2018-19,14.5,5.5,0.405,2.8,0.333,2.8,0.477,0.489,0.623,6.2,poor
1135,Jared Dudley,2018-19,20.7,4.1,0.423,2.6,0.351,1.5,0.545,0.533,0.696,4.9,poor
1139,Henry Ellenson,2018-19,13.6,5.0,0.411,2.0,0.447,3.0,0.386,0.5,0.76,6.0,poor
1146,Tyreke Evans,2018-19,20.3,9.6,0.389,3.1,0.356,6.4,0.405,0.448,0.719,10.2,poor
1147,Dante Exum,2018-19,15.8,5.7,0.419,1.5,0.29,4.3,0.464,0.456,0.791,6.9,poor
1152,Terrance Ferguson,2018-19,26.1,5.8,0.429,3.9,0.366,1.9,0.56,0.552,0.725,6.9,poor
1153,Yogi Ferrell,2018-19,15.0,5.0,0.435,2.1,0.362,2.9,0.488,0.511,0.896,5.9,poor
1154,Dorian Finney-Smith,2018-19,24.5,6.5,0.432,3.1,0.311,3.4,0.544,0.507,0.709,7.5,poor
1159,Tim Frazier,2018-19,19.0,4.4,0.444,1.7,0.366,2.7,0.494,0.515,0.759,5.3,poor
1163,Markelle Fultz,2018-19,22.5,8.2,0.419,0.7,0.286,7.4,0.433,0.432,0.568,8.2,poor
1165,Langston Galloway,2018-19,21.8,7.3,0.388,4.8,0.355,2.6,0.449,0.503,0.844,8.4,poor
1180,Treveon Graham,2018-19,20.4,5.5,0.335,3.7,0.297,1.8,0.413,0.435,0.818,5.3,poor
1182,Jerian Grant,2018-19,15.7,3.7,0.418,1.8,0.364,1.8,0.473,0.509,0.65,4.2,poor
1185,Draymond Green,2018-19,31.3,6.4,0.445,2.5,0.285,3.9,0.549,0.501,0.692,7.4,poor
1186,Gerald Green,2018-19,20.2,7.9,0.4,6.0,0.354,1.9,0.547,0.535,0.838,9.2,poor
1187,JaMychal Green,2018-19,21.1,7.3,0.483,2.7,0.403,4.6,0.53,0.558,0.792,9.4,poor
1195,Devin Harris,2018-19,15.8,5.1,0.38,2.9,0.31,2.2,0.476,0.47,0.761,6.3,poor
1200,Shaquille Harrison,2018-19,19.6,5.8,0.432,1.2,0.27,4.6,0.475,0.46,0.667,6.5,poor
1201,Josh Hart,2018-19,25.6,6.9,0.407,4.1,0.336,2.8,0.511,0.506,0.688,7.8,poor
1205,John Henson,2018-19,13.4,4.8,0.463,2.2,0.355,2.6,0.556,0.545,0.6,5.6,poor
1206,Juancho Hernangómez,2018-19,19.4,4.5,0.439,2.6,0.365,1.9,0.541,0.545,0.767,5.8,poor
1208,Mario Hezonja,2018-19,20.8,8.0,0.412,2.6,0.276,5.4,0.478,0.457,0.763,8.8,poor
1213,George Hill,2018-19,21.7,6.3,0.452,2.6,0.314,3.7,0.547,0.516,0.824,7.6,poor
1214,Solomon Hill,2018-19,20.0,4.0,0.382,2.3,0.317,1.8,0.468,0.472,0.719,4.3,poor
1215,Aaron Holiday,2018-19,12.9,5.2,0.401,2.5,0.339,2.7,0.459,0.483,0.82,5.9,poor
1218,Rondae Hollis-Jefferson,2018-19,20.9,8.3,0.411,0.8,0.184,7.4,0.436,0.42,0.645,8.9,poor
