,player,year,mp,fga,fg_perc,threepoint_att,threepoint_perc,twopoint_att,twopoint_perc,efg_perc,ft_perc,pts,class
2217,Gary Harris,2020-21,27.7,8.8,0.4,3.6,0.34,5.2,0.441,0.47,0.821,9.9,great
2229,Tyler Herro,2020-21,30.3,12.9,0.439,5.5,0.36,7.4,0.498,0.516,0.803,15.1,great
2230,Buddy Hield,2020-21,34.3,14.0,0.406,10.2,0.391,3.8,0.446,0.548,0.846,16.6,great
2237,Justin Holiday,2020-21,30.3,8.7,0.413,6.3,0.382,2.4,0.494,0.551,0.788,10.5,great
2241,Al Horford,2020-21,27.9,12.9,0.45,5.4,0.368,7.4,0.51,0.528,0.818,14.2,great
2246,Kevin Huerter,2020-21,30.8,10.6,0.432,5.6,0.363,5.0,0.51,0.528,0.781,11.9,great
2258,Jaren Jackson Jr.,2020-21,23.5,11.4,0.424,5.5,0.283,5.9,0.554,0.492,0.833,14.4,great
2259,Josh Jackson,2020-21,25.2,11.4,0.419,4.1,0.3,7.3,0.487,0.473,0.729,13.4,great
2293,Kyle Kuzma,2020-21,28.7,11.1,0.443,5.6,0.361,5.5,0.525,0.533,0.691,12.9,great
2314,Kevin Love,2020-21,24.9,10.1,0.409,6.2,0.365,3.8,0.479,0.522,0.824,12.2,great
2315,Kyle Lowry,2020-21,34.8,13.0,0.436,7.2,0.396,5.8,0.487,0.546,0.875,17.2,great
2319,Théo Maledon,2020-21,27.4,9.4,0.368,4.8,0.335,4.6,0.402,0.454,0.748,10.1,great
2355,Patty Mills,2020-21,24.8,9.0,0.412,6.3,0.375,2.7,0.5,0.544,0.91,10.8,great
2357,Shake Milton,2020-21,23.2,10.6,0.45,3.2,0.35,7.4,0.494,0.503,0.83,13.0,great
2360,Malik Monk,2020-21,20.9,9.5,0.434,5.0,0.401,4.5,0.471,0.54,0.819,11.7,great
2368,Dejounte Murray,2020-21,31.9,14.5,0.453,3.0,0.317,11.6,0.488,0.485,0.791,15.7,great
2392,Isaac Okoro,2020-21,32.4,8.3,0.42,3.2,0.29,5.1,0.501,0.476,0.726,9.6,great
2398,Cedi Osman,2020-21,25.6,9.9,0.374,5.5,0.306,4.4,0.458,0.458,0.8,10.4,great
2400,Kelly Oubre Jr.,2020-21,30.7,13.2,0.439,5.2,0.316,8.0,0.519,0.501,0.695,15.4,great
2418,Kevin Porter Jr.,2020-21,32.1,14.1,0.425,6.2,0.311,7.9,0.515,0.493,0.734,16.6,great
2431,Cam Reddish,2020-21,28.8,10.1,0.365,4.8,0.262,5.3,0.46,0.428,0.817,11.2,great
2437,Josh Richardson,2020-21,30.3,10.5,0.427,4.5,0.33,5.9,0.501,0.498,0.917,12.1,great
2448,Derrick Rose,2020-21,25.6,12.2,0.47,2.6,0.388,9.6,0.492,0.511,0.866,14.7,great
2449,Terrence Ross,2020-21,29.3,13.4,0.412,5.7,0.337,7.7,0.469,0.485,0.87,15.6,great
2452,D'Angelo Russell,2020-21,28.5,15.5,0.431,7.4,0.387,8.1,0.471,0.523,0.765,19.0,great
2458,Dennis Schröder,2020-21,32.1,12.5,0.437,3.5,0.335,9.0,0.476,0.484,0.848,15.4,great
2469,Marcus Smart,2020-21,32.9,10.6,0.398,5.9,0.33,4.8,0.482,0.489,0.79,13.1,great
2499,Gary Trent Jr.,2020-21,31.1,13.5,0.408,7.4,0.385,6.1,0.435,0.513,0.783,15.3,great
2515,Lonnie Walker IV,2020-21,25.4,10.2,0.42,4.7,0.355,5.5,0.477,0.502,0.814,11.2,great
2519,P.J. Washington,2020-21,30.5,10.7,0.44,4.5,0.386,6.2,0.48,0.522,0.745,12.9,great
2525,Coby White,2020-21,31.2,13.1,0.416,6.6,0.359,6.5,0.473,0.506,0.901,15.1,great
2526,Derrick White,2020-21,29.6,12.6,0.411,6.8,0.346,5.8,0.486,0.503,0.851,15.4,great
2532,Lou Williams,2020-21,21.6,9.8,0.41,2.6,0.399,7.2,0.414,0.464,0.867,11.3,great
84,Darren Collison,2016-17,30.3,10.5,0.476,2.6,0.417,7.9,0.495,0.527,0.86,13.2,good
91,Allen Crabbe,2016-17,28.5,8.2,0.468,3.8,0.444,4.4,0.49,0.572,0.847,10.7,good
93,Jordan Crawford,2016-17,23.3,11.5,0.482,5.0,0.389,6.5,0.553,0.567,0.769,14.1,good
94,Jae Crowder,2016-17,32.4,10.0,0.463,5.5,0.398,4.5,0.54,0.572,0.811,13.9,good
96,Seth Curry,2016-17,29.0,10.0,0.481,4.6,0.425,5.4,0.528,0.578,0.85,12.8,good
110,Gorgui Dieng,2016-17,32.4,8.1,0.502,0.5,0.372,7.5,0.511,0.514,0.814,10.0,good
145,Pau Gasol,2016-17,25.4,9.4,0.502,1.6,0.538,7.8,0.494,0.548,0.707,12.4,good
170,Tim Hardaway Jr.,2016-17,27.3,11.5,0.455,5.3,0.357,6.3,0.537,0.537,0.766,14.5,good
172,Maurice Harkless,2016-17,28.9,8.1,0.503,2.5,0.351,5.6,0.572,0.558,0.621,10.0,good
176,Gary Harris,2016-17,31.3,11.2,0.502,4.5,0.42,6.7,0.558,0.586,0.776,14.9,good
179,Tobias Harris,2016-17,31.3,13.0,0.481,3.8,0.347,9.1,0.537,0.532,0.841,16.1,good
193,George Hill,2016-17,31.5,12.4,0.477,4.8,0.403,7.6,0.523,0.554,0.801,16.9,good
202,Al Horford,2016-17,32.3,11.8,0.473,3.6,0.355,8.2,0.524,0.527,0.8,14.0,good
207,Serge Ibaka,2016-17,30.7,12.4,0.48,4.0,0.391,8.4,0.522,0.543,0.856,14.8,good
224,James Johnson,2016-17,27.4,10.1,0.479,3.4,0.34,6.8,0.548,0.535,0.707,12.8,good
229,Nikola Jokić,2016-17,27.9,11.7,0.578,1.9,0.324,9.8,0.628,0.605,0.825,16.7,good
242,Kyle Korver,2016-17,26.2,7.7,0.464,5.4,0.451,2.3,0.494,0.621,0.905,10.1,good
257,Jon Leuer,2016-17,25.9,8.6,0.48,2.2,0.293,6.4,0.545,0.518,0.867,10.2,good
302,E'Twaun Moore,2016-17,24.9,8.5,0.457,2.8,0.37,5.6,0.501,0.519,0.77,9.6,good
353,Otto Porter Jr.,2016-17,32.6,10.0,0.516,4.3,0.434,5.8,0.576,0.608,0.832,13.4,good
402,Tony Snell,2016-17,29.2,6.8,0.455,4.4,0.406,2.3,0.548,0.588,0.81,8.5,good
426,Myles Turner,2016-17,31.4,10.7,0.511,1.4,0.348,9.3,0.536,0.534,0.809,14.5,good
430,Jonas Valančiūnas,2016-17,25.8,8.8,0.557,0.0,0.5,8.8,0.557,0.558,0.811,12.0,good
443,T.J. Warren,2016-17,31.0,12.3,0.495,1.5,0.265,10.8,0.527,0.511,0.773,14.4,good
470,Thaddeus Young,2016-17,30.2,9.3,0.527,1.6,0.381,7.7,0.557,0.56,0.523,11.0,good
489,Ryan Anderson,2017-18,26.1,7.3,0.431,5.1,0.386,2.1,0.539,0.568,0.774,9.3,good
499,D.J. Augustin,2017-18,23.5,7.2,0.452,3.6,0.419,3.6,0.485,0.557,0.868,10.2,good
514,Michael Beasley,2017-18,22.3,10.9,0.507,1.2,0.395,9.7,0.52,0.528,0.78,13.2,good
530,Bojan Bogdanović,2017-18,30.8,10.7,0.474,4.8,0.402,5.8,0.534,0.565,0.868,14.3,good
538,Malcolm Brogdon,2017-18,29.9,10.5,0.485,3.4,0.385,7.1,0.532,0.547,0.882,13.0,good
541,MarShon Brooks,2017-18,27.6,14.6,0.5,4.6,0.594,10.0,0.457,0.593,0.87,20.1,good
543,Jaylen Brown,2017-18,30.7,11.5,0.465,4.4,0.395,7.1,0.507,0.54,0.644,14.5,good
549,Reggie Bullock,2017-18,27.9,8.8,0.489,4.5,0.445,4.3,0.536,0.603,0.796,11.3,good
550,Trey Burke,2017-18,21.8,10.7,0.503,2.9,0.362,7.8,0.556,0.552,0.649,12.8,good
564,Willie Cauley-Stein,2017-18,28.0,10.6,0.502,0.2,0.25,10.4,0.506,0.504,0.619,12.8,good
577,Darren Collison,2017-18,29.2,9.2,0.495,3.0,0.468,6.3,0.508,0.571,0.882,12.4,good
581,Quinn Cook,2017-18,22.4,7.6,0.484,3.2,0.442,4.5,0.514,0.575,0.88,9.5,good
643,Rudy Gay,2017-18,21.6,9.4,0.471,2.1,0.314,7.4,0.516,0.506,0.772,11.5,good
658,Draymond Green,2017-18,32.7,8.8,0.454,3.7,0.301,5.2,0.562,0.516,0.775,11.0,good
661,Jeff Green,2017-18,23.4,7.9,0.477,2.2,0.312,5.7,0.54,0.52,0.868,10.8,good
670,Joe Harris,2017-18,25.3,8.0,0.491,4.6,0.419,3.4,0.589,0.612,0.827,10.8,good
687,George Hill,2017-18,27.0,7.7,0.46,3.1,0.415,4.6,0.49,0.543,0.786,10.0,good
696,Al Horford,2017-18,31.6,10.5,0.489,3.1,0.429,7.3,0.514,0.553,0.783,12.9,good
702,Serge Ibaka,2017-18,27.5,10.3,0.483,3.9,0.36,6.4,0.559,0.552,0.797,12.6,good
704,Ersan İlyasova,2017-18,25.1,8.9,0.452,3.7,0.36,5.2,0.517,0.526,0.778,10.9,good
705,Joe Ingles,2017-18,31.4,8.8,0.467,5.7,0.44,3.1,0.516,0.609,0.795,11.5,good
724,James Johnson,2017-18,26.6,8.4,0.503,2.5,0.308,5.9,0.587,0.55,0.698,10.8,good
744,Kyle Korver,2017-18,21.6,6.6,0.459,5.2,0.436,1.5,0.537,0.628,0.889,9.2,good
758,Kawhi Leonard,2017-18,23.3,12.3,0.468,3.9,0.314,8.4,0.539,0.518,0.816,16.2,good
766,Brook Lopez,2017-18,23.4,10.7,0.465,4.4,0.345,6.3,0.549,0.536,0.703,13.0,good
767,Robin Lopez,2017-18,26.4,10.1,0.53,0.2,0.286,9.9,0.536,0.533,0.756,11.8,good
768,Kevin Love,2017-18,28.0,12.4,0.458,5.6,0.415,6.8,0.494,0.552,0.88,17.6,good
807,E'Twaun Moore,2017-18,31.5,10.1,0.508,3.7,0.425,6.5,0.556,0.585,0.706,12.5,good
811,Markieff Morris,2017-18,27.0,9.4,0.48,2.8,0.367,6.6,0.529,0.536,0.82,11.5,good
830,Dirk Nowitzki,2017-18,24.7,9.8,0.456,4.4,0.409,5.5,0.494,0.547,0.898,12.0,good
841,Kelly Olynyk,2017-18,23.4,8.4,0.497,3.7,0.379,4.7,0.59,0.58,0.77,11.5,good
847,Jabari Parker,2017-18,24.0,10.7,0.482,2.6,0.383,8.1,0.514,0.529,0.741,12.6,good
855,Elfrid Payton,2017-18,28.7,10.6,0.493,1.5,0.326,9.1,0.52,0.516,0.649,12.7,good
864,Otto Porter Jr.,2017-18,31.6,11.5,0.503,4.1,0.441,7.4,0.537,0.581,0.828,14.7,good
865,Bobby Portis,2017-18,22.5,11.1,0.471,3.1,0.359,8.1,0.514,0.52,0.769,13.2,good
876,Julius Randle,2017-18,26.7,11.0,0.558,0.5,0.222,10.5,0.575,0.563,0.718,16.1,good
879,J.J. Redick,2017-18,30.2,12.6,0.46,6.6,0.42,6.0,0.504,0.569,0.904,17.1,good
893,Domantas Sabonis,2017-18,24.5,8.9,0.514,0.5,0.351,8.4,0.524,0.524,0.75,11.6,good
910,Ish Smith,2017-18,24.9,9.8,0.486,1.2,0.347,8.5,0.506,0.507,0.698,10.9,good
921,Jayson Tatum,2017-18,30.5,10.4,0.475,3.0,0.434,7.4,0.492,0.538,0.826,13.9,good
939,Myles Turner,2017-18,28.2,9.8,0.479,2.4,0.357,7.4,0.519,0.523,0.777,12.7,good
965,Hassan Whiteside,2017-18,25.3,10.7,0.54,0.0,1.0,10.7,0.538,0.542,0.703,14.0,good
972,Marvin Williams,2017-18,25.7,7.2,0.458,3.9,0.413,3.3,0.512,0.57,0.829,9.5,good
986,Thaddeus Young,2017-18,32.2,10.7,0.487,2.2,0.32,8.4,0.531,0.521,0.598,11.8,good
1014,D.J. Augustin,2018-19,28.0,8.4,0.47,3.8,0.421,4.5,0.511,0.566,0.866,11.7,good
1017,Marvin Bagley III,2018-19,25.3,11.4,0.504,1.5,0.313,9.8,0.534,0.525,0.691,14.9,good
1026,Nicolas Batum,2018-19,31.4,7.5,0.45,4.0,0.389,3.5,0.519,0.553,0.865,9.3,good
1031,Malik Beasley,2018-19,23.2,9.1,0.474,5.0,0.402,4.1,0.56,0.584,0.848,11.3,good
1042,Nemanja Bjelica,2018-19,23.2,7.7,0.479,3.3,0.401,4.4,0.539,0.566,0.761,9.6,good
1044,Eric Bledsoe,2018-19,29.1,12.4,0.484,4.8,0.329,7.6,0.582,0.548,0.75,15.9,good
1047,Bojan Bogdanović,2018-19,31.8,13.0,0.497,4.8,0.425,8.2,0.538,0.575,0.807,18.0,good
1060,Malcolm Brogdon,2018-19,28.6,11.7,0.505,3.8,0.426,7.9,0.544,0.575,0.928,15.6,good
1064,Jaylen Brown,2018-19,25.9,10.7,0.465,3.7,0.344,7.0,0.529,0.525,0.658,13.0,good
1097,John Collins,2018-19,30.0,13.6,0.56,2.6,0.348,11.0,0.609,0.593,0.763,19.5,good
1099,Darren Collison,2018-19,28.2,8.7,0.467,2.6,0.407,6.1,0.492,0.527,0.832,11.2,good
1104,DeMarcus Cousins,2018-19,25.7,12.4,0.48,3.2,0.274,9.2,0.551,0.515,0.736,16.3,good
1118,Dewayne Dedmon,2018-19,25.1,8.2,0.492,3.4,0.382,4.8,0.57,0.571,0.814,10.8,good
1155,Bryn Forbes,2018-19,28.0,9.6,0.456,5.0,0.426,4.6,0.489,0.568,0.885,11.8,good
1161,Enes Freedom,2018-19,24.5,10.2,0.549,0.5,0.294,9.7,0.562,0.556,0.787,13.7,good
1169,Rudy Gay,2018-19,26.7,10.8,0.504,2.7,0.402,8.1,0.537,0.554,0.816,13.7,good
1173,Shai Gilgeous-Alexander,2018-19,26.5,8.7,0.476,1.7,0.367,7.0,0.503,0.512,0.8,10.8,good
1181,Jerami Grant,2018-19,32.7,10.3,0.497,3.7,0.392,6.6,0.555,0.567,0.71,13.6,good
1184,Danny Green,2018-19,27.7,7.9,0.465,5.4,0.455,2.4,0.487,0.622,0.841,10.3,good
1188,Jeff Green,2018-19,27.2,8.9,0.475,4.2,0.347,4.8,0.586,0.555,0.888,12.3,good
1197,Joe Harris,2018-19,30.2,9.8,0.5,5.1,0.474,4.8,0.528,0.622,0.827,13.7,good
1204,Gordon Hayward,2018-19,25.9,8.8,0.466,3.2,0.333,5.6,0.542,0.527,0.834,11.5,good
1221,Al Horford,2018-19,29.0,10.6,0.535,3.0,0.36,7.6,0.604,0.586,0.821,13.6,good
1222,Danuel House Jr.,2018-19,25.1,6.5,0.468,4.6,0.416,1.9,0.595,0.615,0.789,9.4,good
1227,Serge Ibaka,2018-19,27.2,11.9,0.529,2.3,0.29,9.6,0.586,0.557,0.763,15.0,good
1230,Joe Ingles,2018-19,31.3,9.8,0.448,5.9,0.391,3.9,0.533,0.565,0.707,12.1,good
1238,Jaren Jackson Jr.,2018-19,26.1,10.2,0.506,2.4,0.359,7.7,0.553,0.549,0.766,13.8,good
1290,Brook Lopez,2018-19,28.7,9.7,0.452,6.3,0.365,3.4,0.613,0.571,0.842,12.5,good
1327,Paul Millsap,2018-19,27.1,9.5,0.484,2.3,0.365,7.2,0.522,0.528,0.727,12.6,good
1329,Nikola Mirotić,2018-19,27.1,11.8,0.439,6.9,0.365,4.9,0.545,0.546,0.847,15.2,good
1334,E'Twaun Moore,2018-19,27.6,10.0,0.481,3.3,0.432,6.7,0.506,0.553,0.763,11.9,good
1339,Monte Morris,2018-19,24.0,8.6,0.493,2.8,0.414,5.8,0.531,0.56,0.802,10.4,good
1366,Kelly Olynyk,2018-19,22.9,7.1,0.463,4.0,0.354,3.1,0.604,0.563,0.822,10.0,good
1370,Jabari Parker,2018-19,26.9,11.7,0.493,3.0,0.313,8.7,0.556,0.533,0.712,14.5,good
1384,Otto Porter Jr.,2018-19,30.1,11.5,0.465,4.6,0.406,6.9,0.504,0.546,0.813,13.9,good
1410,Domantas Sabonis,2018-19,24.8,9.5,0.59,0.2,0.529,9.2,0.592,0.596,0.715,14.1,good
1422,Pascal Siakam,2018-19,31.9,11.8,0.549,2.7,0.369,9.1,0.602,0.591,0.785,16.9,good
1458,Myles Turner,2018-19,28.6,10.5,0.487,2.6,0.388,7.9,0.521,0.536,0.736,13.3,good
1460,Jonas Valančiūnas,2018-19,22.3,11.0,0.559,1.0,0.292,10.0,0.586,0.572,0.795,15.6,good
1478,Derrick White,2018-19,25.8,8.1,0.479,2.1,0.338,6.0,0.529,0.523,0.772,9.9,good
1496,Thaddeus Young,2018-19,30.7,10.4,0.527,1.8,0.349,8.6,0.564,0.557,0.644,12.6,good
1503,Bam Adebayo,2019-20,33.6,11.0,0.557,0.2,0.143,10.8,0.564,0.558,0.691,15.9,good
1516,OG Anunoby,2019-20,29.9,8.2,0.505,3.3,0.39,4.9,0.583,0.584,0.706,10.6,good
1531,Aron Baynes,2019-20,22.2,9.1,0.48,4.0,0.351,5.1,0.582,0.558,0.747,11.5,good
1545,Nemanja Bjelica,2019-20,27.9,9.1,0.481,4.4,0.419,4.6,0.541,0.583,0.821,11.5,good
1546,Eric Bledsoe,2019-20,27.0,11.5,0.475,3.5,0.344,8.0,0.533,0.528,0.79,14.9,good
1582,Kentavious Caldwell-Pope,2019-20,25.5,7.3,0.467,3.5,0.385,3.9,0.541,0.558,0.775,9.3,good
1600,Jordan Clarkson,2019-20,24.0,12.2,0.454,5.8,0.368,6.4,0.533,0.542,0.836,15.2,good
1605,John Collins,2019-20,33.2,14.8,0.583,3.6,0.401,11.2,0.642,0.632,0.8,21.6,good
1611,Robert Covington,2019-20,30.5,10.3,0.422,6.9,0.335,3.5,0.593,0.533,0.798,12.4,good
1616,Seth Curry,2019-20,24.6,9.0,0.495,5.0,0.452,4.0,0.549,0.621,0.825,12.4,good
1653,Dorian Finney-Smith,2019-20,29.9,7.4,0.466,4.3,0.376,3.1,0.589,0.575,0.722,9.5,good
1665,Langston Galloway,2019-20,25.8,8.2,0.435,5.0,0.399,3.2,0.493,0.557,0.859,10.3,good
1679,Jerami Grant,2019-20,26.6,8.9,0.478,3.5,0.389,5.4,0.537,0.555,0.75,12.0,good
1698,Joe Harris,2019-20,30.8,11.4,0.486,5.9,0.424,5.5,0.553,0.596,0.719,14.5,good
1701,Josh Hart,2019-20,27.0,8.2,0.423,5.4,0.342,2.7,0.584,0.537,0.739,10.1,good
1722,Rodney Hood,2019-20,29.5,8.2,0.506,3.4,0.493,4.8,0.515,0.608,0.778,11.0,good
1725,Danuel House Jr.,2019-20,30.4,8.6,0.427,5.6,0.363,2.9,0.549,0.546,0.811,10.5,good
1730,Serge Ibaka,2019-20,27.0,12.2,0.512,3.3,0.385,8.9,0.559,0.564,0.718,15.4,good
1733,Joe Ingles,2019-20,29.7,7.7,0.445,4.9,0.399,2.8,0.525,0.572,0.787,9.8,good
1736,Jonathan Isaac,2019-20,28.8,9.8,0.47,2.8,0.34,7.0,0.521,0.518,0.779,11.9,good
1739,Jaren Jackson Jr.,2019-20,28.5,13.2,0.469,6.5,0.394,6.8,0.54,0.565,0.747,17.4,good
1767,Maxi Kleber,2019-20,25.5,6.9,0.461,4.3,0.373,2.6,0.605,0.577,0.849,9.1,good
1818,Doug McDermott,2019-20,19.9,7.9,0.488,4.3,0.435,3.7,0.549,0.605,0.828,10.3,good
1823,Ben McLemore,2019-20,22.8,7.7,0.444,6.4,0.4,1.3,0.656,0.61,0.746,10.1,good
1831,Patty Mills,2019-20,22.5,9.1,0.431,6.1,0.382,3.0,0.533,0.56,0.866,11.6,good
1832,Paul Millsap,2019-20,24.3,8.6,0.482,2.4,0.435,6.2,0.5,0.543,0.816,11.6,good
1847,Mychal Mulder,2019-20,29.1,9.6,0.388,7.4,0.308,2.1,0.667,0.507,0.75,11.0,good
1880,Jabari Parker,2019-20,24.1,11.3,0.51,3.1,0.269,8.2,0.603,0.548,0.753,14.0,good
1882,Eric Paschall,2019-20,27.6,10.7,0.497,2.2,0.287,8.5,0.55,0.526,0.774,14.0,good
1886,Chris Paul,2019-20,31.5,12.7,0.489,4.3,0.365,8.3,0.554,0.552,0.907,17.6,good
1887,Cameron Payne,2019-20,22.9,8.5,0.485,3.6,0.517,4.9,0.462,0.596,0.857,10.9,good
1903,Norman Powell,2019-20,28.4,11.5,0.495,5.3,0.399,6.3,0.575,0.586,0.843,16.0,good
1909,J.J. Redick,2019-20,26.4,10.5,0.453,6.6,0.453,3.9,0.453,0.596,0.892,15.3,good
1914,Duncan Robinson,2019-20,29.7,9.4,0.47,8.3,0.446,1.1,0.654,0.667,0.931,13.5,good
1915,Glenn Robinson III,2019-20,28.8,9.5,0.486,3.2,0.391,6.4,0.534,0.552,0.86,11.7,good
1929,Dario Šarić,2019-20,24.7,8.2,0.476,3.6,0.357,4.6,0.568,0.554,0.844,10.7,good
1941,Ben Simmons,2019-20,35.4,11.4,0.58,0.1,0.286,11.2,0.583,0.581,0.621,16.4,good
1949,Tony Snell,2019-20,27.8,6.5,0.445,4.3,0.402,2.2,0.531,0.579,1.0,8.0,good
1961,Tristan Thompson,2019-20,30.2,9.9,0.512,0.4,0.391,9.5,0.518,0.52,0.615,12.0,good
1971,Myles Turner,2019-20,29.5,9.5,0.457,4.0,0.344,5.4,0.54,0.53,0.751,12.1,good
1973,Jonas Valančiūnas,2019-20,26.4,10.6,0.585,1.3,0.352,9.3,0.617,0.606,0.74,14.9,good
1996,Derrick White,2019-20,24.7,8.1,0.458,3.2,0.366,4.9,0.518,0.53,0.853,11.3,good
1997,Hassan Whiteside,2019-20,30.0,10.5,0.621,0.1,0.571,10.4,0.622,0.624,0.686,15.5,good
2006,Zion Williamson,2019-20,27.8,15.0,0.583,0.6,0.429,14.4,0.59,0.592,0.64,22.5,good
2021,LaMarcus Aldridge,2020-21,25.9,11.4,0.473,3.1,0.388,8.3,0.505,0.525,0.872,13.5,good
2027,Kyle Anderson,2020-21,27.3,9.5,0.468,3.8,0.36,5.8,0.539,0.54,0.783,12.4,good
2033,OG Anunoby,2020-21,33.3,12.1,0.48,6.1,0.398,6.0,0.562,0.58,0.784,15.9,good
2041,Marvin Bagley III,2020-21,25.9,11.4,0.504,2.5,0.343,8.9,0.55,0.542,0.575,14.1,good
2045,Desmond Bane,2020-21,22.3,7.3,0.469,4.0,0.432,3.4,0.513,0.586,0.816,9.2,good
2046,Harrison Barnes,2020-21,36.2,11.1,0.497,4.4,0.391,6.7,0.567,0.575,0.83,16.1,good
2050,Nicolas Batum,2020-21,27.4,6.1,0.464,4.1,0.404,2.1,0.579,0.597,0.828,8.1,good
2068,Bogdan Bogdanović,2020-21,29.7,12.8,0.473,7.6,0.438,5.3,0.522,0.602,0.909,16.4,good
2075,Chris Boucher,2020-21,24.2,9.3,0.514,3.9,0.383,5.4,0.609,0.595,0.788,13.6,good
2081,Mikal Bridges,2020-21,32.6,9.3,0.543,4.4,0.425,4.9,0.647,0.643,0.84,13.5,good
2082,Miles Bridges,2020-21,29.3,9.4,0.503,4.4,0.4,5.0,0.593,0.596,0.867,12.7,good
2084,Oshae Brissett,2020-21,24.7,7.2,0.483,3.7,0.423,3.5,0.548,0.593,0.769,10.9,good
2094,Jalen Brunson,2020-21,25.0,9.2,0.523,2.9,0.405,6.3,0.578,0.588,0.795,12.6,good
2096,Reggie Bullock,2020-21,30.0,8.6,0.442,6.1,0.41,2.5,0.521,0.587,0.909,10.9,good
2109,Wendell Carter Jr.,2020-21,25.5,8.5,0.503,0.9,0.294,7.5,0.53,0.52,0.732,11.2,good
2119,John Collins,2020-21,29.3,12.2,0.556,3.3,0.399,8.9,0.615,0.61,0.833,17.6,good
2129,Seth Curry,2020-21,28.7,9.7,0.467,4.9,0.45,4.8,0.485,0.582,0.896,12.5,good
2140,Hamidou Diallo,2020-21,23.6,9.0,0.477,1.6,0.341,7.5,0.505,0.506,0.64,11.6,good
2158,Wayne Ellington,2020-21,22.0,7.3,0.441,6.0,0.422,1.4,0.524,0.612,0.8,9.6,good
2169,Dorian Finney-Smith,2020-21,32.0,7.8,0.472,5.0,0.394,2.7,0.616,0.6,0.756,9.8,good
2172,Bryn Forbes,2020-21,19.3,7.6,0.473,4.9,0.452,2.7,0.511,0.618,0.77,10.0,good
2174,Evan Fournier,2020-21,30.0,12.9,0.457,6.7,0.413,6.1,0.504,0.565,0.788,17.1,good
2195,Aaron Gordon,2020-21,27.7,10.0,0.463,3.5,0.335,6.5,0.533,0.522,0.651,12.4,good
2203,Jeff Green,2020-21,27.0,7.8,0.492,3.7,0.412,4.1,0.564,0.59,0.776,11.0,good
2207,Rui Hachimura,2020-21,31.5,11.4,0.478,2.4,0.328,9.0,0.519,0.513,0.77,13.8,good
2208,Tyrese Haliburton,2020-21,30.1,10.7,0.472,5.1,0.409,5.6,0.529,0.569,0.857,13.0,good
2212,Tim Hardaway Jr.,2020-21,28.4,13.0,0.447,7.6,0.391,5.5,0.524,0.56,0.816,16.6,good
2219,Joe Harris,2020-21,31.0,10.2,0.505,6.4,0.475,3.8,0.555,0.654,0.778,14.1,good
2222,Josh Hart,2020-21,28.7,7.3,0.439,4.1,0.326,3.2,0.583,0.531,0.775,9.2,good
2236,Jrue Holiday,2020-21,32.3,13.9,0.503,4.8,0.392,9.2,0.561,0.57,0.787,17.7,good
2248,De'Andre Hunter,2020-21,29.5,10.8,0.484,4.1,0.326,6.7,0.582,0.546,0.859,15.0,good
2250,Serge Ibaka,2020-21,23.3,8.9,0.51,2.8,0.339,6.1,0.588,0.563,0.811,11.1,good
2253,Joe Ingles,2020-21,27.9,8.4,0.489,6.1,0.451,2.3,0.59,0.652,0.844,12.1,good
2261,Reggie Jackson,2020-21,23.0,8.7,0.45,4.2,0.433,4.5,0.465,0.554,0.817,10.7,good
2266,Ty Jerome,2020-21,23.9,8.7,0.446,5.1,0.423,3.6,0.479,0.57,0.765,10.7,good
2269,Cameron Johnson,2020-21,24.0,8.1,0.42,5.6,0.349,2.5,0.581,0.541,0.847,9.6,good
2271,Keldon Johnson,2020-21,28.5,10.2,0.479,2.6,0.331,7.6,0.531,0.522,0.74,12.8,good
2311,Brook Lopez,2020-21,27.2,9.1,0.503,4.0,0.338,5.1,0.632,0.577,0.845,12.3,good
2324,Lauri Markkanen,2020-21,25.8,10.2,0.48,5.8,0.402,4.4,0.582,0.594,0.826,13.6,good
2342,Doug McDermott,2020-21,24.5,10.1,0.532,4.3,0.388,5.7,0.641,0.616,0.816,13.6,good
2364,Marcus Morris,2020-21,26.4,10.2,0.473,5.2,0.473,5.1,0.472,0.592,0.82,13.4,good
2366,Monte Morris,2020-21,25.4,8.2,0.481,2.9,0.381,5.4,0.534,0.547,0.795,10.2,good
2370,Mike Muscala,2020-21,18.4,7.6,0.446,5.3,0.37,2.4,0.614,0.573,0.917,9.7,good
2373,Larry Nance Jr.,2020-21,31.2,7.8,0.471,3.3,0.36,4.5,0.551,0.546,0.612,9.3,good
2381,Kendrick Nunn,2020-21,29.5,11.8,0.485,5.7,0.381,6.0,0.583,0.578,0.933,14.6,good
2383,Jusuf Nurkić,2020-21,23.8,9.0,0.514,0.8,0.4,8.2,0.525,0.532,0.619,11.5,good
2386,Royce O'Neale,2020-21,31.6,5.5,0.444,3.9,0.385,1.6,0.586,0.58,0.848,7.0,good
2396,Kelly Olynyk,2020-21,28.5,10.0,0.484,5.3,0.342,4.7,0.641,0.574,0.829,13.5,good
2405,Chris Paul,2020-21,31.4,12.6,0.499,3.7,0.395,8.9,0.543,0.557,0.934,16.4,good
2416,Jordan Poole,2020-21,19.4,9.3,0.432,5.4,0.351,3.9,0.545,0.535,0.882,12.0,good
2419,Michael Porter Jr.,2020-21,31.3,13.4,0.542,6.3,0.445,7.1,0.628,0.646,0.791,19.0,good
