,player,year,drb,stl,blk,class
1595,Dragan Bender,2019-20,3.6,0.3,0.6,below average
1598,Khem Birch,2019-20,2.7,0.4,0.5,below average
1599,Goga Bitadze,2019-20,1.5,0.2,0.7,below average
1600,Bismack Biyombo,2019-20,3.5,0.2,0.9,below average
1604,Bojan Bogdanović,2019-20,3.5,0.5,0.1,below average
1605,Bol Bol,2019-20,2.0,0.3,0.9,below average
1609,Isaac Bonga,2019-20,2.3,0.7,0.3,below average
1611,Chris Boucher,2019-20,2.7,0.4,1.0,below average
1615,Tony Bradley,2019-20,2.7,0.2,0.6,below average
1616,Jarrell Brantley,2019-20,2.0,0.3,0.6,below average
1622,Ryan Broekhoff,2019-20,2.2,0.3,0.2,below average
1629,Sterling Brown,2019-20,2.9,0.6,0.1,below average
1638,Bruno Caboclo,2019-20,1.2,0.5,0.6,below average
1640,Kentavious Caldwell-Pope,2019-20,1.5,0.8,0.2,below average
1644,Jevon Carter,2019-20,1.5,0.8,0.3,below average
1645,Vince Carter,2019-20,1.8,0.4,0.4,below average
1651,Wilson Chandler,2019-20,3.8,0.5,0.3,below average
1654,Chris Chiozza,2019-20,1.6,0.8,0.1,below average
1658,Jordan Clarkson,2019-20,1.9,0.6,0.2,below average
1665,Mike Conley,2019-20,2.5,0.8,0.1,below average
1666,Pat Connaughton,2019-20,3.3,0.4,0.5,below average
1671,Torrey Craig,2019-20,2.2,0.4,0.6,below average
1675,Seth Curry,2019-20,1.8,0.6,0.1,below average
1679,Ed Davis,2019-20,2.5,0.4,0.3,below average
1680,Terence Davis,2019-20,2.6,0.5,0.2,below average
1687,Spencer Dinwiddie,2019-20,3.0,0.6,0.3,below average
1690,Luguentz Dort,2019-20,1.6,0.9,0.1,below average
1692,Sekou Doumbouya,2019-20,2.6,0.5,0.2,below average
1693,PJ Dozier,2019-20,1.6,0.5,0.2,below average
1694,Goran Dragić,2019-20,2.7,0.7,0.2,below average
1702,James Ennis III,2019-20,2.5,0.5,0.3,below average
1703,Drew Eubanks,2019-20,2.6,0.2,0.8,below average
1706,Tacko Fall,2019-20,2.0,0.1,0.6,below average
1708,Cristiano Felício,2019-20,2.1,0.5,0.1,below average
1710,Bruno Fernando,2019-20,2.3,0.3,0.3,below average
1722,Daniel Gafford,2019-20,1.3,0.3,1.3,below average
1724,Langston Galloway,2019-20,1.8,0.7,0.2,below average
1725,Darius Garland,2019-20,1.4,0.7,0.1,below average
1729,Taj Gibson,2019-20,2.5,0.4,0.5,below average
1730,Harry Giles,2019-20,3.2,0.5,0.4,below average
1735,Eric Gordon,2019-20,1.7,0.6,0.4,below average
1745,Jeff Green,2019-20,2.3,0.5,0.4,below average
1746,Blake Griffin,2019-20,3.7,0.4,0.4,below average
1751,Donta Hall,2019-20,2.7,0.3,0.7,below average
1753,Tim Hardaway Jr.,2019-20,2.9,0.6,0.1,below average
1759,Joe Harris,2019-20,3.4,0.6,0.2,below average
1761,Shaquille Harrison,2019-20,1.5,0.8,0.4,below average
1763,Isaiah Hartenstein,2019-20,2.7,0.4,0.5,below average
1765,Jaxson Hayes,2019-20,2.5,0.4,0.9,below average
1769,Juancho Hernangómez,2019-20,3.2,0.4,0.2,below average
1770,Willy Hernangómez,2019-20,2.9,0.3,0.2,below average
1771,Tyler Herro,2019-20,3.8,0.6,0.2,below average
1773,Mario Hezonja,2019-20,2.9,0.7,0.2,below average
1775,George Hill,2019-20,2.2,0.8,0.1,below average
1776,Solomon Hill,2019-20,2.3,0.7,0.2,below average
1778,Aaron Holiday,2019-20,2.0,0.8,0.2,below average
1794,Ersan İlyasova,2019-20,3.8,0.4,0.3,below average
1799,Wes Iwundu,2019-20,2.1,0.5,0.3,below average
1804,Reggie Jackson,2019-20,2.4,0.4,0.2,below average
1812,Cameron Johnson,2019-20,2.4,0.6,0.4,below average
1818,Damian Jones,2019-20,2.4,0.5,0.7,below average
1820,Tyus Jones,2019-20,1.4,0.9,0.1,below average
1822,Cory Joseph,2019-20,2.0,0.7,0.3,below average
1824,Frank Kaminsky,2019-20,3.6,0.4,0.3,below average
1825,Luke Kennard,2019-20,3.2,0.4,0.2,below average
1831,Kevin Knox,2019-20,2.4,0.4,0.4,below average
1833,Furkan Korkmaz,2019-20,2.1,0.6,0.2,below average
1834,Luke Kornet,2019-20,1.7,0.3,0.7,below average
1836,Rodions Kurucs,2019-20,2.4,0.5,0.1,below average
1837,Kyle Kuzma,2019-20,3.6,0.5,0.4,below average
1838,Skal Labissière,2019-20,3.2,0.2,0.9,below average
1843,Jake Layman,2019-20,1.7,0.7,0.4,below average
1846,Courtney Lee,2019-20,1.0,0.8,0.3,below average
1850,Meyers Leonard,2019-20,4.5,0.3,0.3,below average
1854,Kevon Looney,2019-20,1.9,0.6,0.3,below average
1856,Robin Lopez,2019-20,1.6,0.2,0.7,below average
1860,Trey Lyles,2019-20,4.6,0.4,0.4,below average
1865,Thon Maker,2019-20,1.9,0.4,0.7,below average
1867,Boban Marjanović,2019-20,3.0,0.2,0.2,below average
1869,Caleb Martin,2019-20,1.6,0.7,0.4,below average
1871,Jeremiah Martin,2019-20,1.0,0.8,0.2,below average
1872,Kelan Martin,2019-20,2.7,0.2,0.3,below average
1873,Frank Mason III,2019-20,1.6,0.6,0.1,below average
1875,Wesley Matthews,2019-20,2.1,0.6,0.1,below average
1879,T.J. McConnell,2019-20,2.1,0.8,0.2,below average
1880,Jalen McDaniels,2019-20,3.1,0.5,0.2,below average
1883,Rodney McGruder,2019-20,2.2,0.5,0.1,below average
1884,Alfonzo McKinnie,2019-20,1.9,0.6,0.2,below average
1886,Ben McLemore,2019-20,1.9,0.6,0.2,below average
1887,Jordan McRae,2019-20,2.9,0.6,0.4,below average
1888,Nicolò Melli,2019-20,2.4,0.6,0.4,below average
1895,Patty Mills,2019-20,1.3,0.8,0.1,below average
1897,Shake Milton,2019-20,1.8,0.5,0.2,below average
1901,Malik Monk,2019-20,2.4,0.5,0.3,below average
1903,E'Twaun Moore,2019-20,1.8,0.6,0.2,below average
1907,Markieff Morris,2019-20,3.1,0.5,0.3,below average
1908,Monte Morris,2019-20,1.5,0.8,0.2,below average
1910,Emmanuel Mudiay,2019-20,2.0,0.4,0.2,below average
1911,Mychal Mulder,2019-20,2.9,0.3,0.1,below average
1916,Svi Mykhailiuk,2019-20,1.6,0.7,0.1,below average
1917,Abdel Nader,2019-20,1.6,0.4,0.4,below average
1930,David Nwaba,2019-20,1.9,0.6,0.6,below average
1932,Kyle O'Quinn,2019-20,2.8,0.2,0.8,below average
1934,Jahlil Okafor,2019-20,2.6,0.2,0.7,below average
1947,Eric Paschall,2019-20,3.2,0.5,0.2,below average
1948,Anžejs Pasečņiks,2019-20,2.4,0.3,0.4,below average
1957,Mason Plumlee,2019-20,3.6,0.5,0.6,below average
1961,Jordan Poole,2019-20,1.9,0.6,0.2,below average
1963,Michael Porter Jr.,2019-20,3.5,0.5,0.5,below average
1965,Bobby Portis,2019-20,3.9,0.5,0.3,below average
1974,J.J. Redick,2019-20,2.4,0.3,0.2,below average
1977,Austin Rivers,2019-20,2.2,0.7,0.1,below average
1978,Andre Roberson,2019-20,2.9,0.1,0.4,below average
1979,Duncan Robinson,2019-20,3.0,0.5,0.3,below average
1981,Jerome Robinson,2019-20,1.8,0.4,0.3,below average
1985,Rajon Rondo,2019-20,2.5,0.8,0.0,below average
1986,Derrick Rose,2019-20,1.9,0.8,0.3,below average
1993,JaKarr Sampson,2019-20,2.0,0.5,0.4,below average
1998,Mike Scott,2019-20,2.7,0.3,0.1,below average
1999,Thabo Sefolosha,2019-20,1.8,0.6,0.3,below average
2010,Dennis Smith Jr.,2019-20,1.7,0.8,0.2,below average
2014,Tony Snell,2019-20,1.7,0.5,0.3,below average
2018,Caleb Swanigan,2019-20,2.7,0.1,0.3,below average
2020,Jeff Teague,2019-20,1.9,0.7,0.3,below average
2030,Anthony Tolliver,2019-20,2.2,0.3,0.2,below average
2033,Gary Trent Jr.,2019-20,1.2,0.8,0.3,below average
2037,Evan Turner,2019-20,1.6,0.5,0.4,below average
2041,Denzel Valentine,2019-20,1.8,0.7,0.2,below average
2045,Noah Vonleh,2019-20,2.4,0.3,0.2,below average
2049,Dion Waiters,2019-20,2.2,0.4,0.6,below average
2051,Lonnie Walker IV,2019-20,1.9,0.5,0.2,below average
2058,Tremont Waters,2019-20,1.1,0.9,0.2,below average
2066,Grant Williams,2019-20,1.7,0.4,0.5,below average
2067,Johnathan Williams,2019-20,2.7,0.1,0.5,below average
2069,Lou Williams,2019-20,2.6,0.7,0.2,below average
2070,Marvin Williams,2019-20,2.6,0.6,0.5,below average
2083,Ante Žižić,2019-20,2.2,0.3,0.2,below average
2085,Precious Achiuwa,2020-21,2.2,0.3,0.5,below average
2108,Dwayne Bacon,2020-21,2.7,0.6,0.1,below average
2113,Desmond Bane,2020-21,2.6,0.6,0.2,below average
2119,Aron Baynes,2020-21,3.5,0.3,0.4,below average
2126,Dāvis Bertāns,2020-21,2.6,0.6,0.2,below average
2133,Nemanja Bjelica,2020-21,2.6,0.4,0.1,below average
2137,Bojan Bogdanović,2020-21,3.3,0.6,0.1,below average
2145,Avery Bradley,2020-21,1.8,0.8,0.1,below average
2146,Tony Bradley,2020-21,3.7,0.4,0.7,below average
2148,Ignas Brazdeikis,2020-21,2.6,0.3,0.2,below average
2154,Armoni Brooks,2020-21,2.9,0.6,0.3,below average
2161,Troy Brown Jr.,2020-21,2.5,0.3,0.2,below average
2162,Jalen Brunson,2020-21,3.0,0.5,0.0,below average
2181,Willie Cauley-Stein,2020-21,3.2,0.4,0.8,below average
2196,Torrey Craig,2020-21,2.8,0.6,0.5,below average
2198,Jarrett Culver,2020-21,2.1,0.5,0.3,below average
2199,Seth Curry,2020-21,2.2,0.8,0.1,below average
2203,Ed Davis,2020-21,3.0,0.6,0.6,below average
2204,Terence Davis,2020-21,2.2,0.7,0.2,below average
2205,Gabriel Deck,2020-21,2.4,0.8,0.0,below average
2209,Mamadi Diakite,2020-21,1.9,0.5,0.4,below average
2211,Gorgui Dieng,2020-21,2.6,0.7,0.4,below average
2218,Sekou Doumbouya,2020-21,1.9,0.4,0.2,below average
2219,PJ Dozier,2020-21,2.9,0.6,0.4,below average
2220,Goran Dragić,2020-21,2.9,0.7,0.2,below average
2232,Drew Eubanks,2020-21,3.1,0.3,0.9,below average
2234,Tacko Fall,2020-21,1.9,0.1,1.1,below average
2239,Yogi Ferrell,2020-21,1.4,0.7,0.3,below average
2242,Malachi Flynn,2020-21,2.3,0.8,0.1,below average
2251,Wenyen Gabriel,2020-21,1.6,0.4,0.4,below average
2253,Danilo Gallinari,2020-21,3.8,0.6,0.2,below average
2260,Harry Giles,2020-21,2.7,0.2,0.3,below average
2267,Eric Gordon,2020-21,1.9,0.5,0.5,below average
2272,JaMychal Green,2020-21,3.3,0.4,0.4,below average
2274,Jeff Green,2020-21,3.4,0.5,0.4,below average
2281,Donta Hall,2020-21,2.9,0.4,0.8,below average
2283,R.J. Hampton,2020-21,2.9,0.4,0.2,below average
2284,Tim Hardaway Jr.,2020-21,3.0,0.4,0.2,below average
2289,Gary Harris,2020-21,1.5,0.7,0.3,below average
2291,Joe Harris,2020-21,3.0,0.7,0.2,below average
2295,Isaiah Hartenstein,2020-21,2.5,0.4,0.8,below average
2297,Jaxson Hayes,2020-21,2.8,0.4,0.6,below average
2300,Juancho Hernangómez,2020-21,3.1,0.4,0.1,below average
2304,George Hill,2020-21,1.5,0.8,0.2,below average
2305,Solomon Hill,2020-21,2.4,0.7,0.2,below average
2307,Jaylen Hoard,2020-21,2.3,0.7,0.3,below average
2308,Aaron Holiday,2020-21,1.1,0.7,0.2,below average
2316,Danuel House Jr.,2020-21,3.2,0.6,0.4,below average
2322,Chandler Hutchison,2020-21,2.9,0.5,0.2,below average
2325,Ersan İlyasova,2020-21,1.3,0.6,0.2,below average
2334,Reggie Jackson,2020-21,2.5,0.6,0.1,below average
2337,Mike James,2020-21,2.2,0.5,0.1,below average
2338,DaQuan Jeffries,2020-21,1.7,0.5,0.3,below average
2339,Ty Jerome,2020-21,2.5,0.6,0.2,below average
2341,Alize Johnson,2020-21,3.5,0.3,0.3,below average
2342,Cameron Johnson,2020-21,2.8,0.6,0.3,below average
2348,Damian Jones,2020-21,2.2,0.3,0.7,below average
2349,Derrick Jones Jr.,2020-21,2.2,0.6,0.9,below average
2352,Tyus Jones,2020-21,1.7,0.9,0.1,below average
2356,Frank Kaminsky,2020-21,3.2,0.3,0.4,below average
2357,Luke Kennard,2020-21,2.3,0.4,0.1,below average
2362,John Konchar,2020-21,2.2,0.7,0.2,below average
2364,Luke Kornet,2020-21,1.7,0.1,1.0,below average
2371,Jake Layman,2020-21,1.2,0.6,0.4,below average
2374,Damion Lee,2020-21,2.8,0.7,0.1,below average
2375,Saben Lee,2020-21,1.6,0.7,0.3,below average
2376,Alex Len,2020-21,2.8,0.3,1.0,below average
2380,Kira Lewis Jr.,2020-21,1.1,0.7,0.2,below average
2383,Kevon Looney,2020-21,3.4,0.3,0.4,below average
2385,Robin Lopez,2020-21,1.8,0.2,0.6,below average
2389,Timothé Luwawu-Cabarrot,2020-21,1.7,0.6,0.1,below average
2390,Trey Lyles,2020-21,3.3,0.3,0.0,below average
2395,Terance Mann,2020-21,2.8,0.4,0.2,below average
2400,Caleb Martin,2020-21,2.1,0.7,0.2,below average
2401,Cody Martin,2020-21,2.1,0.7,0.2,below average
2408,Wesley Matthews,2020-21,1.3,0.7,0.3,below average
2415,Jalen McDaniels,2020-21,2.6,0.6,0.4,below average
2426,Chimezie Metu,2020-21,2.3,0.4,0.5,below average
2428,Darius Miller,2020-21,1.2,0.7,0.3,below average
2431,Shake Milton,2020-21,1.8,0.6,0.3,below average
2434,Malik Monk,2020-21,2.1,0.5,0.1,below average
2438,Marcus Morris,2020-21,3.5,0.6,0.3,below average
2439,Markieff Morris,2020-21,3.6,0.4,0.3,below average
2440,Monte Morris,2020-21,1.8,0.7,0.3,below average
2444,Mike Muscala,2020-21,3.2,0.2,0.3,below average
2445,Svi Mykhailiuk,2020-21,2.1,0.8,0.2,below average
2446,Abdel Nader,2020-21,2.3,0.4,0.4,below average
2448,Aaron Nesmith,2020-21,2.2,0.3,0.2,below average
2453,Jaylen Nowell,2020-21,1.8,0.5,0.3,below average
2459,Jordan Nwora,2020-21,1.7,0.5,0.2,below average
2465,Onyeka Okongwu,2020-21,2.0,0.5,0.7,below average
2475,Jabari Parker,2020-21,2.5,0.1,0.4,below average
2476,Eric Paschall,2020-21,2.5,0.3,0.2,below average
2481,Cameron Payne,2020-21,2.1,0.6,0.3,below average
2482,Elfrid Payton,2020-21,2.4,0.7,0.1,below average
2498,Dwight Powell,2020-21,2.7,0.6,0.5,below average
2501,Payton Pritchard,2020-21,1.9,0.6,0.1,below average
2502,Immanuel Quickley,2020-21,1.8,0.5,0.2,below average
2504,Chasson Randle,2020-21,1.8,0.5,0.1,below average
2508,Paul Reed,2020-21,1.2,0.4,0.5,below average
2514,Austin Rivers,2020-21,2.1,0.8,0.1,below average
2516,Duncan Robinson,2020-21,3.4,0.6,0.3,below average
2518,Jerome Robinson,2020-21,2.0,0.7,0.4,below average
2522,Rajon Rondo,2020-21,2.0,0.8,0.1,below average
2531,Dario Šarić,2020-21,2.9,0.6,0.1,below average
2532,Tomáš Satoranský,2020-21,1.9,0.7,0.2,below average
2534,Mike Scott,2020-21,2.1,0.5,0.3,below average
2537,Landry Shamet,2020-21,1.7,0.5,0.2,below average
2552,Lamar Stevens,2020-21,1.8,0.4,0.3,below average
2555,Edmond Sumner,2020-21,1.4,0.6,0.2,below average
2558,Jeff Teague,2020-21,1.3,0.6,0.2,below average
2562,Brodric Thomas,2020-21,1.4,0.5,0.3,below average
2581,Denzel Valentine,2020-21,2.8,0.5,0.1,below average
2585,Devin Vassell,2020-21,2.4,0.7,0.3,below average
2589,Dean Wade,2020-21,2.8,0.6,0.3,below average
2590,Moritz Wagner,2020-21,2.6,0.6,0.4,below average
2592,Lonnie Walker IV,2020-21,2.4,0.5,0.3,below average
2594,Brad Wanamaker,2020-21,1.4,0.7,0.2,below average
2597,Yuta Watanabe,2020-21,2.5,0.5,0.4,below average
2602,Coby White,2020-21,3.7,0.6,0.2,below average
2607,Grant Williams,2020-21,2.1,0.5,0.4,below average
2609,Lou Williams,2020-21,1.8,0.7,0.1,below average
2613,D.J. Wilson,2020-21,2.6,0.3,0.5,below average
2614,Dylan Windler,2020-21,2.8,0.6,0.4,below average
0,Álex Abrines,2016-17,1.0,0.5,0.1,poor
3,Arron Afflalo,2016-17,1.9,0.3,0.1,poor
11,Alan Anderson,2016-17,0.7,0.1,0.0,poor
17,Joel Anthony,2016-17,1.2,0.1,0.3,poor
21,D.J. Augustin,2016-17,1.3,0.4,0.0,poor
22,Luke Babbitt,2016-17,1.9,0.3,0.2,poor
24,Wade Baldwin,2016-17,1.1,0.5,0.2,poor
25,Leandro Barbosa,2016-17,1.3,0.5,0.1,poor
26,J.J. Barea,2016-17,2.1,0.4,0.0,poor
30,Brandon Bass,2016-17,1.7,0.3,0.2,poor
36,Malik Beasley,2016-17,0.5,0.3,0.0,poor
39,DeAndre' Bembry,2016-17,1.2,0.2,0.1,poor
41,Anthony Bennett,2016-17,2.3,0.2,0.1,poor
43,Dāvis Bertāns,2016-17,1.1,0.3,0.4,poor
51,Joel Bolomboy,2016-17,1.1,0.1,0.2,poor
57,Aaron Brooks,2016-17,0.8,0.4,0.1,poor
59,Bobby Brown,2016-17,0.2,0.0,0.0,poor
61,Nicolás Brussino,2016-17,1.3,0.3,0.1,poor
63,Trey Burke,2016-17,0.7,0.2,0.1,poor
66,Bruno Caboclo,2016-17,0.6,0.2,0.1,poor
67,José Calderón,2016-17,1.4,0.3,0.0,poor
69,Isaiah Canaan,2016-17,1.1,0.6,0.0,poor
79,Rakeem Christmas,2016-17,1.0,0.1,0.2,poor
80,Semaj Christon,2016-17,1.1,0.4,0.1,poor
81,Ian Clark,2016-17,1.3,0.5,0.1,poor
83,Norris Cole,2016-17,0.8,0.6,0.0,poor
85,Nick Collison,2016-17,1.1,0.1,0.1,poor
87,Pat Connaughton,2016-17,1.1,0.2,0.1,poor
88,Quinn Cook,2016-17,0.4,0.3,0.0,poor
98,Troy Daniels,2016-17,1.2,0.3,0.1,poor
100,Deyonta Davis,2016-17,1.1,0.1,0.5,poor
104,Malcolm Delaney,2016-17,1.5,0.5,0.0,poor
109,Boris Diaw,2016-17,1.5,0.2,0.1,poor
116,Mike Dunleavy,2016-17,1.8,0.3,0.1,poor
120,Henry Ellenson,2016-17,1.7,0.1,0.1,poor
125,Tyler Ennis,2016-17,0.7,0.5,0.0,poor
127,Dante Exum,2016-17,1.5,0.3,0.2,poor
131,Kay Felder,2016-17,0.9,0.4,0.2,poor
136,Bryn Forbes,2016-17,0.6,0.0,0.0,poor
148,Michael Gbinije,2016-17,0.1,0.0,0.0,poor
149,Alonzo Gee,2016-17,0.8,0.4,0.1,poor
152,Jonathan Gibson,2016-17,1.2,0.5,0.0,poor
156,Archie Goodwin,2016-17,1.4,0.3,0.3,poor
160,Treveon Graham,2016-17,0.6,0.2,0.0,poor
165,Gerald Green,2016-17,1.4,0.2,0.1,poor
170,A.J. Hammons,2016-17,1.3,0.0,0.6,poor
183,Udonis Haslem,2016-17,1.8,0.4,0.1,poor
195,Jordan Hill,2016-17,0.9,0.1,0.0,poor
197,Darrun Hilliard,2016-17,0.8,0.3,0.1,poor
206,Marcelo Huertas,2016-17,1.0,0.4,0.1,poor
218,Pierre Jackson,2016-17,1.0,0.3,0.0,poor
222,Richard Jefferson,2016-17,2.2,0.3,0.1,poor
235,Damian Jones,2016-17,1.4,0.1,0.4,poor
237,James Jones,2016-17,0.7,0.1,0.2,poor
243,Ryan Kelly,2016-17,1.1,0.3,0.3,poor
246,Brandon Knight,2016-17,1.7,0.5,0.1,poor
249,Mindaugas Kuzminskas,2016-17,1.2,0.4,0.2,poor
252,Nicolás Laprovíttola,2016-17,0.5,0.2,0.1,poor
256,Jake Layman,2016-17,0.5,0.3,0.1,poor
269,Kevon Looney,2016-17,1.5,0.3,0.3,poor
277,Sheldon Mac,2016-17,1.0,0.3,0.1,poor
280,Thon Maker,2016-17,1.3,0.2,0.5,poor
286,Patrick McCaw,2016-17,1.1,0.5,0.2,poor
289,Chris McCullough,2016-17,0.6,0.1,0.1,poor
291,Doug McDermott,2016-17,2.4,0.2,0.1,poor
295,Jordan McRae,2016-17,0.9,0.2,0.2,poor
299,Jordan Mickey,2016-17,0.8,0.1,0.2,poor
302,Mike Miller,2016-17,1.8,0.1,0.0,poor
311,Anthony Morrow,2016-17,0.4,0.5,0.0,poor
315,Shabazz Muhammad,2016-17,1.7,0.3,0.1,poor
316,Dejounte Murray,2016-17,0.9,0.2,0.2,poor
320,Shabazz Napier,2016-17,1.0,0.6,0.0,poor
324,Raul Neto,2016-17,0.7,0.5,0.1,poor
325,Georges Niang,2016-17,0.7,0.1,0.0,poor
326,Andrew Nicholson,2016-17,1.2,0.4,0.2,poor
334,Johnny O'Bryant,2016-17,0.9,0.0,0.1,poor
336,Daniel Ochefu,2016-17,0.9,0.1,0.0,poor
340,Arinze Onuaku,2016-17,0.5,0.0,0.1,poor
346,Tony Parker,2016-17,1.7,0.5,0.0,poor
352,Cameron Payne,2016-17,1.5,0.5,0.1,poor
355,Paul Pierce*,2016-17,1.9,0.2,0.2,poor
356,Marshall Plumlee,2016-17,1.3,0.2,0.2,poor
358,Miles Plumlee,2016-17,1.3,0.4,0.3,poor
359,Jakob Poeltl,2016-17,1.6,0.3,0.4,poor
366,Ronnie Price,2016-17,0.6,0.8,0.1,poor
368,Tim Quarterman,2016-17,0.6,0.1,0.2,poor
369,Chasson Randle,2016-17,1.0,0.3,0.1,poor
375,Malachi Richardson,2016-17,0.9,0.2,0.0,poor
378,Brian Roberts,2016-17,0.8,0.2,0.0,poor
387,Damjan Rudež,2016-17,0.4,0.3,0.0,poor
393,Tomáš Satoranský,2016-17,1.0,0.5,0.1,poor
396,Mike Scott,2016-17,1.5,0.2,0.2,poor
398,Wayne Selden,2016-17,1.1,0.4,0.1,poor
399,Kevin Séraphin,2016-17,2.1,0.1,0.4,poor
400,Ramon Sessions,2016-17,1.2,0.5,0.1,poor
404,Kyle Singler,2016-17,1.3,0.2,0.2,poor
411,Tiago Splitter,2016-17,1.8,0.1,0.1,poor
415,Diamond Stone,2016-17,0.7,0.0,0.1,poor
416,Rodney Stuckey,2016-17,2.0,0.4,0.0,poor
417,Jared Sullinger,2016-17,1.5,0.4,0.1,poor
421,Mirza Teletović,2016-17,2.2,0.2,0.2,poor
437,Beno Udrih,2016-17,1.3,0.3,0.0,poor
439,Jarrod Uthoff,2016-17,1.6,0.2,0.4,poor
442,Fred VanVleet,2016-17,1.0,0.4,0.1,poor
443,Anderson Varejão,2016-17,1.1,0.2,0.2,poor
445,Rashad Vaughn,2016-17,1.1,0.5,0.2,poor
448,Sasha Vujačić,2016-17,1.1,0.3,0.0,poor
454,C.J. Watson,2016-17,1.2,0.7,0.0,poor
455,Briante Weber,2016-17,0.9,0.6,0.1,poor
458,Okaro White,2016-17,1.6,0.3,0.3,poor
462,C.J. Wilcox,2016-17,0.4,0.1,0.0,poor
465,Derrick Williams,2016-17,2.2,0.3,0.1,poor
470,Kyle Wiltjer,2016-17,0.4,0.2,0.1,poor
473,Christian Wood,2016-17,1.2,0.2,0.5,poor
474,Metta World Peace,2016-17,0.6,0.4,0.1,poor
477,James Young,2016-17,0.7,0.3,0.1,poor
478,Joe Young,2016-17,0.5,0.1,0.0,poor
482,Tyler Zeller,2016-17,1.6,0.1,0.4,poor
483,Stephen Zimmerman,2016-17,1.3,0.1,0.3,poor
486,Álex Abrines,2017-18,1.2,0.5,0.1,poor
490,Arron Afflalo,2017-18,1.2,0.1,0.2,poor
494,Kadeem Allen,2017-18,0.4,0.2,0.1,poor
495,Tony Allen,2017-18,1.2,0.5,0.1,poor
497,Justin Anderson,2017-18,1.8,0.4,0.2,poor
504,Ryan Arcidiacono,2017-18,1.0,0.5,0.0,poor
506,Darrell Arthur,2017-18,0.6,0.4,0.2,poor
507,Jamel Artis,2017-18,2.3,0.1,0.2,poor
508,Ömer Aşık,2017-18,2.1,0.1,0.2,poor
510,Luke Babbitt,2017-18,1.8,0.2,0.1,poor
511,Dwayne Bacon,2017-18,2.3,0.3,0.0,poor
513,Wade Baldwin,2017-18,1.0,0.3,0.1,poor
523,Malik Beasley,2017-18,0.9,0.2,0.1,poor
532,Jabari Bird,2017-18,1.0,0.2,0.1,poor
536,Antonio Blakeney,2017-18,1.5,0.4,0.1,poor
547,Tony Bradley,2017-18,0.8,0.0,0.0,poor
550,Aaron Brooks,2017-18,0.3,0.2,0.0,poor
554,Bobby Brown,2017-18,0.4,0.2,0.0,poor
556,Lorenzo Brown,2017-18,1.0,0.4,0.0,poor
560,Thomas Bryant,2017-18,0.9,0.1,0.1,poor
565,Dwight Buycks,2017-18,1.0,0.7,0.1,poor
566,Bruno Caboclo,2017-18,1.3,0.3,0.3,poor
567,José Calderón,2017-18,1.2,0.5,0.0,poor
577,Tyler Cavanaugh,2017-18,2.1,0.2,0.1,poor
582,Ian Clark,2017-18,1.6,0.4,0.1,poor
584,Gian Clavell,2017-18,0.9,0.3,0.0,poor
585,Antonius Cleveland,2017-18,0.6,0.4,0.3,poor
590,Nick Collison,2017-18,0.9,0.0,0.0,poor
592,Pat Connaughton,2017-18,1.5,0.3,0.3,poor
593,Quinn Cook,2017-18,2.2,0.4,0.0,poor
595,Jack Cooley,2017-18,2.3,0.1,0.0,poor
601,Jamal Crawford,2017-18,1.0,0.5,0.1,poor
606,Troy Daniels,2017-18,1.5,0.3,0.1,poor
611,Sam Dekker,2017-18,1.8,0.3,0.1,poor
613,Matthew Dellavedova,2017-18,1.3,0.4,0.0,poor
619,Tyler Dorsey,2017-18,2.0,0.3,0.1,poor
620,Damyean Dotson,2017-18,1.7,0.3,0.0,poor
624,Larry Drew II,2017-18,0.0,0.0,0.0,poor
630,Henry Ellenson,2017-18,1.9,0.1,0.0,poor
641,Kay Felder,2017-18,0.9,0.2,0.1,poor
644,Terrance Ferguson,2017-18,0.5,0.4,0.2,poor
647,Bryn Forbes,2017-18,1.2,0.4,0.0,poor
655,Langston Galloway,2017-18,1.4,0.6,0.1,poor
660,Marcus Georges-Hunt,2017-18,0.2,0.1,0.0,poor
668,Treveon Graham,2017-18,1.3,0.5,0.0,poor
691,Udonis Haslem,2017-18,0.5,0.0,0.1,poor
692,Nigel Hayes,2017-18,2.0,0.2,0.3,poor
697,Juancho Hernangómez,2017-18,1.4,0.2,0.1,poor
700,Isaiah Hicks,2017-18,1.7,0.1,0.2,poor
705,Darrun Hilliard,2017-18,0.5,0.1,0.0,poor
708,John Holland,2017-18,0.8,0.3,0.1,poor
730,Demetrius Jackson,2017-18,0.5,0.3,0.1,poor
737,Richard Jefferson,2017-18,0.8,0.1,0.1,poor
741,Brice Johnson,2017-18,1.2,0.5,0.3,poor
742,Dakari Johnson,2017-18,0.6,0.2,0.3,poor
750,Damian Jones,2017-18,0.6,0.1,0.2,poor
751,Derrick Jones Jr.,2017-18,0.9,0.2,0.7,poor
752,Jalen Jones,2017-18,1.6,0.3,0.1,poor
759,Sean Kilpatrick,2017-18,1.6,0.3,0.1,poor
761,Furkan Korkmaz,2017-18,0.6,0.1,0.1,poor
769,Shane Larkin,2017-18,1.4,0.5,0.0,poor
770,Joffrey Lauvergne,2017-18,2.0,0.2,0.1,poor
772,Jake Layman,2017-18,0.3,0.2,0.1,poor
773,T.J. Leaf,2017-18,1.0,0.1,0.1,poor
779,Meyers Leonard,2017-18,1.8,0.2,0.0,poor
