,Player,Season,class,G,MP,PER,BPM,VORP
2551,Cassius Stanley,2020-21,2.0,24.0,3.9,5.5,-11.2,-0.2
2552,Lamar Stevens,2020-21,2.0,40.0,12.5,10.5,-4.2,-0.3
2560,Tyrell Terry,2020-21,2.0,11.0,5.1,6.0,-5.0,0.0
2562,Brodric Thomas,2020-21,2.0,32.0,12.5,8.0,-4.4,-0.2
2565,Matt Thomas,2020-21,2.0,45.0,7.2,9.1,-4.6,-0.2
2567,Sindarius Thornwell,2020-21,2.0,21.0,10.3,6.6,-4.7,-0.2
2569,Killian Tillie,2020-21,2.0,18.0,10.1,8.5,-3.7,-0.1
2571,Anthony Tolliver,2020-21,2.0,11.0,9.0,4.0,-7.0,-0.1
2574,Axel Toupane,2020-21,2.0,8.0,7.6,9.0,-3.0,0.0
2586,Gabe Vincent,2020-21,2.0,50.0,13.1,7.6,-5.4,-0.6
2600,Quinndary Weatherspoon,2020-21,2.0,20.0,6.1,9.6,-5.0,-0.1
2615,Justise Winslow,2020-21,2.0,26.0,19.5,6.2,-6.0,-0.5
2616,Cassius Winston,2020-21,2.0,22.0,4.5,10.8,-3.2,0.0
2619,Robert Woodard II,2020-21,2.0,13.0,3.5,12.5,-5.3,0.0
