,Player,Season,class,G,MP,PER,BPM,VORP
2239,Yogi Ferrell,2020-21,1.0,10.0,13.6,14.4,0.2,0.1
2244,Trent Forrest,2020-21,1.0,30.0,10.1,11.2,-1.3,0.1
2247,Robert Franks,2020-21,1.0,7.0,14.4,16.5,-0.2,0.0
2254,Langston Galloway,2020-21,1.0,40.0,11.0,12.1,-0.9,0.1
2260,Harry Giles,2020-21,1.0,38.0,9.2,12.4,-2.9,-0.1
2262,Anthony Gill,2020-21,1.0,26.0,8.4,13.7,-1.3,0.0
2263,Freddie Gillespie,2020-21,1.0,20.0,19.6,13.4,-3.2,-0.1
2267,Eric Gordon,2020-21,1.0,27.0,29.2,14.4,-1.1,0.2
2273,Javonte Green,2020-21,1.0,41.0,11.5,12.1,-0.5,0.2
2281,Donta Hall,2020-21,1.0,13.0,13.8,22.3,1.6,0.2
2290,Jalen Harris,2020-21,1.0,13.0,13.2,15.2,0.3,0.1
2295,Isaiah Hartenstein,2020-21,1.0,46.0,12.2,17.9,-0.9,0.2
2301,Willy Hernangómez,2020-21,1.0,47.0,18.0,19.6,0.0,0.4
2304,George Hill,2020-21,1.0,30.0,22.4,13.1,-1.2,0.1
2307,Jaylen Hoard,2020-21,1.0,19.0,16.8,13.4,-2.5,0.0
2311,Rondae Hollis-Jefferson,2020-21,1.0,11.0,9.7,14.4,0.1,0.1
2321,De'Andre Hunter,2020-21,1.0,23.0,29.5,15.7,1.2,0.5
2325,Ersan İlyasova,2020-21,1.0,17.0,8.7,12.1,-0.9,0.0
2330,Frank Jackson,2020-21,1.0,40.0,18.5,13.3,-1.7,0.1
2331,Jaren Jackson Jr.,2020-21,1.0,11.0,23.5,18.0,0.1,0.1
2339,Ty Jerome,2020-21,1.0,33.0,23.9,13.4,-0.7,0.3
2341,Alize Johnson,2020-21,1.0,18.0,10.5,23.5,2.7,0.2
2348,Damian Jones,2020-21,1.0,39.0,14.0,14.6,-1.4,0.1
2350,Mason Jones,2020-21,1.0,32.0,10.4,12.1,-2.7,-0.1
2351,Tre Jones,2020-21,1.0,37.0,7.3,12.1,-3.5,-0.1
2356,Frank Kaminsky,2020-21,1.0,47.0,15.2,15.8,1.3,0.6
2360,Nathan Knight,2020-21,1.0,33.0,8.5,13.9,-3.7,-0.1
2361,Kevin Knox,2020-21,1.0,42.0,11.0,9.1,-1.4,0.1
2362,John Konchar,2020-21,1.0,43.0,13.4,14.8,1.2,0.5
2364,Luke Kornet,2020-21,1.0,31.0,11.2,13.3,0.8,0.3
2368,Jeremy Lamb,2020-21,1.0,36.0,21.3,15.8,1.4,0.7
2371,Jake Layman,2020-21,1.0,45.0,13.9,11.4,-2.1,0.0
2375,Saben Lee,2020-21,1.0,48.0,16.3,13.8,-2.0,0.0
2382,Nassir Little,2020-21,1.0,48.0,13.3,11.6,-2.7,-0.1
2387,Kevin Love,2020-21,1.0,25.0,24.9,15.1,-0.1,0.3
2390,Trey Lyles,2020-21,1.0,23.0,15.6,11.4,-1.8,0.0
2392,Thon Maker,2020-21,1.0,8.0,9.5,18.6,0.7,0.1
2397,Boban Marjanović,2020-21,1.0,33.0,8.2,22.6,-0.8,0.1
2399,Naji Marshall,2020-21,1.0,32.0,21.9,11.4,-1.3,0.1
2403,Kelan Martin,2020-21,1.0,35.0,9.2,13.9,-2.4,0.0
2410,Skylar Mays,2020-21,1.0,33.0,8.2,16.8,1.9,0.3
2418,JaVale McGee,2020-21,1.0,46.0,14.7,17.0,-2.5,-0.1
2419,Rodney McGruder,2020-21,1.0,16.0,12.1,16.1,0.7,0.1
2420,Alfonzo McKinnie,2020-21,1.0,39.0,6.6,15.5,-0.4,0.1
2425,Sam Merrill,2020-21,1.0,30.0,7.8,11.9,-1.0,0.1
2426,Chimezie Metu,2020-21,1.0,36.0,13.6,14.5,-3.6,-0.2
2428,Darius Miller,2020-21,1.0,18.0,10.9,15.9,3.6,0.3
2444,Mike Muscala,2020-21,1.0,35.0,18.4,14.7,-0.1,0.3
2446,Abdel Nader,2020-21,1.0,24.0,14.8,13.4,0.0,0.2
2451,Zeke Nnaji,2020-21,1.0,42.0,9.5,11.3,-1.7,0.0
2458,David Nwaba,2020-21,1.0,30.0,22.6,14.4,-0.8,0.2
2459,Jordan Nwora,2020-21,1.0,30.0,9.1,16.1,-1.1,0.1
2462,Jahlil Okafor,2020-21,1.0,27.0,12.9,13.1,-3.2,-0.1
2465,Onyeka Okongwu,2020-21,1.0,50.0,12.0,16.8,-1.4,0.1
2475,Jabari Parker,2020-21,1.0,13.0,12.7,14.7,-0.9,0.0
2476,Eric Paschall,2020-21,1.0,40.0,17.4,13.4,-2.7,-0.1
2478,Patrick Patterson,2020-21,1.0,38.0,15.3,10.9,-0.6,0.2
2479,Justin Patton,2020-21,1.0,13.0,19.0,11.6,-2.2,0.0
2483,Gary Payton II,2020-21,1.0,10.0,4.0,29.2,9.2,0.1
2491,Jordan Poole,2020-21,1.0,51.0,19.4,15.1,-0.5,0.4
2495,Otto Porter Jr.,2020-21,1.0,28.0,21.6,14.5,0.0,0.3
2508,Paul Reed,2020-21,1.0,26.0,6.8,21.2,-1.0,0.0
2513,Grant Riller,2020-21,1.0,7.0,3.9,23.6,5.1,0.0
2522,Rajon Rondo,2020-21,1.0,45.0,17.1,13.2,-0.2,0.4
2546,Dennis Smith Jr.,2020-21,1.0,23.0,18.3,13.6,0.4,0.3
2554,Max Strus,2020-21,1.0,39.0,13.0,12.1,-2.2,0.0
2578,Rayjon Tucker,2020-21,1.0,14.0,4.9,15.1,-3.4,0.0
2590,Moritz Wagner,2020-21,1.0,45.0,16.0,12.5,-2.6,-0.1
2597,Yuta Watanabe,2020-21,1.0,50.0,14.5,12.2,-0.7,0.2
2598,Tremont Waters,2020-21,1.0,26.0,9.2,14.6,0.3,0.1
2599,Paul Watson,2020-21,1.0,27.0,11.0,10.9,-1.3,0.1
2604,Hassan Whiteside,2020-21,1.0,36.0,15.2,19.2,-2.2,0.0
2613,D.J. Wilson,2020-21,1.0,35.0,12.4,11.5,-3.3,-0.1
2614,Dylan Windler,2020-21,1.0,31.0,16.5,10.8,-1.7,0.0
2623,Cody Zeller,2020-21,1.0,48.0,20.9,18.2,-0.5,0.4
