,Player,Season,class,G,MP,PER,BPM,VORP
2160,Sterling Brown,2020-21,0.0,51.0,24.1,11.1,-1.6,0.1
2166,Trey Burke,2020-21,0.0,62.0,14.7,12.6,-1.8,0.0
2171,Kentavious Caldwell-Pope,2020-21,0.0,67.0,28.4,10.7,-0.5,0.7
2172,Facundo Campazzo,2020-21,0.0,65.0,21.9,11.6,-0.6,0.5
2180,Alex Caruso,2020-21,0.0,58.0,21.0,11.1,0.0,0.6
2181,Willie Cauley-Stein,2020-21,0.0,53.0,17.1,14.3,-1.3,0.2
2191,Pat Connaughton,2020-21,0.0,69.0,22.8,11.3,0.0,0.8
2204,Terence Davis,2020-21,0.0,61.0,17.6,12.7,-1.7,0.1
2210,Hamidou Diallo,2020-21,0.0,52.0,23.6,14.3,-2.1,0.0
2220,Goran Dragić,2020-21,0.0,50.0,26.7,13.0,-2.3,-0.1
2225,Anthony Edwards,2020-21,0.0,72.0,32.1,13.9,-2.1,-0.1
2229,Wayne Ellington,2020-21,0.0,46.0,22.0,12.2,-0.2,0.5
2231,James Ennis III,2020-21,0.0,41.0,24.0,12.5,-2.2,-0.1
2243,Bryn Forbes,2020-21,0.0,70.0,19.3,12.8,-1.3,0.2
2255,Darius Garland,2020-21,0.0,54.0,33.1,14.2,-2.1,-0.1
2272,JaMychal Green,2020-21,0.0,58.0,19.3,13.6,-1.5,0.1
2276,Blake Griffin,2020-21,0.0,46.0,25.8,12.9,-0.8,0.3
2294,Josh Hart,2020-21,0.0,47.0,28.7,12.2,-0.8,0.4
2302,Tyler Herro,2020-21,0.0,54.0,30.3,13.3,-1.3,0.3
2310,Justin Holiday,2020-21,0.0,72.0,30.3,10.4,-1.0,0.6
2315,Talen Horton-Tucker,2020-21,0.0,65.0,20.1,12.9,-1.2,0.3
2317,Dwight Howard,2020-21,0.0,69.0,17.3,17.8,-1.5,0.1
2324,Andre Iguodala,2020-21,0.0,63.0,21.3,9.2,-0.4,0.5
2342,Cameron Johnson,2020-21,0.0,60.0,24.0,11.8,-0.2,0.7
2343,James Johnson,2020-21,0.0,51.0,20.5,11.4,-1.2,0.2
2344,Keldon Johnson,2020-21,0.0,69.0,28.5,13.8,-1.6,0.2
2349,Derrick Jones Jr.,2020-21,0.0,58.0,22.7,11.9,-1.4,0.2
2354,Cory Joseph,2020-21,0.0,63.0,23.0,12.5,-1.8,0.1
2357,Luke Kennard,2020-21,0.0,63.0,19.6,12.7,-0.2,0.6
2359,Maxi Kleber,2020-21,0.0,50.0,26.8,10.6,0.0,0.7
2363,Furkan Korkmaz,2020-21,0.0,55.0,19.3,12.8,-0.1,0.5
2374,Damion Lee,2020-21,0.0,57.0,18.9,11.8,0.2,0.6
2376,Alex Len,2020-21,0.0,64.0,15.3,16.4,-0.1,0.5
2383,Kevon Looney,2020-21,0.0,61.0,19.0,11.9,-0.9,0.3
2385,Robin Lopez,2020-21,0.0,71.0,19.1,16.7,-1.0,0.4
2395,Terance Mann,2020-21,0.0,67.0,18.9,13.8,-0.2,0.6
2404,Kenyon Martin Jr.,2020-21,0.0,45.0,23.7,14.6,-1.8,0.0
2406,Garrison Mathews,2020-21,0.0,64.0,16.2,9.7,-1.8,0.1
2409,Tyrese Maxey,2020-21,0.0,61.0,15.3,14.5,-1.5,0.1
2421,Jordan McLaughlin,2020-21,0.0,51.0,18.4,12.0,-1.7,0.1
2429,Patty Mills,2020-21,0.0,68.0,24.8,11.8,-1.2,0.4
2431,Shake Milton,2020-21,0.0,63.0,23.2,14.6,-1.6,0.1
2434,Malik Monk,2020-21,0.0,42.0,20.9,13.6,-1.8,0.0
2441,Mychal Mulder,2020-21,0.0,60.0,12.8,10.8,-1.8,0.0
2449,Raul Neto,2020-21,0.0,64.0,21.9,13.0,-0.6,0.5
2450,Georges Niang,2020-21,0.0,72.0,16.0,11.4,-0.3,0.5
2463,Chuma Okeke,2020-21,0.0,45.0,25.2,11.8,-1.5,0.1
2468,Victor Oladipo,2020-21,0.0,33.0,32.7,14.3,-1.7,0.1
2474,Kelly Oubre Jr.,2020-21,0.0,55.0,30.7,13.3,-1.9,0.0
2500,Taurean Prince,2020-21,0.0,41.0,22.1,12.1,-1.8,0.0
2501,Payton Pritchard,2020-21,0.0,66.0,19.2,12.4,-0.7,0.4
2512,Josh Richardson,2020-21,0.0,59.0,30.3,11.9,-1.7,0.1
2524,Terrence Ross,2020-21,0.0,46.0,29.3,13.2,-2.3,-0.1
2526,Ricky Rubio,2020-21,0.0,68.0,26.1,13.5,-1.9,0.0
2531,Dario Šarić,2020-21,0.0,50.0,17.4,14.3,-2.0,0.0
2532,Tomáš Satoranský,2020-21,0.0,58.0,22.5,13.8,-0.5,0.5
2542,Anfernee Simons,2020-21,0.0,64.0,17.3,12.3,-1.0,0.3
2547,Ish Smith,2020-21,0.0,44.0,21.0,11.6,-1.5,0.1
2549,Tony Snell,2020-21,0.0,47.0,21.1,9.5,-0.5,0.4
2553,Isaiah Stewart,2020-21,0.0,68.0,21.4,16.4,-1.1,0.3
2556,Jae'Sean Tate,2020-21,0.0,70.0,29.2,13.8,-1.4,0.3
2558,Jeff Teague,2020-21,0.0,55.0,17.3,12.3,-2.2,-0.1
2566,Tristan Thompson,2020-21,0.0,54.0,23.8,14.2,-2.5,-0.2
2570,Xavier Tillman Sr.,2020-21,0.0,59.0,18.4,14.7,-0.2,0.5
2572,Obi Toppin,2020-21,0.0,62.0,11.0,12.7,-0.7,0.2
2576,Gary Trent Jr.,2020-21,0.0,58.0,31.1,12.1,-2.3,-0.1
2585,Devin Vassell,2020-21,0.0,62.0,17.0,10.6,-1.5,0.1
2589,Dean Wade,2020-21,0.0,63.0,19.2,11.3,-1.3,0.2
2602,Coby White,2020-21,0.0,69.0,31.2,12.0,-2.4,-0.2
2608,Kenrich Williams,2020-21,0.0,66.0,21.6,14.0,-0.7,0.4
2609,Lou Williams,2020-21,0.0,66.0,21.6,14.0,-2.5,-0.2
2610,Patrick Williams,2020-21,0.0,71.0,27.9,10.5,-2.4,-0.2
