,Player,Season,class,G,MP,PER,BPM,VORP
1623,Malcolm Brogdon,2019-20,3.0,54.0,30.9,17.7,1.8,1.6
1627,Jaylen Brown,2019-20,3.0,57.0,33.9,16.9,0.8,1.4
1632,Thomas Bryant,2019-20,3.0,46.0,24.9,21.1,2.2,1.2
1635,Alec Burks,2019-20,3.0,66.0,26.6,16.7,0.5,1.1
1642,Clint Capela,2019-20,3.0,39.0,32.8,20.6,1.4,1.1
1649,Willie Cauley-Stein,2019-20,3.0,54.0,20.3,17.0,0.5,0.7
1655,Marquese Chriss,2019-20,3.0,59.0,20.3,19.5,0.6,0.8
1657,Brandon Clarke,2019-20,3.0,58.0,22.4,20.9,3.1,1.7
1658,Jordan Clarkson,2019-20,3.0,71.0,24.0,17.3,1.1,1.3
1665,Mike Conley,2019-20,3.0,47.0,29.0,14.1,0.3,0.8
1669,Robert Covington,2019-20,3.0,70.0,30.5,13.3,0.0,1.1
1673,Jae Crowder,2019-20,3.0,65.0,28.8,12.5,-0.1,0.9
1675,Seth Curry,2019-20,3.0,64.0,24.6,15.5,0.8,1.2
1680,Terence Davis,2019-20,3.0,72.0,16.8,13.8,0.8,0.8
1683,DeMar DeRozan,2019-20,3.0,68.0,34.1,21.6,1.9,2.3
1686,Gorgui Dieng,2019-20,3.0,63.0,17.4,17.1,1.5,1.0
1687,Spencer Dinwiddie,2019-20,3.0,64.0,31.2,17.8,1.8,1.9
1688,Donte DiVincenzo,2019-20,3.0,66.0,23.0,14.1,1.3,1.3
1694,Goran Dragić,2019-20,3.0,59.0,28.2,16.3,-0.1,0.8
1695,Andre Drummond,2019-20,3.0,57.0,33.0,22.0,0.9,1.4
1707,Derrick Favors,2019-20,3.0,51.0,24.4,18.5,1.0,0.9
1712,Dorian Finney-Smith,2019-20,3.0,71.0,29.9,12.3,-0.2,0.9
1714,Evan Fournier,2019-20,3.0,66.0,31.5,16.4,1.0,1.6
1715,De'Aaron Fox,2019-20,3.0,51.0,32.0,20.6,1.8,1.6
1719,Enes Freedom,2019-20,3.0,58.0,16.9,22.4,1.5,0.9
1723,Danilo Gallinari,2019-20,3.0,62.0,29.6,19.5,3.3,2.4
1726,Marc Gasol,2019-20,3.0,44.0,26.4,11.8,1.6,1.1
1731,Shai Gilgeous-Alexander,2019-20,3.0,70.0,34.7,17.7,1.7,2.2
1734,Aaron Gordon,2019-20,3.0,62.0,32.5,15.1,0.0,1.0
1736,Devonte' Graham,2019-20,3.0,63.0,35.1,15.8,0.5,1.4
1738,Jerami Grant,2019-20,3.0,71.0,26.6,14.4,-0.5,0.7
1741,Danny Green,2019-20,3.0,68.0,24.8,10.8,0.5,1.1
1742,Draymond Green,2019-20,3.0,43.0,28.4,12.5,-0.2,0.5
1753,Tim Hardaway Jr.,2019-20,3.0,71.0,29.5,14.5,-0.1,1.0
1759,Joe Harris,2019-20,3.0,69.0,30.8,13.3,-0.2,1.0
1760,Tobias Harris,2019-20,3.0,72.0,34.3,17.2,0.8,1.8
1765,Jaxson Hayes,2019-20,3.0,64.0,16.9,17.6,-0.3,0.5
1766,Gordon Hayward,2019-20,3.0,52.0,33.5,18.1,2.7,2.0
1774,Buddy Hield,2019-20,3.0,72.0,30.8,16.0,1.1,1.7
1775,George Hill,2019-20,3.0,59.0,21.5,16.9,2.9,1.6
1779,Jrue Holiday,2019-20,3.0,61.0,34.7,17.0,1.8,2.0
1780,Justin Holiday,2019-20,3.0,73.0,25.0,12.1,1.3,1.5
1781,Rondae Hollis-Jefferson,2019-20,3.0,60.0,18.7,15.1,0.3,0.6
1782,Richaun Holmes,2019-20,3.0,44.0,28.2,19.7,1.0,0.9
1784,Al Horford,2019-20,3.0,67.0,30.2,15.7,2.2,2.2
1786,Danuel House Jr.,2019-20,3.0,63.0,30.4,11.3,-0.7,0.6
1787,Dwight Howard,2019-20,3.0,69.0,18.9,18.7,0.2,0.7
1792,Serge Ibaka,2019-20,3.0,55.0,27.0,17.3,0.1,0.8
1795,Joe Ingles,2019-20,3.0,72.0,29.7,12.6,0.7,1.5
1796,Brandon Ingram,2019-20,3.0,62.0,33.9,18.8,2.1,2.2
1798,Jonathan Isaac,2019-20,3.0,34.0,28.8,17.3,2.3,1.1
1801,Jaren Jackson Jr.,2019-20,3.0,57.0,28.5,16.3,0.4,1.0
1819,Derrick Jones Jr.,2019-20,3.0,59.0,23.3,14.9,0.7,1.0
1820,Tyus Jones,2019-20,3.0,65.0,19.0,15.7,0.6,0.8
1821,DeAndre Jordan,2019-20,3.0,56.0,22.0,19.9,3.0,1.5
1825,Luke Kennard,2019-20,3.0,28.0,32.9,14.4,-0.3,0.4
1829,Maxi Kleber,2019-20,3.0,74.0,25.5,13.6,0.4,1.1
1839,Jeremy Lamb,2019-20,3.0,46.0,28.1,14.0,-0.4,0.5
1841,Zach LaVine,2019-20,3.0,60.0,34.8,19.4,2.5,2.4
1851,Caris LeVert,2019-20,3.0,45.0,29.6,16.1,-0.3,0.5
1855,Brook Lopez,2019-20,3.0,68.0,26.7,15.0,2.0,1.9
1857,Kevin Love,2019-20,3.0,56.0,31.8,17.9,2.0,1.8
1868,Lauri Markkanen,2019-20,3.0,50.0,29.8,14.3,-0.6,0.5
1878,CJ McCollum,2019-20,3.0,70.0,36.5,17.0,0.5,1.6
1879,T.J. McConnell,2019-20,3.0,71.0,18.7,16.5,0.5,0.8
1881,Doug McDermott,2019-20,3.0,69.0,19.9,14.4,0.0,0.7
1882,JaVale McGee,2019-20,3.0,68.0,16.6,19.4,1.5,1.0
1895,Patty Mills,2019-20,3.0,66.0,22.5,14.8,0.0,0.8
1896,Paul Millsap,2019-20,3.0,51.0,24.3,16.9,0.1,0.7
1898,Donovan Mitchell,2019-20,3.0,69.0,34.3,18.8,1.9,2.3
1904,Ja Morant,2019-20,3.0,67.0,31.0,17.4,0.3,1.2
1906,Marcus Morris,2019-20,3.0,62.0,31.2,14.3,-0.1,0.9
1908,Monte Morris,2019-20,3.0,73.0,22.4,14.9,-0.2,0.7
1912,Dejounte Murray,2019-20,3.0,66.0,25.6,16.2,0.4,1.0
1913,Jamal Murray,2019-20,3.0,59.0,32.3,17.7,1.2,1.5
1918,Larry Nance Jr.,2019-20,3.0,56.0,26.3,17.3,1.7,1.4
1924,Nerlens Noel,2019-20,3.0,61.0,18.5,20.4,3.1,1.5
1931,Royce O'Neale,2019-20,3.0,71.0,28.9,9.5,0.9,1.5
1939,Kelly Olynyk,2019-20,3.0,67.0,19.4,14.6,1.0,1.0
1942,Kelly Oubre Jr.,2019-20,3.0,56.0,34.5,14.9,-0.5,0.7
1945,Jabari Parker,2019-20,3.0,38.0,24.1,18.0,0.3,0.5
1953,Elfrid Payton,2019-20,3.0,45.0,27.7,16.0,0.0,0.6
1957,Mason Plumlee,2019-20,3.0,61.0,17.3,18.8,2.0,1.1
1958,Jakob Poeltl,2019-20,3.0,66.0,17.7,19.1,2.5,1.3
1963,Michael Porter Jr.,2019-20,3.0,55.0,16.4,19.8,1.5,0.8
1966,Kristaps Porziņģis,2019-20,3.0,57.0,31.8,20.2,1.9,1.8
1967,Dwight Powell,2019-20,3.0,40.0,26.5,15.9,1.3,0.9
1968,Norman Powell,2019-20,3.0,52.0,28.4,16.8,2.0,1.5
1971,Julius Randle,2019-20,3.0,64.0,32.5,17.5,-0.3,0.9
1974,J.J. Redick,2019-20,3.0,60.0,26.4,15.4,0.7,1.1
1979,Duncan Robinson,2019-20,3.0,73.0,29.7,13.1,0.5,1.3
1983,Mitchell Robinson,2019-20,3.0,61.0,23.1,23.5,2.9,1.8
1986,Derrick Rose,2019-20,3.0,50.0,26.0,21.0,2.2,1.4
1987,Terrence Ross,2019-20,3.0,69.0,27.4,14.0,-0.4,0.8
1988,Terry Rozier,2019-20,3.0,63.0,34.3,14.8,-0.4,0.8
1989,Ricky Rubio,2019-20,3.0,65.0,31.0,16.5,1.0,1.5
1990,D'Angelo Russell,2019-20,3.0,45.0,32.3,18.7,1.9,1.4
1994,Dario Šarić,2019-20,3.0,66.0,24.7,14.2,-0.4,0.7
1995,Tomáš Satoranský,2019-20,3.0,65.0,28.9,13.5,-1.2,0.4
1997,Dennis Schröder,2019-20,3.0,65.0,30.8,16.7,-0.1,1.0
2000,Collin Sexton,2019-20,3.0,65.0,33.0,16.3,-1.8,0.1
2004,Pascal Siakam,2019-20,3.0,60.0,35.2,17.9,1.8,2.0
2009,Marcus Smart,2019-20,3.0,60.0,32.0,13.8,1.4,1.6
2022,Daniel Theis,2019-20,3.0,65.0,24.1,17.9,2.4,1.7
2027,Tristan Thompson,2019-20,3.0,57.0,30.2,16.8,-1.5,0.2
2038,Myles Turner,2019-20,3.0,62.0,29.5,14.8,0.1,1.0
2040,Jonas Valančiūnas,2019-20,3.0,70.0,26.4,22.2,2.4,2.0
2043,Fred VanVleet,2019-20,3.0,54.0,35.7,16.3,2.7,2.3
2055,T.J. Warren,2019-20,3.0,67.0,32.9,18.4,1.1,1.7
2061,Russell Westbrook,2019-20,3.0,57.0,35.9,21.0,1.5,1.8
2063,Derrick White,2019-20,3.0,68.0,24.7,16.4,1.3,1.4
2065,Andrew Wiggins,2019-20,3.0,54.0,34.4,16.4,-0.3,0.8
2069,Lou Williams,2019-20,3.0,65.0,28.7,17.3,0.7,1.3
2073,Zion Williamson,2019-20,3.0,24.0,27.8,24.1,2.1,0.7
2076,Christian Wood,2019-20,3.0,62.0,21.4,23.2,3.1,1.7
2077,Delon Wright,2019-20,3.0,73.0,21.5,15.4,1.9,1.5
2081,Cody Zeller,2019-20,3.0,58.0,23.1,18.8,-0.6,0.5
2084,Ivica Zubac,2019-20,3.0,72.0,18.4,21.7,2.8,1.6
2087,Steven Adams,2020-21,3.0,58.0,27.7,15.1,-0.3,0.7
2093,Jarrett Allen,2020-21,3.0,63.0,29.6,20.1,1.1,1.4
2095,Kyle Anderson,2020-21,3.0,69.0,27.3,17.2,3.3,2.5
2101,OG Anunoby,2020-21,3.0,43.0,33.3,15.4,1.2,1.2
2106,Deandre Ayton,2020-21,3.0,69.0,30.7,20.3,1.2,1.7
2110,LaMelo Ball,2020-21,3.0,51.0,28.8,17.5,1.8,1.4
2111,Lonzo Ball,2020-21,3.0,55.0,31.8,15.2,1.7,1.6
2114,Harrison Barnes,2020-21,3.0,58.0,36.2,15.4,0.2,1.1
2115,RJ Barrett,2020-21,3.0,72.0,34.9,13.4,-1.2,0.5
2118,Nicolas Batum,2020-21,3.0,67.0,27.4,12.9,2.1,1.9
2123,Malik Beasley,2020-21,3.0,37.0,32.8,14.6,-0.2,0.6
2128,Saddiq Bey,2020-21,3.0,70.0,27.3,12.6,-0.5,0.7
2136,Bogdan Bogdanović,2020-21,3.0,44.0,29.7,17.6,3.6,1.8
2137,Bojan Bogdanović,2020-21,3.0,72.0,30.8,14.0,-0.4,0.9
2142,Devin Booker,2020-21,3.0,67.0,33.9,19.2,0.3,1.3
2143,Chris Boucher,2020-21,3.0,60.0,24.2,21.9,3.3,2.0
2149,Mikal Bridges,2020-21,3.0,72.0,32.6,16.4,3.3,3.1
2150,Miles Bridges,2020-21,3.0,66.0,29.3,14.7,0.2,1.1
2153,Malcolm Brogdon,2020-21,3.0,56.0,34.5,17.9,2.1,2.0
2156,Bruce Brown,2020-21,3.0,65.0,22.3,16.1,-0.1,0.7
2158,Jaylen Brown,2020-21,3.0,58.0,34.5,19.9,2.5,2.3
2162,Jalen Brunson,2020-21,3.0,68.0,25.0,17.1,0.9,1.2
2165,Reggie Bullock,2020-21,3.0,65.0,30.0,11.1,-0.1,0.9
2167,Alec Burks,2020-21,3.0,49.0,25.6,14.8,1.5,1.1
2178,Wendell Carter Jr.,2020-21,3.0,54.0,25.5,16.7,-1.3,0.2
2185,Brandon Clarke,2020-21,3.0,59.0,24.0,17.3,1.5,1.3
2186,Jordan Clarkson,2020-21,3.0,68.0,26.7,17.1,1.4,1.6
2189,John Collins,2020-21,3.0,63.0,29.3,20.6,2.3,2.0
2195,Robert Covington,2020-21,3.0,70.0,32.0,11.2,0.2,1.2
2197,Jae Crowder,2020-21,3.0,60.0,27.5,11.8,1.1,1.3
2199,Seth Curry,2020-21,3.0,57.0,28.7,12.9,-0.3,0.7
2213,Donte DiVincenzo,2020-21,3.0,66.0,27.5,13.0,0.3,1.0
2221,Andre Drummond,2020-21,3.0,46.0,27.0,19.4,-1.2,0.3
2235,Derrick Favors,2020-21,3.0,68.0,15.3,19.7,2.6,1.2
2240,Dorian Finney-Smith,2020-21,3.0,60.0,32.0,12.0,0.1,1.0
2245,Evan Fournier,2020-21,3.0,42.0,30.0,16.7,1.1,1.0
2246,De'Aaron Fox,2020-21,3.0,58.0,35.1,20.7,1.8,2.0
2249,Enes Freedom,2020-21,3.0,72.0,24.4,22.4,0.6,1.2
2252,Daniel Gafford,2020-21,3.0,54.0,14.6,22.2,2.2,0.8
2253,Danilo Gallinari,2020-21,3.0,51.0,24.0,16.3,1.1,1.0
2256,Marc Gasol,2020-21,3.0,52.0,19.1,12.2,2.3,1.1
2257,Rudy Gay,2020-21,3.0,63.0,21.6,14.7,-0.1,0.6
2259,Taj Gibson,2020-21,3.0,45.0,20.8,16.0,1.3,0.8
2266,Aaron Gordon,2020-21,3.0,50.0,27.7,14.5,0.1,0.7
2268,Devonte' Graham,2020-21,3.0,55.0,30.2,14.6,0.7,1.1
2269,Jerami Grant,2020-21,3.0,54.0,33.9,16.9,1.1,1.4
2270,Danny Green,2020-21,3.0,69.0,28.0,12.1,1.9,1.9
2271,Draymond Green,2020-21,3.0,63.0,31.5,13.3,1.7,1.9
2274,Jeff Green,2020-21,3.0,68.0,27.0,13.0,-0.8,0.6
2280,Tyrese Haliburton,2020-21,3.0,58.0,30.1,16.2,1.4,1.5
2284,Tim Hardaway Jr.,2020-21,3.0,70.0,28.4,15.7,0.4,1.2
2288,Montrezl Harrell,2020-21,3.0,69.0,22.9,22.7,3.0,2.0
2291,Joe Harris,2020-21,3.0,69.0,31.0,14.1,0.4,1.3
2297,Jaxson Hayes,2020-21,3.0,60.0,16.1,19.1,0.6,0.6
2299,Gordon Hayward,2020-21,3.0,44.0,34.0,17.6,1.6,1.4
2303,Buddy Hield,2020-21,3.0,71.0,34.3,12.8,-0.6,0.9
2312,Richaun Holmes,2020-21,3.0,61.0,29.2,20.2,0.6,1.2
2314,Al Horford,2020-21,3.0,28.0,27.9,17.4,3.4,1.1
2319,Kevin Huerter,2020-21,3.0,69.0,30.8,12.2,-0.3,1.0
2323,Serge Ibaka,2020-21,3.0,41.0,23.3,18.2,1.4,0.8
2326,Joe Ingles,2020-21,3.0,67.0,27.9,15.9,3.5,2.6
2327,Brandon Ingram,2020-21,3.0,61.0,34.3,19.2,2.2,2.2
2334,Reggie Jackson,2020-21,3.0,67.0,23.0,14.2,0.4,0.9
2352,Tyus Jones,2020-21,3.0,70.0,17.5,15.0,0.8,0.9
2353,DeAndre Jordan,2020-21,3.0,57.0,21.9,17.1,1.0,0.9
2366,Kyle Kuzma,2020-21,3.0,68.0,28.7,12.7,-0.4,0.8
2379,Caris LeVert,2020-21,3.0,47.0,31.6,17.8,0.4,0.9
2384,Brook Lopez,2020-21,3.0,70.0,27.2,15.4,0.0,0.9
2388,Kyle Lowry,2020-21,3.0,46.0,34.8,16.5,1.6,1.5
2398,Lauri Markkanen,2020-21,3.0,51.0,25.8,15.2,0.1,0.7
2413,T.J. McConnell,2020-21,3.0,69.0,26.0,16.9,1.4,1.5
2416,Doug McDermott,2020-21,3.0,66.0,24.5,15.6,-0.6,0.6
2424,De'Anthony Melton,2020-21,3.0,52.0,20.1,15.2,2.3,1.1
2427,Khris Middleton,2020-21,3.0,68.0,33.4,18.2,1.3,1.9
2430,Paul Millsap,2020-21,3.0,56.0,20.8,16.4,1.0,0.9
2436,Ja Morant,2020-21,3.0,63.0,32.6,16.7,-0.4,0.8
2438,Marcus Morris,2020-21,3.0,57.0,26.4,14.5,0.0,0.8
2440,Monte Morris,2020-21,3.0,47.0,25.4,14.0,-0.3,0.5
2442,Dejounte Murray,2020-21,3.0,67.0,31.9,16.5,0.8,1.5
2443,Jamal Murray,2020-21,3.0,48.0,35.5,18.3,2.0,1.7
2447,Larry Nance Jr.,2020-21,3.0,35.0,31.2,13.2,0.4,0.7
2452,Nerlens Noel,2020-21,3.0,64.0,24.2,14.8,1.4,1.3
2455,Kendrick Nunn,2020-21,3.0,56.0,29.5,14.2,-0.5,0.6
2457,Jusuf Nurkić,2020-21,3.0,37.0,23.8,20.5,2.5,1.0
2460,Royce O'Neale,2020-21,3.0,71.0,31.6,9.9,1.0,1.7
2470,Kelly Olynyk,2020-21,3.0,70.0,28.5,16.4,1.2,1.6
2481,Cameron Payne,2020-21,3.0,60.0,18.0,17.4,3.1,1.4
2487,Mason Plumlee,2020-21,3.0,56.0,26.8,18.7,2.2,1.6
2488,Jakob Poeltl,2020-21,3.0,69.0,26.7,17.5,0.8,1.3
2496,Bobby Portis,2020-21,3.0,66.0,20.8,19.9,1.5,1.2
2497,Kristaps Porziņģis,2020-21,3.0,43.0,30.9,21.3,2.2,1.4
2498,Dwight Powell,2020-21,3.0,58.0,16.7,16.8,0.6,0.6
2499,Norman Powell,2020-21,3.0,69.0,32.0,16.2,0.4,1.3
2502,Immanuel Quickley,2020-21,3.0,64.0,19.4,15.8,0.9,0.9
2509,Naz Reid,2020-21,3.0,70.0,19.2,18.2,-0.2,0.6
2516,Duncan Robinson,2020-21,3.0,72.0,31.4,11.0,-1.0,0.6
2520,Mitchell Robinson,2020-21,3.0,31.0,27.5,17.7,1.2,0.7
2523,Derrick Rose,2020-21,3.0,50.0,25.6,18.3,1.9,1.3
2525,Terry Rozier,2020-21,3.0,69.0,34.5,17.1,1.6,2.2
2527,D'Angelo Russell,2020-21,3.0,42.0,28.5,17.6,1.6,1.1
2533,Dennis Schröder,2020-21,3.0,61.0,32.1,13.8,-1.2,0.4
2536,Collin Sexton,2020-21,3.0,60.0,35.3,18.0,-0.2,1.0
2539,Pascal Siakam,2020-21,3.0,56.0,35.8,17.7,0.8,1.4
2541,Ben Simmons,2020-21,3.0,58.0,32.4,18.3,2.9,2.3
2545,Marcus Smart,2020-21,3.0,48.0,32.9,13.8,-0.3,0.7
2561,Daniel Theis,2020-21,3.0,65.0,24.6,15.0,0.0,0.8
2568,Matisse Thybulle,2020-21,3.0,65.0,20.0,10.1,1.9,1.3
2573,Juan Toscano-Anderson,2020-21,3.0,53.0,20.9,12.6,0.8,0.8
2579,Myles Turner,2020-21,3.0,47.0,31.0,15.3,0.4,0.9
2582,Jarred Vanderbilt,2020-21,3.0,64.0,17.8,16.2,-0.1,0.5
2583,Fred VanVleet,2020-21,3.0,52.0,36.5,16.8,2.5,2.2
2591,Kemba Walker,2020-21,3.0,43.0,31.8,17.7,2.1,1.4
2593,John Wall,2020-21,3.0,40.0,32.2,15.4,-0.7,0.4
2596,P.J. Washington,2020-21,3.0,64.0,30.5,13.4,-0.9,0.6
2603,Derrick White,2020-21,3.0,36.0,29.6,15.0,1.3,0.9
2606,Andrew Wiggins,2020-21,3.0,71.0,33.3,15.0,-0.4,1.0
2618,Christian Wood,2020-21,3.0,41.0,32.3,20.0,1.4,1.1
2620,Delon Wright,2020-21,3.0,63.0,27.7,16.3,2.2,1.8
2621,Thaddeus Young,2020-21,3.0,68.0,24.3,20.3,3.3,2.2
2624,Ivica Zubac,2020-21,3.0,72.0,22.3,19.1,1.0,1.2
