,id,player,u_player,vorp,per,bpm
352,360,Jakob Poeltl,Jakob Poeltl 2016-17,-0.2,12.2,-3.1
353,361,Otto Porter Jr.,Otto Porter Jr. 2016-17,3.5,17.3,3.3
354,362,Bobby Portis,Bobby Portis 2016-17,0.1,14.9,-1.5
355,363,Kristaps Porziņģis,Kristaps Porziņģis 2016-17,1.3,17.4,0.3
356,364,Dwight Powell,Dwight Powell 2016-17,1.0,17.6,1.0
357,365,Norman Powell,Norman Powell 2016-17,0.5,14.0,-0.5
358,366,Alex Poythress,Alex Poythress 2016-17,0.0,13.2,-2.9
359,367,Ronnie Price,Ronnie Price 2016-17,0.0,5.9,-3.4
360,368,Taurean Prince,Taurean Prince 2016-17,0.0,9.8,-1.8
361,369,Tim Quarterman,Tim Quarterman 2016-17,0.0,10.2,-2.8
362,370,Chasson Randle,Chasson Randle 2016-17,0.0,13.6,-1.7
363,371,Julius Randle,Julius Randle 2016-17,0.6,16.3,-0.9
364,372,Zach Randolph,Zach Randolph 2016-17,0.7,18.5,-0.5
365,373,J.J. Redick,J.J. Redick 2016-17,1.4,14.8,0.4
366,374,Willie Reed,Willie Reed 2016-17,0.3,17.1,-0.9
367,375,Josh Richardson,Josh Richardson 2016-17,0.4,10.7,-1.1
368,376,Malachi Richardson,Malachi Richardson 2016-17,-0.1,9.6,-4.8
369,377,Austin Rivers,Austin Rivers 2016-17,-0.1,11.4,-2.2
370,378,Andre Roberson,Andre Roberson 2016-17,0.6,9.6,-1.0
371,379,Brian Roberts,Brian Roberts 2016-17,-0.2,9.8,-4.2
372,380,Glenn Robinson III,Glenn Robinson III 2016-17,0.6,11.5,-0.3
373,381,Thomas Robinson,Thomas Robinson 2016-17,0.0,17.3,-2.1
374,382,Sergio Rodríguez,Sergio Rodríguez 2016-17,-0.3,11.1,-2.7
375,383,Rajon Rondo,Rajon Rondo 2016-17,0.7,13.6,-0.5
376,384,Derrick Rose,Derrick Rose 2016-17,0.5,17.0,-1.0
377,385,Terrence Ross,Terrence Ross 2016-17,0.9,13.4,-0.2
378,386,Terry Rozier,Terry Rozier 2016-17,0.2,10.9,-1.4
379,387,Ricky Rubio,Ricky Rubio 2016-17,1.8,16.8,0.9
380,388,Damjan Rudež,Damjan Rudež 2016-17,-0.2,6.3,-4.5
381,389,Brandon Rush,Brandon Rush 2016-17,-0.1,6.6,-2.5
382,390,D'Angelo Russell,D'Angelo Russell 2016-17,0.6,15.3,-0.8
383,391,Domantas Sabonis,Domantas Sabonis 2016-17,-1.0,6.9,-4.5
384,392,Larry Sanders,Larry Sanders 2016-17,0.0,6.5,-15.0
385,393,Dario Šarić,Dario Šarić 2016-17,-0.2,12.8,-2.3
386,394,Tomáš Satoranský,Tomáš Satoranský 2016-17,-0.1,8.5,-2.4
387,395,Dennis Schröder,Dennis Schröder 2016-17,1.3,16.1,0.0
388,396,Luis Scola,Luis Scola 2016-17,-0.1,13.9,-2.9
389,397,Mike Scott,Mike Scott 2016-17,-0.2,5.9,-5.5
390,398,Thabo Sefolosha,Thabo Sefolosha 2016-17,1.0,11.9,0.4
391,399,Wayne Selden,Wayne Selden 2016-17,-0.2,6.9,-5.5
392,400,Kevin Séraphin,Kevin Séraphin 2016-17,-0.2,14.4,-3.4
393,401,Ramon Sessions,Ramon Sessions 2016-17,-0.1,12.4,-2.4
394,402,Iman Shumpert,Iman Shumpert 2016-17,-0.1,9.0,-2.3
395,403,Pascal Siakam,Pascal Siakam 2016-17,-0.1,11.5,-2.4
396,404,Jonathon Simmons,Jonathon Simmons 2016-17,-0.2,9.9,-2.6
397,405,Kyle Singler,Kyle Singler 2016-17,-0.2,5.9,-4.3
398,406,Marcus Smart,Marcus Smart 2016-17,0.4,12.0,-1.3
399,407,Ish Smith,Ish Smith 2016-17,1.1,14.7,0.3
400,408,J.R. Smith,J.R. Smith 2016-17,0.0,8.1,-2.1
401,409,Jason Smith,Jason Smith 2016-17,0.1,13.6,-1.8
402,410,Tony Snell,Tony Snell 2016-17,0.2,9.7,-1.7
403,411,Marreese Speights,Marreese Speights 2016-17,0.9,17.5,0.6
404,412,Tiago Splitter,Tiago Splitter 2016-17,0.0,15.0,-4.3
405,413,Nik Stauskas,Nik Stauskas 2016-17,-0.5,9.0,-2.8
406,414,Lance Stephenson,Lance Stephenson 2016-17,-0.2,9.6,-4.0
407,416,Diamond Stone,Diamond Stone 2016-17,-0.1,-1.2,-20.8
408,417,Rodney Stuckey,Rodney Stuckey 2016-17,-0.4,9.5,-4.4
409,418,Jared Sullinger,Jared Sullinger 2016-17,-0.2,6.0,-7.2
410,420,Isaiah Taylor,Isaiah Taylor 2016-17,-0.1,0.3,-7.8
411,421,Jeff Teague,Jeff Teague 2016-17,2.8,19.2,2.2
412,422,Mirza Teletović,Mirza Teletović 2016-17,-0.5,8.8,-3.8
413,423,Garrett Temple,Garrett Temple 2016-17,0.5,11.2,-0.8
414,424,Jason Terry,Jason Terry 2016-17,0.4,9.1,-0.9
415,425,Isaiah Thomas,Isaiah Thomas 2016-17,5.6,26.5,6.7
416,426,Lance Thomas,Lance Thomas 2016-17,-0.4,8.4,-3.5
417,427,Hollis Thompson,Hollis Thompson 2016-17,-0.1,7.9,-2.6
418,428,Klay Thompson,Klay Thompson 2016-17,1.9,17.4,0.8
419,429,Tristan Thompson,Tristan Thompson 2016-17,0.7,15.3,-0.7
420,430,Marcus Thornton,Marcus Thornton 2016-17,-0.1,10.4,-2.4
421,432,Anthony Tolliver,Anthony Tolliver 2016-17,0.4,11.1,-1.0
422,433,Axel Toupane,Axel Toupane 2016-17,-0.1,6.2,-6.2
423,434,Karl-Anthony Towns,Karl-Anthony Towns 2016-17,5.2,25.9,4.7
424,435,P.J. Tucker,P.J. Tucker 2016-17,1.0,10.5,-0.3
425,436,Evan Turner,Evan Turner 2016-17,-0.2,11.4,-2.5
426,437,Myles Turner,Myles Turner 2016-17,2.0,18.5,1.1
427,438,Beno Udrih,Beno Udrih 2016-17,0.3,16.2,0.3
428,439,Tyler Ulis,Tyler Ulis 2016-17,-0.1,13.0,-2.4
429,440,Jarrod Uthoff,Jarrod Uthoff 2016-17,0.0,13.9,-2.2
430,441,Jonas Valančiūnas,Jonas Valančiūnas 2016-17,1.2,20.1,0.3
431,442,Denzel Valentine,Denzel Valentine 2016-17,-0.3,7.3,-3.3
432,443,Fred VanVleet,Fred VanVleet 2016-17,0.0,10.5,-2.1
433,444,Anderson Varejão,Anderson Varejão 2016-17,-0.1,9.4,-4.2
434,445,Greivis Vásquez,Greivis Vásquez 2016-17,0.0,4.1,-5.5
435,446,Rashad Vaughn,Rashad Vaughn 2016-17,-0.2,7.8,-3.6
436,447,Noah Vonleh,Noah Vonleh 2016-17,-0.6,10.8,-3.9
437,448,Nikola Vučević,Nikola Vučević 2016-17,1.9,19.1,1.4
438,449,Sasha Vujačić,Sasha Vujačić 2016-17,-0.1,8.6,-3.2
439,450,Dwyane Wade,Dwyane Wade 2016-17,2.1,18.5,2.5
440,451,Dion Waiters,Dion Waiters 2016-17,0.7,14.5,-0.1
441,452,Kemba Walker,Kemba Walker 2016-17,4.2,21.3,4.1
442,453,John Wall,John Wall 2016-17,4.8,23.2,4.7
443,454,T.J. Warren,T.J. Warren 2016-17,0.7,15.6,-0.6
444,455,C.J. Watson,C.J. Watson 2016-17,-0.4,9.3,-3.6
445,456,Briante Weber,Briante Weber 2016-17,-0.1,11.0,-3.7
446,457,David West,David West 2016-17,1.0,16.6,2.8
447,458,Russell Westbrook,Russell Westbrook 2016-17,9.3,30.6,11.1
448,459,Okaro White,Okaro White 2016-17,-0.1,7.5,-3.1
449,460,Isaiah Whitehead,Isaiah Whitehead 2016-17,-1.3,7.6,-5.1
450,461,Hassan Whiteside,Hassan Whiteside 2016-17,2.2,22.6,1.5
451,462,Andrew Wiggins,Andrew Wiggins 2016-17,0.2,16.5,-1.7
452,463,C.J. Wilcox,C.J. Wilcox 2016-17,-0.2,2.9,-8.1
453,464,Alan Williams,Alan Williams 2016-17,0.1,19.5,-1.3
454,465,Deron Williams,Deron Williams 2016-17,0.1,14.0,-1.8
455,466,Derrick Williams,Derrick Williams 2016-17,-0.2,10.6,-2.9
456,467,Lou Williams,Lou Williams 2016-17,3.0,21.4,3.9
457,468,Marvin Williams,Marvin Williams 2016-17,1.1,13.7,0.0
458,469,Reggie Williams,Reggie Williams 2016-17,0.0,11.7,-0.8
459,470,Troy Williams,Troy Williams 2016-17,-0.3,9.0,-3.8
460,471,Kyle Wiltjer,Kyle Wiltjer 2016-17,0.0,6.7,-5.4
461,472,Justise Winslow,Justise Winslow 2016-17,-0.3,8.2,-3.8
462,473,Jeff Withey,Jeff Withey 2016-17,0.4,18.8,1.4
463,474,Christian Wood,Christian Wood 2016-17,0.0,15.1,-2.6
464,475,Metta World Peace,Metta World Peace 2016-17,-0.2,6.5,-6.1
465,476,Brandan Wright,Brandan Wright 2016-17,0.4,18.5,1.7
466,477,Delon Wright,Delon Wright 2016-17,0.5,15.0,2.0
467,478,James Young,James Young 2016-17,0.0,10.0,-1.3
468,479,Joe Young,Joe Young 2016-17,-0.1,11.4,-5.2
469,480,Nick Young,Nick Young 2016-17,0.7,14.1,-0.1
470,481,Thaddeus Young,Thaddeus Young 2016-17,1.4,14.9,0.5
471,482,Cody Zeller,Cody Zeller 2016-17,1.0,16.7,0.2
472,483,Tyler Zeller,Tyler Zeller 2016-17,0.0,13.0,-2.4
473,484,Stephen Zimmerman,Stephen Zimmerman 2016-17,-0.2,7.3,-8.3
474,485,Paul Zipser,Paul Zipser 2016-17,-0.5,6.9,-4.4
475,486,Ivica Zubac,Ivica Zubac 2016-17,0.0,17.0,-1.7
476,487,Álex Abrines,Álex Abrines 2017-18,0.1,9.0,-1.5
477,488,Quincy Acy,Quincy Acy 2017-18,-0.2,8.2,-2.5
478,489,Steven Adams,Steven Adams 2017-18,2.0,20.6,1.1
479,490,Bam Adebayo,Bam Adebayo 2017-18,0.6,15.7,-0.4
480,491,Arron Afflalo,Arron Afflalo 2017-18,-0.6,5.8,-5.4
481,492,Cole Aldrich,Cole Aldrich 2017-18,-0.1,6.0,-7.5
482,493,LaMarcus Aldridge,LaMarcus Aldridge 2017-18,3.7,25.0,3.9
483,494,Jarrett Allen,Jarrett Allen 2017-18,0.5,17.5,-0.8
484,495,Kadeem Allen,Kadeem Allen 2017-18,-0.2,2.6,-7.7
485,496,Tony Allen,Tony Allen 2017-18,-0.2,8.7,-5.5
486,497,Al-Farouq Aminu,Al-Farouq Aminu 2017-18,1.3,12.0,0.4
487,498,Justin Anderson,Justin Anderson 2017-18,0.1,13.0,-0.9
488,499,Kyle Anderson,Kyle Anderson 2017-18,2.4,15.9,2.9
489,500,Ryan Anderson,Ryan Anderson 2017-18,0.9,12.6,0.1
490,501,Ike Anigbogu,Ike Anigbogu 2017-18,0.0,21.6,1.9
491,502,Giannis Antetokounmpo,Giannis Antetokounmpo 2017-18,5.7,27.3,6.2
492,503,Carmelo Anthony,Carmelo Anthony 2017-18,0.0,12.7,-1.9
493,504,OG Anunoby,OG Anunoby 2017-18,0.5,10.0,-0.6
494,505,Ryan Arcidiacono,Ryan Arcidiacono 2017-18,-0.2,7.3,-4.1
495,506,Trevor Ariza,Trevor Ariza 2017-18,1.5,11.8,0.7
496,507,Darrell Arthur,Darrell Arthur 2017-18,-0.1,8.4,-5.3
497,508,Jamel Artis,Jamel Artis 2017-18,-0.2,6.9,-5.4
498,509,Ömer Aşık,Ömer Aşık 2017-18,-0.3,3.1,-8.0
499,510,D.J. Augustin,D.J. Augustin 2017-18,0.8,15.4,-0.2
500,511,Luke Babbitt,Luke Babbitt 2017-18,-0.1,9.8,-2.4
501,512,Dwayne Bacon,Dwayne Bacon 2017-18,-0.5,5.8,-4.7
502,513,Ron Baker,Ron Baker 2017-18,0.2,9.3,-0.4
503,514,Wade Baldwin,Wade Baldwin 2017-18,0.1,16.6,1.9
504,515,Lonzo Ball,Lonzo Ball 2017-18,1.3,12.5,1.0
505,516,J.J. Barea,J.J. Barea 2017-18,1.3,17.8,1.2
506,517,Harrison Barnes,Harrison Barnes 2017-18,1.0,15.8,-0.5
507,518,Will Barton,Will Barton 2017-18,2.1,16.2,1.1
508,519,Nicolas Batum,Nicolas Batum 2017-18,1.2,14.4,0.4
509,520,Jerryd Bayless,Jerryd Bayless 2017-18,-0.2,7.5,-2.8
510,521,Aron Baynes,Aron Baynes 2017-18,-0.3,12.0,-2.9
511,522,Kent Bazemore,Kent Bazemore 2017-18,1.2,14.5,0.6
512,523,Bradley Beal,Bradley Beal 2017-18,3.1,18.4,2.2
513,524,Malik Beasley,Malik Beasley 2017-18,-0.3,9.0,-3.8
514,525,Michael Beasley,Michael Beasley 2017-18,0.7,17.8,-0.2
515,526,Marco Belinelli,Marco Belinelli 2017-18,0.8,14.1,-0.5
516,527,Jordan Bell,Jordan Bell 2017-18,1.0,18.0,2.8
517,528,DeAndre' Bembry,DeAndre' Bembry 2017-18,-0.3,7.6,-4.7
518,529,Dragan Bender,Dragan Bender 2017-18,-0.9,7.1,-3.7
519,530,Dāvis Bertāns,Dāvis Bertāns 2017-18,1.0,14.1,1.6
520,531,Patrick Beverley,Patrick Beverley 2017-18,0.2,12.4,0.5
521,532,Khem Birch,Khem Birch 2017-18,0.2,16.4,-0.9
522,533,Jabari Bird,Jabari Bird 2017-18,0.0,12.1,-3.1
523,534,Bismack Biyombo,Bismack Biyombo 2017-18,-0.2,14.1,-2.4
524,535,Nemanja Bjelica,Nemanja Bjelica 2017-18,0.7,12.6,0.1
525,536,Tarik Black,Tarik Black 2017-18,-0.1,14.3,-2.6
526,537,Antonio Blakeney,Antonio Blakeney 2017-18,-0.3,10.1,-5.2
527,538,Eric Bledsoe,Eric Bledsoe 2017-18,2.6,19.7,2.5
528,539,Vander Blue,Vander Blue 2017-18,-0.1,-1.8,-8.4
529,540,Bogdan Bogdanović,Bogdan Bogdanović 2017-18,0.3,13.5,-1.5
530,541,Bojan Bogdanović,Bojan Bogdanović 2017-18,0.8,13.9,-0.7
531,542,Andrew Bogut,Andrew Bogut 2017-18,-0.1,10.9,-2.8
532,543,Joel Bolomboy,Joel Bolomboy 2017-18,0.0,11.7,-5.0
533,544,Devin Booker,Devin Booker 2017-18,1.4,18.1,0.9
534,545,Trevor Booker,Trevor Booker 2017-18,0.4,14.9,-0.6
535,547,Avery Bradley,Avery Bradley 2017-18,-0.7,9.6,-4.0
536,548,Tony Bradley,Tony Bradley 2017-18,0.0,9.5,-7.5
537,549,Corey Brewer,Corey Brewer 2017-18,0.2,11.2,-1.3
538,550,Malcolm Brogdon,Malcolm Brogdon 2017-18,0.3,14.3,-1.2
539,551,Aaron Brooks,Aaron Brooks 2017-18,-0.1,9.8,-3.8
540,552,Dillon Brooks,Dillon Brooks 2017-18,-1.2,9.8,-4.0
541,553,MarShon Brooks,MarShon Brooks 2017-18,0.4,26.1,7.1
542,555,Bobby Brown,Bobby Brown 2017-18,-0.2,5.5,-7.2
543,556,Jaylen Brown,Jaylen Brown 2017-18,0.8,13.6,-0.5
544,557,Lorenzo Brown,Lorenzo Brown 2017-18,0.0,8.2,-2.5
545,558,Markel Brown,Markel Brown 2017-18,-0.1,-1.2,-10.8
546,559,Sterling Brown,Sterling Brown 2017-18,-0.2,9.1,-3.1
547,560,Nicolás Brussino,Nicolás Brussino 2017-18,0.0,-4.6,-11.3
548,561,Thomas Bryant,Thomas Bryant 2017-18,0.0,9.9,-3.3
549,562,Reggie Bullock,Reggie Bullock 2017-18,1.2,13.6,0.7
550,563,Trey Burke,Trey Burke 2017-18,0.9,21.0,2.5
551,564,Alec Burks,Alec Burks 2017-18,0.3,13.1,-0.9
552,565,Jimmy Butler,Jimmy Butler 2017-18,4.2,23.7,5.8
553,566,Dwight Buycks,Dwight Buycks 2017-18,-0.1,12.8,-3.1
554,567,Bruno Caboclo,Bruno Caboclo 2017-18,-0.1,7.4,-5.8
555,568,José Calderón,José Calderón 2017-18,0.0,11.3,-1.9
556,569,Kentavious Caldwell-Pope,Kentavious Caldwell-Pope 2017-18,1.4,13.2,0.3
557,570,Isaiah Canaan,Isaiah Canaan 2017-18,0.1,13.5,-1.3
558,571,Clint Capela,Clint Capela 2017-18,2.8,24.5,3.4
559,572,DeMarre Carroll,DeMarre Carroll 2017-18,1.2,14.3,0.2
560,573,Vince Carter,Vince Carter 2017-18,0.2,10.8,-1.2
561,574,Michael Carter-Williams,Michael Carter-Williams 2017-18,0.1,10.8,-1.5
562,575,Alex Caruso,Alex Caruso 2017-18,-0.1,8.7,-2.9
563,576,Omri Casspi,Omri Casspi 2017-18,0.2,15.5,-0.9
564,577,Willie Cauley-Stein,Willie Cauley-Stein 2017-18,1.0,17.6,-0.1
565,578,Tyler Cavanaugh,Tyler Cavanaugh 2017-18,0.0,13.0,-1.9
566,579,Mario Chalmers,Mario Chalmers 2017-18,-0.4,10.4,-3.2
567,580,Tyson Chandler,Tyson Chandler 2017-18,0.2,14.2,-1.4
568,581,Wilson Chandler,Wilson Chandler 2017-18,-0.1,10.9,-2.1
569,582,Marquese Chriss,Marquese Chriss 2017-18,-0.3,11.1,-2.8
570,583,Ian Clark,Ian Clark 2017-18,-0.6,9.4,-3.5
571,584,Jordan Clarkson,Jordan Clarkson 2017-18,1.0,16.4,0.1
572,585,Gian Clavell,Gian Clavell 2017-18,0.0,7.4,-2.2
573,586,Antonius Cleveland,Antonius Cleveland 2017-18,-0.1,4.5,-5.2
574,587,John Collins,John Collins 2017-18,0.8,18.3,-0.2
575,588,Zach Collins,Zach Collins 2017-18,-0.6,7.5,-4.3
576,589,Kyle Collinsworth,Kyle Collinsworth 2017-18,-0.1,10.0,-2.6
577,590,Darren Collison,Darren Collison 2017-18,2.4,18.8,2.7
578,591,Nick Collison,Nick Collison 2017-18,0.0,13.2,-4.2
579,592,Mike Conley,Mike Conley 2017-18,0.2,15.4,0.5
580,593,Pat Connaughton,Pat Connaughton 2017-18,0.1,9.3,-1.8
581,594,Quinn Cook,Quinn Cook 2017-18,0.1,12.8,-1.6
582,595,Charles Cooke,Charles Cooke 2017-18,-0.1,-5.1,-14.4
583,596,Jack Cooley,Jack Cooley 2017-18,0.0,19.7,-0.6
584,597,Matt Costello,Matt Costello 2017-18,0.0,9.7,-0.7
585,598,DeMarcus Cousins,DeMarcus Cousins 2017-18,2.9,22.6,4.7
586,599,Robert Covington,Robert Covington 2017-18,2.3,12.9,1.5
587,600,Allen Crabbe,Allen Crabbe 2017-18,0.7,12.3,-0.7
588,601,Torrey Craig,Torrey Craig 2017-18,-0.1,9.8,-2.9
589,602,Jamal Crawford,Jamal Crawford 2017-18,-0.1,13.0,-2.3
590,603,Jordan Crawford,Jordan Crawford 2017-18,0.1,19.1,4.2
591,604,Jae Crowder,Jae Crowder 2017-18,-0.3,10.4,-2.5
592,605,Dante Cunningham,Dante Cunningham 2017-18,0.1,10.0,-1.7
593,606,Stephen Curry,Stephen Curry 2017-18,4.0,28.2,7.7
594,607,Troy Daniels,Troy Daniels 2017-18,-0.3,9.8,-2.6
595,608,Anthony Davis,Anthony Davis 2017-18,5.9,28.9,6.7
596,609,Deyonta Davis,Deyonta Davis 2017-18,0.1,16.6,-1.5
597,610,Ed Davis,Ed Davis 2017-18,0.5,15.5,-0.6
598,611,Dewayne Dedmon,Dewayne Dedmon 2017-18,0.8,15.8,0.1
599,612,Sam Dekker,Sam Dekker 2017-18,-0.2,11.5,-2.9
600,613,Malcolm Delaney,Malcolm Delaney 2017-18,-0.1,10.6,-2.6
601,614,Matthew Dellavedova,Matthew Dellavedova 2017-18,-0.4,8.6,-4.4
602,616,DeMar DeRozan,DeMar DeRozan 2017-18,3.2,21.0,2.8
603,617,Cheick Diallo,Cheick Diallo 2017-18,0.1,17.0,-1.2
604,618,Gorgui Dieng,Gorgui Dieng 2017-18,0.3,14.7,-1.0
605,619,Spencer Dinwiddie,Spencer Dinwiddie 2017-18,1.5,15.9,0.6
606,620,Tyler Dorsey,Tyler Dorsey 2017-18,-0.2,10.0,-2.9
607,621,Damyean Dotson,Damyean Dotson 2017-18,0.0,11.6,-2.3
608,622,Milton Doyle,Milton Doyle 2017-18,-0.1,5.2,-6.8
609,624,Goran Dragić,Goran Dragić 2017-18,1.4,16.6,0.3
610,625,Larry Drew II,Larry Drew II 2017-18,-0.1,2.9,-9.0
611,626,Andre Drummond,Andre Drummond 2017-18,3.4,22.9,3.2
612,627,Jared Dudley,Jared Dudley 2017-18,-0.1,8.8,-2.5
613,628,Kris Dunn,Kris Dunn 2017-18,0.3,14.5,-1.3
614,629,Kevin Durant,Kevin Durant 2017-18,5.5,26.0,7.3
615,630,Jarell Eddie,Jarell Eddie 2017-18,0.0,-1.9,-8.3
616,631,Henry Ellenson,Henry Ellenson 2017-18,-0.2,10.5,-4.4
617,632,Wayne Ellington,Wayne Ellington 2017-18,1.2,12.5,0.4
618,633,Joel Embiid,Joel Embiid 2017-18,2.6,22.9,3.3
619,634,James Ennis III,James Ennis III 2017-18,0.3,11.6,-1.2
620,635,Tyler Ennis,Tyler Ennis 2017-18,0.0,11.1,-2.1
621,636,Jawun Evans,Jawun Evans 2017-18,-0.6,7.2,-5.0
622,638,Tyreke Evans,Tyreke Evans 2017-18,2.6,21.1,4.5
623,639,Dante Exum,Dante Exum 2017-18,0.1,16.7,0.1
624,640,Kenneth Faried,Kenneth Faried 2017-18,0.0,17.4,-2.1
625,641,Derrick Favors,Derrick Favors 2017-18,1.9,18.8,1.5
626,642,Kay Felder,Kay Felder 2017-18,-0.3,3.6,-11.1
627,643,Cristiano Felício,Cristiano Felício 2017-18,-0.5,12.5,-3.9
628,644,Raymond Felton,Raymond Felton 2017-18,0.5,13.0,-0.6
629,645,Terrance Ferguson,Terrance Ferguson 2017-18,-0.3,7.4,-3.3
630,646,Yogi Ferrell,Yogi Ferrell 2017-18,0.4,11.4,-1.4
631,647,Dorian Finney-Smith,Dorian Finney-Smith 2017-18,-0.3,7.6,-4.6
632,648,Bryn Forbes,Bryn Forbes 2017-18,-0.4,9.1,-3.1
633,649,Evan Fournier,Evan Fournier 2017-18,0.7,15.5,-0.6
634,650,De'Aaron Fox,De'Aaron Fox 2017-18,-1.1,11.2,-4.2
635,651,Tim Frazier,Tim Frazier 2017-18,0.2,11.3,-0.9
636,652,Enes Freedom,Enes Freedom 2017-18,1.9,24.0,2.2
637,653,Channing Frye,Channing Frye 2017-18,0.3,13.1,-0.5
638,654,Markelle Fultz,Markelle Fultz 2017-18,0.0,12.4,-2.6
639,655,Danilo Gallinari,Danilo Gallinari 2017-18,0.3,13.8,-0.5
640,656,Langston Galloway,Langston Galloway 2017-18,0.5,12.2,0.1
641,657,Marc Gasol,Marc Gasol 2017-18,2.7,17.4,2.3
642,658,Pau Gasol,Pau Gasol 2017-18,2.5,18.9,3.4
643,659,Rudy Gay,Rudy Gay 2017-18,0.9,18.0,0.8
644,660,Paul George,Paul George 2017-18,3.6,18.7,2.9
645,661,Marcus Georges-Hunt,Marcus Georges-Hunt 2017-18,-0.2,6.9,-5.1
646,662,Jonathan Gibson,Jonathan Gibson 2017-18,0.1,25.4,4.1
647,663,Taj Gibson,Taj Gibson 2017-18,1.0,15.4,-0.5
648,664,Manu Ginóbili,Manu Ginóbili 2017-18,0.2,12.9,-1.3
649,665,Rudy Gobert,Rudy Gobert 2017-18,2.5,20.7,3.4
650,666,Aaron Gordon,Aaron Gordon 2017-18,1.1,16.5,0.3
651,667,Eric Gordon,Eric Gordon 2017-18,1.3,15.2,0.4
652,668,Marcin Gortat,Marcin Gortat 2017-18,0.8,14.7,-0.6
653,669,Treveon Graham,Treveon Graham 2017-18,-0.2,9.0,-2.7
654,670,Jerami Grant,Jerami Grant 2017-18,1.0,16.2,0.3
655,671,Jerian Grant,Jerian Grant 2017-18,0.3,14.3,-1.3
656,672,Josh Gray,Josh Gray 2017-18,0.0,7.2,-4.2
657,673,Danny Green,Danny Green 2017-18,1.1,11.4,0.4
658,674,Draymond Green,Draymond Green 2017-18,2.8,16.1,2.8
659,675,Gerald Green,Gerald Green 2017-18,0.5,14.1,0.3
660,676,JaMychal Green,JaMychal Green 2017-18,-0.1,14.0,-2.3
661,677,Jeff Green,Jeff Green 2017-18,0.1,14.8,-1.8
662,678,Blake Griffin,Blake Griffin 2017-18,2.7,19.6,3.4
663,679,Daniel Hamilton,Daniel Hamilton 2017-18,0.0,18.2,2.3
664,680,Tim Hardaway Jr.,Tim Hardaway Jr. 2017-18,0.7,14.4,-0.6
665,681,James Harden,James Harden 2017-18,7.7,29.8,9.9
666,682,Maurice Harkless,Maurice Harkless 2017-18,1.1,12.6,1.4
667,683,Montrezl Harrell,Montrezl Harrell 2017-18,1.7,24.7,3.3
668,684,Devin Harris,Devin Harris 2017-18,0.1,13.0,-1.8
669,685,Gary Harris,Gary Harris 2017-18,1.7,16.5,0.8
670,686,Joe Harris,Joe Harris 2017-18,1.0,13.3,0.1
671,687,Tobias Harris,Tobias Harris 2017-18,2.6,17.1,1.9
672,688,Aaron Harrison,Aaron Harrison 2017-18,-0.3,5.1,-7.5
673,689,Andrew Harrison,Andrew Harrison 2017-18,0.2,12.7,-1.5
674,690,Shaquille Harrison,Shaquille Harrison 2017-18,0.1,15.6,-0.7
675,691,Josh Hart,Josh Hart 2017-18,0.7,12.2,-0.1
676,692,Udonis Haslem,Udonis Haslem 2017-18,-0.1,1.8,-7.7
677,693,Nigel Hayes,Nigel Hayes 2017-18,-0.1,6.4,-3.8
678,695,Reggie Hearn,Reggie Hearn 2017-18,0.0,13.1,1.5
679,696,Myke Henry,Myke Henry 2017-18,0.1,9.7,-1.3
680,697,John Henson,John Henson 2017-18,0.5,15.7,-0.9
681,698,Juancho Hernangómez,Juancho Hernangómez 2017-18,-0.1,9.7,-3.3
682,699,Willy Hernangómez,Willy Hernangómez 2017-18,0.4,21.2,1.4
683,700,Mario Hezonja,Mario Hezonja 2017-18,0.6,13.7,-0.5
684,701,Isaiah Hicks,Isaiah Hicks 2017-18,-0.3,6.8,-7.6
685,702,Buddy Hield,Buddy Hield 2017-18,1.5,16.1,1.0
686,703,Nenê,Nenê 2017-18,0.2,16.4,-1.0
687,704,George Hill,George Hill 2017-18,0.6,13.3,-0.8
688,705,Solomon Hill,Solomon Hill 2017-18,-0.1,4.8,-4.8
689,706,Darrun Hilliard,Darrun Hilliard 2017-18,-0.1,3.4,-7.9
690,707,Jrue Holiday,Jrue Holiday 2017-18,2.7,17.8,1.6
691,708,Justin Holiday,Justin Holiday 2017-18,0.0,10.8,-1.9
692,709,John Holland,John Holland 2017-18,-0.2,5.9,-5.5
693,710,Rondae Hollis-Jefferson,Rondae Hollis-Jefferson 2017-18,1.0,16.9,0.1
694,711,Richaun Holmes,Richaun Holmes 2017-18,0.6,17.4,1.1
695,712,Rodney Hood,Rodney Hood 2017-18,0.8,14.3,-0.1
696,714,Al Horford,Al Horford 2017-18,3.7,17.6,4.4
697,715,Danuel House Jr.,Danuel House Jr. 2017-18,0.0,12.4,-1.6
698,716,Dwight Howard,Dwight Howard 2017-18,1.2,20.5,-0.1
699,717,Josh Huestis,Josh Huestis 2017-18,-0.5,5.4,-3.9
700,718,R.J. Hunter,R.J. Hunter 2017-18,0.0,8.5,-3.3
701,719,Vince Hunter,Vince Hunter 2017-18,0.0,35.8,9.7
702,720,Serge Ibaka,Serge Ibaka 2017-18,1.0,14.7,-0.1
703,721,Andre Iguodala,Andre Iguodala 2017-18,0.7,11.2,-0.3
704,722,Ersan İlyasova,Ersan İlyasova 2017-18,0.6,14.9,-0.6
705,723,Joe Ingles,Joe Ingles 2017-18,2.8,14.4,2.3
706,725,Brandon Ingram,Brandon Ingram 2017-18,0.4,13.8,-1.2
