,player,year,g,mp,per,bpm,vorp,class
1920,Skylar Mays,2020-21,33.0,8.2,16.8,1.9,0.3,below average
1921,JaVale McGee,2020-21,46.0,14.7,17.0,-2.5,-0.1,below average
1922,Rodney McGruder,2020-21,16.0,12.1,16.1,0.7,0.1,below average
1923,Alfonzo McKinnie,2020-21,39.0,6.6,15.5,-0.4,0.1,below average
1924,Sam Merrill,2020-21,30.0,7.8,11.9,-1.0,0.1,below average
1925,Chimezie Metu,2020-21,36.0,13.6,14.5,-3.6,-0.2,below average
1926,Darius Miller,2020-21,18.0,10.9,15.9,3.6,0.3,below average
1927,Mike Muscala,2020-21,35.0,18.4,14.7,-0.1,0.3,below average
1928,Abdel Nader,2020-21,24.0,14.8,13.4,0.0,0.2,below average
1929,Zeke Nnaji,2020-21,42.0,9.5,11.3,-1.7,0.0,below average
1930,David Nwaba,2020-21,30.0,22.6,14.4,-0.8,0.2,below average
1931,Jordan Nwora,2020-21,30.0,9.1,16.1,-1.1,0.1,below average
1932,Jahlil Okafor,2020-21,27.0,12.9,13.1,-3.2,-0.1,below average
1933,Onyeka Okongwu,2020-21,50.0,12.0,16.8,-1.4,0.1,below average
1934,Jabari Parker,2020-21,13.0,12.7,14.7,-0.9,0.0,below average
1935,Eric Paschall,2020-21,40.0,17.4,13.4,-2.7,-0.1,below average
1936,Patrick Patterson,2020-21,38.0,15.3,10.9,-0.6,0.2,below average
1937,Justin Patton,2020-21,13.0,19.0,11.6,-2.2,0.0,below average
1938,Gary Payton II,2020-21,10.0,4.0,29.2,9.2,0.1,below average
1939,Jordan Poole,2020-21,51.0,19.4,15.1,-0.5,0.4,below average
1940,Otto Porter Jr.,2020-21,28.0,21.6,14.5,0.0,0.3,below average
1941,Paul Reed,2020-21,26.0,6.8,21.2,-1.0,0.0,below average
1942,Grant Riller,2020-21,7.0,3.9,23.6,5.1,0.0,below average
1943,Rajon Rondo,2020-21,45.0,17.1,13.2,-0.2,0.4,below average
1944,Dennis Smith Jr.,2020-21,23.0,18.3,13.6,0.4,0.3,below average
1945,Max Strus,2020-21,39.0,13.0,12.1,-2.2,0.0,below average
1946,Rayjon Tucker,2020-21,14.0,4.9,15.1,-3.4,0.0,below average
1947,Moritz Wagner,2020-21,45.0,16.0,12.5,-2.6,-0.1,below average
1948,Yuta Watanabe,2020-21,50.0,14.5,12.2,-0.7,0.2,below average
1949,Tremont Waters,2020-21,26.0,9.2,14.6,0.3,0.1,below average
1950,Paul Watson,2020-21,27.0,11.0,10.9,-1.3,0.1,below average
1951,Hassan Whiteside,2020-21,36.0,15.2,19.2,-2.2,0.0,below average
1952,D.J. Wilson,2020-21,35.0,12.4,11.5,-3.3,-0.1,below average
1953,Dylan Windler,2020-21,31.0,16.5,10.8,-1.7,0.0,below average
1954,Cody Zeller,2020-21,48.0,20.9,18.2,-0.5,0.4,below average
1955,Chris Andersen,2016-17,12.0,9.5,11.6,-2.5,0.0,poor
1956,Alan Anderson,2016-17,30.0,10.3,5.0,-6.1,-0.3,poor
1957,Ömer Aşık,2016-17,31.0,15.5,9.8,-3.7,-0.2,poor
1958,Wade Baldwin,2016-17,33.0,12.3,6.5,-5.5,-0.3,poor
1959,DeAndre' Bembry,2016-17,38.0,9.8,8.8,-3.5,-0.1,poor
1960,Dragan Bender,2016-17,43.0,13.3,5.3,-5.1,-0.4,poor
1961,Andrew Bogut,2016-17,27.0,21.6,9.3,-2.6,-0.1,poor
1962,Anthony Brown,2016-17,11.0,14.5,7.2,-4.4,-0.1,poor
1963,Bobby Brown,2016-17,25.0,4.9,10.8,-3.6,0.0,poor
1964,José Calderón,2016-17,41.0,13.1,8.9,-3.2,-0.2,poor
1965,Isaiah Canaan,2016-17,39.0,15.2,8.1,-3.3,-0.2,poor
1966,Omri Casspi,2016-17,36.0,17.9,10.0,-3.2,-0.2,poor
1967,Rakeem Christmas,2016-17,29.0,7.6,10.4,-5.0,-0.2,poor
1968,Norris Cole,2016-17,13.0,9.6,5.4,-6.7,-0.1,poor
1969,Quinn Cook,2016-17,14.0,13.4,11.8,-3.1,-0.1,poor
1970,Deyonta Davis,2016-17,36.0,6.6,10.6,-4.6,-0.2,poor
1971,Henry Ellenson,2016-17,19.0,7.7,7.5,-5.9,-0.1,poor
1972,Bryn Forbes,2016-17,36.0,7.9,5.9,-5.4,-0.2,poor
1973,Michael Gbinije,2016-17,9.0,3.6,-2.1,-12.1,-0.1,poor
1974,Alonzo Gee,2016-17,13.0,6.8,3.1,-6.7,-0.1,poor
1975,Jonathan Gibson,2016-17,17.0,13.6,9.5,-3.7,-0.1,poor
1976,A.J. Hammons,2016-17,22.0,7.4,8.4,-6.6,-0.2,poor
1977,Udonis Haslem,2016-17,16.0,8.1,8.8,-5.3,-0.1,poor
1978,Jordan Hill,2016-17,7.0,6.7,5.5,-12.3,-0.1,poor
1979,Darrun Hilliard,2016-17,39.0,9.8,5.9,-6.0,-0.4,poor
1980,Marcelo Huertas,2016-17,23.0,10.3,9.1,-4.6,-0.2,poor
1981,Pierre Jackson,2016-17,8.0,10.5,13.0,-4.4,-0.1,poor
1982,Damian Jones,2016-17,10.0,8.5,5.3,-9.7,-0.2,poor
1983,Ryan Kelly,2016-17,16.0,6.9,7.8,-3.1,0.0,poor
1984,Nicolás Laprovíttola,2016-17,18.0,9.7,8.4,-3.9,-0.1,poor
1985,Jake Layman,2016-17,35.0,7.1,4.9,-6.4,-0.3,poor
1986,Jarell Martin,2016-17,42.0,13.3,8.7,-5.8,-0.5,poor
1987,Jordan McRae,2016-17,37.0,10.4,9.7,-3.7,-0.2,poor
1988,Jordan Mickey,2016-17,25.0,5.6,9.8,-4.7,-0.1,poor
1989,Mike Miller,2016-17,20.0,7.6,7.6,-1.5,0.0,poor
1990,Donatas Motiejūnas,2016-17,34.0,14.1,9.1,-4.3,-0.3,poor
1991,Dejounte Murray,2016-17,38.0,8.5,9.6,-4.8,-0.2,poor
1992,Georges Niang,2016-17,23.0,4.0,0.1,-11.7,-0.2,poor
1993,Andrew Nicholson,2016-17,38.0,9.0,5.9,-6.0,-0.3,poor
1994,Daniel Ochefu,2016-17,19.0,3.9,6.6,-8.4,-0.1,poor
1995,Arinze Onuaku,2016-17,8.0,3.5,5.8,-6.4,0.0,poor
1996,Georgios Papagiannis,2016-17,22.0,16.1,12.7,-3.8,-0.2,poor
1997,Chandler Parsons,2016-17,34.0,19.9,7.7,-3.8,-0.3,poor
1998,Cameron Payne,2016-17,31.0,14.9,5.5,-6.1,-0.5,poor
1999,Paul Pierce*,2016-17,25.0,11.1,5.7,-4.7,-0.2,poor
2000,Marshall Plumlee,2016-17,21.0,8.1,10.9,-4.6,-0.1,poor
2001,Miles Plumlee,2016-17,45.0,10.8,8.4,-5.0,-0.4,poor
2002,Ronnie Price,2016-17,14.0,9.6,5.9,-3.4,0.0,poor
2003,Tim Quarterman,2016-17,16.0,5.0,10.2,-2.8,0.0,poor
2004,Malachi Richardson,2016-17,22.0,9.0,9.6,-4.8,-0.1,poor
2005,Brian Roberts,2016-17,41.0,10.1,9.8,-4.2,-0.2,poor
2006,Damjan Rudež,2016-17,45.0,7.0,6.3,-4.5,-0.2,poor
2007,Mike Scott,2016-17,18.0,10.8,5.9,-5.5,-0.2,poor
2008,Wayne Selden,2016-17,14.0,16.9,6.9,-5.5,-0.2,poor
2009,Kyle Singler,2016-17,32.0,12.0,5.9,-4.3,-0.2,poor
2010,Tiago Splitter,2016-17,8.0,9.5,15.0,-4.3,0.0,poor
2011,Lance Stephenson,2016-17,18.0,20.1,9.6,-4.0,-0.2,poor
2012,Diamond Stone,2016-17,7.0,3.4,-1.2,-20.8,-0.1,poor
2013,Rodney Stuckey,2016-17,39.0,17.8,9.5,-4.4,-0.4,poor
2014,Jared Sullinger,2016-17,11.0,10.7,6.0,-7.2,-0.2,poor
2015,Anderson Varejão,2016-17,14.0,6.6,9.4,-4.2,-0.1,poor
2016,Rashad Vaughn,2016-17,41.0,11.2,7.8,-3.6,-0.2,poor
2017,Sasha Vujačić,2016-17,42.0,9.7,8.6,-3.2,-0.1,poor
2018,Briante Weber,2016-17,20.0,10.3,11.0,-3.7,-0.1,poor
2019,Okaro White,2016-17,35.0,13.5,7.5,-3.1,-0.1,poor
2020,C.J. Wilcox,2016-17,22.0,4.9,2.9,-8.1,-0.2,poor
2021,Troy Williams,2016-17,30.0,18.6,9.0,-3.8,-0.3,poor
2022,Kyle Wiltjer,2016-17,14.0,3.1,6.7,-5.4,0.0,poor
2023,Justise Winslow,2016-17,18.0,34.7,8.2,-3.8,-0.3,poor
2024,Metta World Peace,2016-17,25.0,6.4,6.5,-6.1,-0.2,poor
2025,Joe Young,2016-17,33.0,4.1,11.4,-5.2,-0.1,poor
2026,Stephen Zimmerman,2016-17,19.0,5.7,7.3,-8.3,-0.2,poor
2027,Paul Zipser,2016-17,44.0,19.2,6.9,-4.4,-0.5,poor
2028,Arron Afflalo,2017-18,53.0,12.9,5.8,-5.4,-0.6,poor
2029,Kadeem Allen,2017-18,18.0,5.9,2.6,-7.7,-0.2,poor
2030,Tony Allen,2017-18,22.0,12.4,8.7,-5.5,-0.2,poor
2031,Ryan Arcidiacono,2017-18,24.0,12.7,7.3,-4.1,-0.2,poor
2032,Darrell Arthur,2017-18,19.0,7.4,8.4,-5.3,-0.1,poor
2033,Jamel Artis,2017-18,15.0,18.6,6.9,-5.4,-0.2,poor
2034,Ömer Aşık,2017-18,18.0,10.1,3.1,-8.0,-0.3,poor
2035,Dwayne Bacon,2017-18,53.0,13.5,5.8,-4.7,-0.5,poor
2036,DeAndre' Bembry,2017-18,26.0,17.5,7.6,-4.7,-0.3,poor
2037,Jabari Bird,2017-18,13.0,8.8,12.1,-3.1,0.0,poor
2038,Antonio Blakeney,2017-18,19.0,16.5,10.1,-5.2,-0.3,poor
2039,Andrew Bogut,2017-18,24.0,9.0,10.9,-2.8,-0.1,poor
2040,Tony Bradley,2017-18,9.0,3.2,9.5,-7.5,0.0,poor
2041,Aaron Brooks,2017-18,32.0,5.9,9.8,-3.8,-0.1,poor
2042,Bobby Brown,2017-18,20.0,5.8,5.5,-7.2,-0.2,poor
2043,Lorenzo Brown,2017-18,14.0,9.9,8.2,-2.5,0.0,poor
2044,Thomas Bryant,2017-18,15.0,4.8,9.9,-3.3,0.0,poor
2045,Bruno Caboclo,2017-18,12.0,8.9,7.4,-5.8,-0.1,poor
2046,Alex Caruso,2017-18,37.0,15.2,8.7,-2.9,-0.1,poor
2047,Gian Clavell,2017-18,7.0,9.1,7.4,-2.2,0.0,poor
2048,Antonius Cleveland,2017-18,17.0,7.2,4.5,-5.2,-0.1,poor
2049,Kyle Collinsworth,2017-18,32.0,15.0,10.0,-2.6,-0.1,poor
2050,Nick Collison,2017-18,15.0,5.0,13.2,-4.2,0.0,poor
2051,Torrey Craig,2017-18,39.0,16.1,9.8,-2.9,-0.1,poor
2052,Matthew Dellavedova,2017-18,38.0,18.7,8.6,-4.4,-0.4,poor
2053,Milton Doyle,2017-18,10.0,12.5,5.2,-6.8,-0.1,poor
2054,Larry Drew II,2017-18,10.0,7.0,2.9,-9.0,-0.1,poor
2055,Henry Ellenson,2017-18,38.0,8.7,10.5,-4.4,-0.2,poor
2056,Jawun Evans,2017-18,48.0,16.2,7.2,-5.0,-0.6,poor
2057,Kay Felder,2017-18,16.0,8.8,3.6,-11.1,-0.3,poor
2058,Dorian Finney-Smith,2017-18,21.0,21.3,7.6,-4.6,-0.3,poor
2059,Marcus Georges-Hunt,2017-18,42.0,5.3,6.9,-5.1,-0.2,poor
2060,Aaron Harrison,2017-18,9.0,25.9,5.1,-7.5,-0.3,poor
2061,Udonis Haslem,2017-18,14.0,5.1,1.8,-7.7,-0.1,poor
2062,Nigel Hayes,2017-18,9.0,13.6,6.4,-3.8,-0.1,poor
2063,Juancho Hernangómez,2017-18,25.0,11.1,9.7,-3.3,-0.1,poor
2064,Isaiah Hicks,2017-18,18.0,13.3,6.8,-7.6,-0.3,poor
2065,Solomon Hill,2017-18,12.0,15.6,4.8,-4.8,-0.1,poor
2066,Darrun Hilliard,2017-18,14.0,6.8,3.4,-7.9,-0.1,poor
2067,John Holland,2017-18,24.0,7.3,5.9,-5.5,-0.2,poor
2068,Demetrius Jackson,2017-18,15.0,5.3,5.4,-5.2,-0.1,poor
2069,Richard Jefferson,2017-18,20.0,8.2,6.4,-4.3,-0.1,poor
2070,Brandon Jennings,2017-18,14.0,14.6,12.7,-3.4,-0.1,poor
2071,Damian Jones,2017-18,15.0,5.9,6.8,-7.1,-0.1,poor
2072,Derrick Jones Jr.,2017-18,20.0,12.3,10.1,-2.7,0.0,poor
2073,Jalen Jones,2017-18,16.0,11.3,10.3,-6.0,-0.2,poor
2074,Furkan Korkmaz,2017-18,14.0,5.7,3.4,-7.6,-0.1,poor
2075,Jake Layman,2017-18,35.0,4.6,4.9,-4.3,-0.1,poor
2076,Jon Leuer,2017-18,8.0,17.0,8.9,-4.6,-0.1,poor
2077,Alfonzo McKinnie,2017-18,14.0,3.8,10.1,-3.0,0.0,poor
2078,Jordan Mickey,2017-18,23.0,12.3,10.6,-5.6,-0.3,poor
2079,Malcolm Miller,2017-18,15.0,8.4,8.9,-1.0,0.0,poor
2080,Timofey Mozgov,2017-18,31.0,11.6,12.3,-3.9,-0.2,poor
2081,Abdel Nader,2017-18,48.0,10.9,5.1,-5.3,-0.4,poor
2082,Georges Niang,2017-18,9.0,3.6,9.2,-4.0,0.0,poor
2083,Johnny O'Bryant,2017-18,36.0,10.5,11.9,-4.4,-0.2,poor
2084,Georgios Papagiannis,2017-18,17.0,7.2,12.2,-4.1,-0.1,poor
2085,Gary Payton II,2017-18,23.0,9.6,9.8,-3.9,-0.1,poor
2086,London Perrantes,2017-18,14.0,4.7,0.7,-9.2,-0.1,poor
2087,Alec Peters,2017-18,20.0,11.3,10.7,-2.8,0.0,poor
2088,Marshall Plumlee,2017-18,8.0,6.5,10.9,-4.5,0.0,poor
2089,Quincy Pondexter,2017-18,23.0,8.5,4.0,-7.4,-0.3,poor
2090,Alex Poythress,2017-18,25.0,4.2,7.8,-5.1,-0.1,poor
2091,Rodney Purvis,2017-18,16.0,18.1,4.5,-8.2,-0.5,poor
2092,Zhou Qi,2017-18,18.0,6.9,1.9,-10.1,-0.3,poor
2093,Davon Reed,2017-18,21.0,11.5,4.8,-6.4,-0.3,poor
2094,Malachi Richardson,2017-18,26.0,12.5,5.9,-6.0,-0.3,poor
2095,Derrick Rose,2017-18,25.0,16.8,11.5,-5.4,-0.4,poor
2096,Terrence Ross,2017-18,24.0,25.0,9.9,-2.7,-0.1,poor
2097,Ramon Sessions,2017-18,28.0,14.0,11.2,-3.2,-0.1,poor
2098,Iman Shumpert,2017-18,14.0,19.7,6.4,-3.3,-0.1,poor
2099,Kobi Simmons,2017-18,32.0,20.1,7.7,-6.9,-0.8,poor
2100,Kyle Singler,2017-18,12.0,4.9,5.9,-6.7,-0.1,poor
2101,Jason Smith,2017-18,33.0,8.6,8.8,-6.4,-0.3,poor
2102,Nik Stauskas,2017-18,41.0,12.8,9.0,-2.3,-0.1,poor
2103,Julyan Stone,2017-18,23.0,7.6,7.6,-1.3,0.0,poor
2104,Caleb Swanigan,2017-18,27.0,7.0,7.5,-5.5,-0.2,poor
2105,Rashad Vaughn,2017-18,28.0,7.6,9.3,-2.6,0.0,poor
2106,Travis Wear,2017-18,17.0,13.4,6.9,-3.7,-0.1,poor
2107,James Webb III,2017-18,10.0,12.0,2.2,-8.3,-0.2,poor
2108,Andrew White,2017-18,15.0,13.9,5.8,-5.5,-0.2,poor
2109,Isaiah Whitehead,2017-18,16.0,11.3,11.5,-3.8,-0.1,poor
2110,Damien Wilkins,2017-18,19.0,8.0,4.9,-6.1,-0.2,poor
2111,D.J. Wilson,2017-18,22.0,3.2,10.3,-2.0,0.0,poor
2112,Jeff Withey,2017-18,9.0,4.3,8.3,-5.0,0.0,poor
2113,Paul Zipser,2017-18,54.0,15.3,5.2,-6.1,-0.8,poor
2114,Álex Abrines,2018-19,31.0,19.0,6.3,-3.3,-0.2,poor
2115,Quincy Acy,2018-19,10.0,12.3,2.9,-8.1,-0.2,poor
2116,Jaylen Adams,2018-19,34.0,12.6,7.6,-4.3,-0.2,poor
2117,Deng Adel,2018-19,19.0,10.2,2.7,-7.5,-0.3,poor
2118,DeVaughn Akoon-Purcell,2018-19,7.0,3.1,8.2,-5.8,0.0,poor
2119,Rawle Alkins,2018-19,10.0,12.0,8.1,-7.3,-0.2,poor
2120,Grayson Allen,2018-19,38.0,10.9,7.5,-6.3,-0.5,poor
2121,Ryan Anderson,2018-19,25.0,12.9,4.6,-6.4,-0.4,poor
2122,Carmelo Anthony,2018-19,10.0,29.4,10.9,-2.7,-0.1,poor
2123,Ron Baker,2018-19,15.0,10.1,2.5,-7.0,-0.2,poor
2124,Wade Baldwin,2018-19,16.0,5.9,1.3,-10.3,-0.2,poor
2125,Keita Bates-Diop,2018-19,30.0,16.8,9.6,-3.4,-0.2,poor
2126,Jerryd Bayless,2018-19,34.0,19.3,8.5,-4.6,-0.4,poor
2127,Dairis Bertāns,2018-19,12.0,13.9,2.0,-8.8,-0.3,poor
2128,Jaron Blossomgame,2018-19,27.0,16.3,10.2,-3.8,-0.2,poor
2129,Isaac Bonga,2018-19,22.0,5.5,6.0,-4.8,-0.1,poor
2130,Isaiah Briscoe,2018-19,39.0,14.3,6.7,-5.0,-0.4,poor
2131,Dillon Brooks,2018-19,18.0,18.3,7.6,-6.3,-0.4,poor
2132,Lorenzo Brown,2018-19,26.0,8.2,6.3,-3.5,-0.1,poor
2133,Deonte Burton,2018-19,32.0,7.5,7.0,-4.3,-0.1,poor
2134,José Calderón,2018-19,49.0,12.9,7.1,-3.9,-0.3,poor
2135,Isaiah Canaan,2018-19,30.0,21.0,8.0,-4.1,-0.3,poor
2136,Jevon Carter,2018-19,39.0,14.8,7.8,-4.0,-0.3,poor
2137,Tyler Cavanaugh,2018-19,11.0,3.5,5.0,-8.4,-0.1,poor
2138,Chris Chiozza,2018-19,7.0,4.7,7.0,-1.3,0.0,poor
2139,Marquese Chriss,2018-19,43.0,11.6,9.2,-7.5,-0.7,poor
2140,Bonzie Colson,2018-19,8.0,12.3,12.9,-3.5,0.0,poor
2141,Hamidou Diallo,2018-19,51.0,10.3,10.1,-4.2,-0.3,poor
2142,Donte DiVincenzo,2018-19,27.0,15.2,9.1,-2.2,0.0,poor
2143,Jacob Evans,2018-19,30.0,6.8,3.5,-8.2,-0.3,poor
2144,Jawun Evans,2018-19,8.0,8.1,0.1,-10.3,-0.1,poor
2145,Melvin Frazier,2018-19,10.0,4.4,1.2,-14.5,-0.1,poor
2146,Channing Frye,2018-19,36.0,9.5,8.9,-3.5,-0.1,poor
2147,Markelle Fultz,2018-19,19.0,22.5,10.5,-3.1,-0.1,poor
2148,Brandon Goodwin,2018-19,16.0,3.6,8.3,-9.5,-0.1,poor
2149,Treveon Graham,2018-19,35.0,20.4,6.1,-3.7,-0.3,poor
2150,Daniel Hamilton,2018-19,19.0,10.7,7.1,-4.1,-0.1,poor
2151,Andrew Harrison,2018-19,17.0,11.0,5.8,-7.1,-0.2,poor
2152,Isaiah Hartenstein,2018-19,28.0,7.9,10.0,-3.9,-0.1,poor
2153,Udonis Haslem,2018-19,10.0,7.4,3.6,-10.9,-0.2,poor
2154,John Jenkins,2018-19,26.0,12.8,9.7,-3.4,-0.1,poor
2155,Alize Johnson,2018-19,14.0,4.6,6.3,-7.7,-0.1,poor
2156,B.J. Johnson,2018-19,7.0,7.0,12.8,-4.3,0.0,poor
2157,Wesley Johnson,2018-19,38.0,14.1,5.5,-4.8,-0.4,poor
2158,Jalen Jones,2018-19,16.0,13.4,11.7,-4.2,-0.1,poor
2159,Brandon Knight,2018-19,39.0,18.9,8.9,-5.4,-0.6,poor
2160,Timothé Luwawu-Cabarrot,2018-19,50.0,13.4,8.0,-5.2,-0.5,poor
2161,Tyler Lydon,2018-19,25.0,3.8,9.3,-4.2,-0.1,poor
2162,Daryl Macon,2018-19,8.0,11.3,5.5,-7.9,-0.1,poor
2163,Jarell Martin,2018-19,42.0,7.8,9.4,-3.9,-0.2,poor
2164,Patrick McCaw,2018-19,29.0,13.7,7.5,-3.0,-0.1,poor
2165,Ben McLemore,2018-19,19.0,8.3,10.5,-3.5,-0.1,poor
2166,Chimezie Metu,2018-19,29.0,5.0,6.4,-8.7,-0.2,poor
2167,Shake Milton,2018-19,20.0,13.4,9.3,-3.2,-0.1,poor
2168,Naz Mitrou-Long,2018-19,14.0,6.0,2.2,-8.7,-0.1,poor
2169,Džanan Musa,2018-19,9.0,4.3,5.8,-7.2,-0.1,poor
2170,Svi Mykhailiuk,2018-19,42.0,10.5,6.0,-5.0,-0.3,poor
2171,Frank Ntilikina,2018-19,43.0,21.0,6.0,-6.0,-0.9,poor
2172,James Nunnally,2018-19,15.0,6.8,7.3,-4.8,-0.1,poor
2173,Chandler Parsons,2018-19,25.0,19.8,8.5,-4.4,-0.3,poor
2174,Theo Pinson,2018-19,18.0,11.7,8.1,-3.2,-0.1,poor
2175,Alex Poythress,2018-19,21.0,14.5,12.2,-3.5,-0.1,poor
2176,Davon Reed,2018-19,10.0,4.7,8.1,-5.5,0.0,poor
2177,Cameron Reynolds,2018-19,19.0,13.6,10.4,-2.5,0.0,poor
2178,Malachi Richardson,2018-19,22.0,4.7,0.9,-8.8,-0.2,poor
2179,Duncan Robinson,2018-19,15.0,10.7,7.6,-3.5,-0.1,poor
2180,Jerome Robinson,2018-19,33.0,9.7,7.2,-4.7,-0.2,poor
2181,Brandon Sampson,2018-19,14.0,15.3,8.5,-4.7,-0.1,poor
2182,Anfernee Simons,2018-19,20.0,7.1,11.1,-5.3,-0.1,poor
2183,J.R. Smith,2018-19,11.0,20.2,7.8,-3.2,-0.1,poor
2184,Jason Smith,2018-19,20.0,9.5,9.8,-4.7,-0.1,poor
2185,Ray Spalding,2018-19,14.0,10.6,14.6,-5.1,-0.1,poor
2186,Edmond Sumner,2018-19,23.0,9.1,7.6,-5.3,-0.2,poor
2187,Caleb Swanigan,2018-19,21.0,8.5,4.7,-7.2,-0.2,poor
2188,Miloš Teodosić,2018-19,15.0,10.0,6.5,-5.4,-0.1,poor
2189,Jared Terrell,2018-19,14.0,7.9,0.7,-10.9,-0.2,poor
2190,Isaiah Thomas,2018-19,12.0,15.1,7.0,-6.5,-0.2,poor
2191,Khyri Thomas,2018-19,26.0,7.5,6.2,-5.0,-0.2,poor
2192,Lance Thomas,2018-19,46.0,17.0,6.4,-5.7,-0.7,poor
2193,Sindarius Thornwell,2018-19,64.0,4.9,5.2,-4.7,-0.2,poor
2194,Gary Trent Jr.,2018-19,15.0,7.4,3.6,-10.8,-0.2,poor
2195,Jarred Vanderbilt,2018-19,17.0,4.1,12.4,-4.2,0.0,poor
2196,Moritz Wagner,2018-19,43.0,10.4,10.1,-4.3,-0.3,poor
2197,Lonnie Walker IV,2018-19,17.0,6.9,10.8,-2.4,0.0,poor
2198,Tyrone Wallace,2018-19,62.0,10.1,7.0,-6.4,-0.7,poor
2199,Julian Washburn,2018-19,18.0,14.1,6.5,-4.6,-0.2,poor
2200,Yuta Watanabe,2018-19,15.0,11.6,3.3,-9.1,-0.3,poor
2201,C.J. Williams,2018-19,15.0,8.5,8.8,-3.7,-0.1,poor
2202,Troy Williams,2018-19,21.0,14.9,10.5,-2.4,0.0,poor
2203,Nickeil Alexander-Walker,2019-20,47.0,12.6,8.9,-4.6,-0.4,poor
2204,Al-Farouq Aminu,2019-20,18.0,21.1,7.6,-3.0,-0.1,poor
2205,Justin Anderson,2019-20,10.0,10.7,3.2,-7.7,-0.2,poor
2206,Thanasis Antetokounmpo,2019-20,20.0,6.5,12.2,-3.2,0.0,poor
2207,Dwayne Bacon,2019-20,39.0,17.6,6.1,-6.8,-0.8,poor
2208,Nicolas Batum,2019-20,22.0,23.0,9.2,-1.9,0.0,poor
2209,Dragan Bender,2019-20,16.0,17.9,10.9,-2.9,-0.1,poor
2210,Jonah Bolden,2019-20,7.0,6.7,4.9,-9.2,-0.1,poor
2211,Jordan Bone,2019-20,10.0,5.3,0.8,-11.9,-0.1,poor
2212,Jarrell Brantley,2019-20,9.0,10.7,8.0,-4.6,-0.1,poor
2213,Ignas Brazdeikis,2019-20,9.0,5.9,3.2,-9.0,-0.1,poor
2214,Oshae Brissett,2019-20,19.0,7.1,6.7,-5.3,-0.1,poor
2215,Charlie Brown Jr.,2019-20,10.0,4.0,11.0,-2.5,0.0,poor
2216,Moses Brown,2019-20,9.0,3.7,6.7,-10.0,-0.1,poor
2217,Reggie Bullock,2019-20,29.0,23.6,9.3,-3.0,-0.2,poor
2218,Deonte Burton,2019-20,39.0,9.1,4.3,-6.8,-0.4,poor
2219,Vlatko Čančar,2019-20,14.0,3.2,11.4,-4.8,0.0,poor
2220,DeMarre Carroll,2019-20,24.0,12.1,9.1,-3.9,-0.1,poor
2221,Wilson Chandler,2019-20,35.0,21.0,7.4,-2.7,-0.1,poor
2222,Antonius Cleveland,2019-20,11.0,4.2,2.5,-10.1,-0.1,poor
2223,Amir Coffey,2019-20,18.0,8.8,8.5,-4.1,-0.1,poor
2224,Zach Collins,2019-20,11.0,26.4,9.9,-3.1,-0.1,poor
2225,Quinn Cook,2019-20,44.0,11.5,10.0,-3.8,-0.2,poor
2226,Allen Crabbe,2019-20,37.0,17.6,6.0,-5.3,-0.5,poor
2227,Troy Daniels,2019-20,47.0,11.3,8.4,-2.9,-0.1,poor
2228,Ed Davis,2019-20,28.0,10.8,9.5,-3.2,-0.1,poor
2229,Dewayne Dedmon,2019-20,44.0,17.6,9.4,-5.8,-0.7,poor
2230,Luguentz Dort,2019-20,36.0,22.8,7.6,-3.7,-0.4,poor
2231,Sekou Doumbouya,2019-20,38.0,19.8,6.2,-6.7,-0.9,poor
2232,PJ Dozier,2019-20,29.0,14.2,11.6,-3.8,-0.2,poor
2233,Carsen Edwards,2019-20,37.0,9.5,6.9,-4.6,-0.2,poor
2234,Wayne Ellington,2019-20,36.0,15.5,8.5,-2.9,-0.1,poor
2235,Jacob Evans,2019-20,29.0,14.4,5.5,-7.1,-0.5,poor
2236,Dante Exum,2019-20,35.0,13.9,10.3,-2.9,-0.1,poor
2237,Melvin Frazier,2019-20,19.0,6.6,9.8,-2.3,0.0,poor
2238,Michael Frazier,2019-20,13.0,11.2,-0.9,-11.0,-0.3,poor
2239,Tim Frazier,2019-20,27.0,13.1,9.8,-4.6,-0.2,poor
2240,Wenyen Gabriel,2019-20,30.0,7.8,9.6,-3.8,-0.1,poor
2241,Blake Griffin,2019-20,18.0,28.4,11.9,-4.3,-0.3,poor
2242,Marko Guduric,2019-20,44.0,11.0,8.8,-3.4,-0.2,poor
2243,Devon Hall,2019-20,11.0,7.4,3.1,-6.7,-0.1,poor
2244,Donta Hall,2019-20,9.0,14.8,13.6,-3.9,-0.1,poor
2245,Kevin Hervey,2019-20,10.0,5.2,5.0,-5.1,0.0,poor
2246,Amile Jefferson,2019-20,18.0,4.1,8.9,-5.8,-0.1,poor
2247,DaQuan Jeffries,2019-20,13.0,10.8,11.2,-3.8,-0.1,poor
2248,Ty Jerome,2019-20,31.0,10.6,7.9,-3.7,-0.1,poor
2249,B.J. Johnson,2019-20,10.0,8.3,5.4,-9.0,-0.1,poor
2250,Stanley Johnson,2019-20,25.0,6.0,9.9,-2.5,0.0,poor
2251,Michael Kidd-Gilchrist,2019-20,25.0,11.2,4.2,-7.4,-0.4,poor
2252,Louis King,2019-20,10.0,6.2,6.2,-6.2,-0.1,poor
2253,Brandon Knight,2019-20,25.0,18.5,8.5,-4.4,-0.3,poor
2254,Romeo Langford,2019-20,32.0,11.6,5.4,-4.9,-0.3,poor
